zpid,cityid,counties,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount,zipcode,units,airconditiontype,heatsystemtype,buildingquality,pools,Earning,neighborhood_avg_amount
11912737,San Gabriel,Los Angeles,2,2,2,1378,7853,34.108471,-118.10886200000002,1948,377245,96514,1,0,7,7,0,52579,409801.0
11912875,San Gabriel,Los Angeles,2,3,2,1314,7803,34.105359,-118.108426,1938,485023,96514,1,0,2,7,0,52579,318974.46153846156
11912990,San Gabriel,Los Angeles,2,3,2,1615,7491,34.105888,-118.104905,1946,225734,96514,1,1,2,7,0,52579,362127.875
11913511,Alhambra,Los Angeles,2,4,2,2034,10550,34.102823,-118.11403700000001,1922,497811,96531,1,0,7,7,0,53582,323434.3333333333
11913794,San Gabriel,Los Angeles,2,3,2,2266,9359,34.111313,-118.113501,1954,460447,96514,1,1,2,4,0,52579,496629.375
11914101,San Gabriel,Los Angeles,2,4,2,2030,8085,34.111579,-118.10250800000001,1939,96031,96514,1,0,2,7,0,52579,620117.1428571428
11914646,San Gabriel,Los Angeles,1,3,1,1230,5981,34.104358000000005,-118.097101,1938,200272,96514,1,0,7,7,0,52579,517898.4285714286
11914873,San Gabriel,Los Angeles,1,2,1,788,7343,34.099635,-118.092157,1948,416502,96515,1,0,7,7,0,52579,421868.0
11915436,San Gabriel,Los Angeles,2,3,2,1300,7444,34.094478,-118.091516,1972,216606,96515,1,1,2,7,0,52579,157874.83333333334
11915627,San Gabriel,Los Angeles,2,3,2,1400,6416,34.092515,-118.09351200000002,1977,255162,96515,1,0,2,4,0,52579,171290.33333333334
11915880,San Gabriel,Los Angeles,1,3,1,1044,4998,34.089021,-118.095674,1949,44216,96515,1,0,7,7,0,52579,290361.0
11916279,San Gabriel,Los Angeles,1,3,1,985,7787,34.084976,-118.09623500000001,1925,154084,96515,1,0,7,7,0,52579,308114.3846153846
11916371,San Gabriel,Los Angeles,2,3,2,1887,19941,34.0828,-118.098,1998,289211,96515,1,1,2,4,0,52579,329734.5833333333
11916424,San Gabriel,Los Angeles,4,4,4,1702,7286,34.084154,-118.09594399999999,1941,650000,96515,1,1,2,7,0,52579,308114.3846153846
11916623,San Gabriel,Los Angeles,2,4,2,1728,6839,34.083459000000005,-118.093065,1940,120313,96515,1,0,7,7,0,52579,254823.0
11917227,San Gabriel,Los Angeles,3,5,3,2100,5003,34.074513,-118.095178,1965,135213,96515,2,1,2,7,0,52579,310050.3333333333
11917517,San Gabriel,Los Angeles,2,4,2,1654,3618,34.075494,-118.088108,1955,52120,96515,1,0,2,7,0,52579,381165.3333333333
11917831,Rosemead,Los Angeles,2,3,2,1720,6880,34.074731,-118.083545,1941,86866,96510,1,0,7,7,0,44906,126233.4
11917977,Rosemead,Los Angeles,1,2,1,816,6084,34.0736,-118.08701699999999,1941,117704,96515,1,0,7,7,0,44906,129531.4
11918107,San Gabriel,Los Angeles,1,1,1,984,7844,34.088945,-118.088328,1925,84526,96515,1,0,7,7,0,52579,135873.5
11918565,Rosemead,Los Angeles,2,2,2,1757,14477,34.08543,-118.083868,1936,69926,96510,1,0,2,7,1,44906,298228.0588235294
11918588,Rosemead,Los Angeles,3,3,3,2403,6818,34.088592999999996,-118.08429299999999,1950,338018,96510,3,0,2,7,0,44906,265840.23076923075
11918626,Rosemead,Los Angeles,2,4,2,1671,5870,34.087247999999995,-118.082522,1970,341856,96510,1,0,2,4,0,44906,285110.54545454547
11918846,Rosemead,Los Angeles,3,3,3,1741,57008,34.083889,-118.081778,1981,235993,96510,1,1,2,4,1,44906,316684.5
11919067,San Gabriel,Los Angeles,3,4,3,1686,5265,34.101427,-118.084772,1964,290259,96515,1,0,2,4,0,52579,310008.46153846156
11919136,San Gabriel,Los Angeles,2,3,2,1490,4984,34.098588,-118.084748,1963,203776,96515,1,0,2,7,0,52579,324010.78571428574
11919757,San Gabriel,Los Angeles,2,4,2,2140,9498,34.10921,-118.08973,1920,740000,96514,1,1,2,7,0,52579,517112.5714285714
11920438,San Gabriel,Los Angeles,2,3,2,1954,10091,34.119043,-118.083487,1947,535915,96514,1,0,7,7,1,52579,332409.5
11920538,San Gabriel,Los Angeles,2,4,2,1808,7269,34.115499,-118.08318600000001,1939,87293,96514,1,0,7,7,0,52579,324695.44444444444
11921313,San Gabriel,Los Angeles,2,4,2,1613,9201,34.121571,-118.08775800000001,1940,397018,96514,1,0,2,7,0,52579,402612.8
11921413,San Gabriel,Los Angeles,2,3,2,1987,7746,34.122665000000005,-118.08446,1949,189365,96514,1,0,7,7,0,52579,433615.1111111111
11922822,San Gabriel,Los Angeles,2,3,2,1467,5875,34.125,-118.075,1964,368858,96514,1,0,2,7,0,52579,313730.3
11922922,San Gabriel,Los Angeles,2,3,2,1414,4935,34.122175,-118.076858,1973,550788,96514,1,0,2,7,0,52579,349631.5714285714
11923915,San Gabriel,Los Angeles,2,3,2,1961,9321,34.127836,-118.07648,1956,795583,96514,1,1,2,4,1,52579,256347.0
11923961,San Gabriel,Los Angeles,2,3,2,1477,5377,34.12202,-118.073783,1960,667000,96514,1,1,2,4,0,52579,319820.3333333333
11924007,San Gabriel,Los Angeles,2,3,2,1180,5196,34.121002000000004,-118.07855500000001,1964,106228,96514,1,0,2,7,0,52579,325497.71428571426
11924030,San Gabriel,Los Angeles,3,4,3,2765,19973,34.119878,-118.07409399999999,1945,126537,96514,2,0,2,7,1,52579,350602.25
11924214,San Gabriel,Los Angeles,1,1,1,760,6605,34.116751,-118.081999,1947,51944,96514,1,0,7,7,0,52579,311156.0
11924344,San Gabriel,Los Angeles,1,2,1,936,6168,34.117011,-118.078049,1926,277159,96514,1,0,2,7,0,52579,273037.0
11924367,San Gabriel,Los Angeles,1,2,1,984,9264,34.113783000000005,-118.07807,1950,51763,96514,1,0,7,7,0,52579,358628.54545454547
11924651,San Gabriel,Los Angeles,5,8,5,4309,23770,34.115949,-118.07458500000001,1944,494904,96514,3,0,2,7,0,52579,258050.42857142858
11924841,San Gabriel,Los Angeles,1,3,1,1314,5276,34.122215000000004,-118.071294,1950,99511,96514,1,1,2,7,0,52579,323357.875
11925033,Arcadia,Los Angeles,2,3,2,1318,5935,34.121596000000004,-118.06390400000001,1957,494331,96268,1,0,2,7,0,79934,396317.0909090909
11926445,Arcadia,Los Angeles,1,2,1,1144,6820,34.118345,-118.05735200000001,1924,588528,96268,1,1,2,7,0,79934,460251.5714285714
11928062,Arcadia,Los Angeles,2,3,2,1292,6140,34.114174,-118.053229,1955,258266,96268,1,0,2,7,0,79934,1047742.8333333334
11928484,San Gabriel,Los Angeles,2,2,2,1148,7250,34.110688,-118.078143,1893,337410,96514,1,0,7,7,0,52579,402806.8888888889
11928622,San Gabriel,Los Angeles,5,6,5,3230,9425,34.110003000000006,-118.07741200000001,2008,1140295,96514,1,1,2,4,0,52579,418602.5
11928937,San Gabriel,Los Angeles,2,3,2,1512,6268,34.106525,-118.083774,1926,421768,96514,1,0,2,7,0,52579,334898.23076923075
11929067,San Gabriel,Los Angeles,2,2,2,854,36175,34.1053,-118.079,1976,213323,96514,1,1,2,7,0,52579,424780.7272727273
11929113,San Gabriel,Los Angeles,2,3,2,1548,5151,34.106122,-118.07811699999999,1968,265091,96514,1,1,2,4,0,52579,431830.1
11929934,San Gabriel,Los Angeles,7,12,7,7032,34889,34.10038,-118.082051,1983,732880,96515,4,1,2,7,0,52579,311068.0714285714
11931004,San Gabriel,Los Angeles,2,3,2,1315,7153,34.09345,-118.08014299999999,1963,298480,96515,1,0,2,7,0,52579,248675.2
11931104,San Gabriel,Los Angeles,1,3,1,1014,7896,34.098787,-118.07996899999999,1920,533001,96515,1,0,7,7,0,52579,305510.8
11931249,Rosemead,Los Angeles,2,3,2,1493,6572,34.090491,-118.08371899999999,1949,254186,96510,1,1,2,7,0,44906,268345.4
11931471,Rosemead,Los Angeles,2,3,2,1458,6258,34.087742,-118.07898300000001,1965,84263,96510,1,0,2,4,0,44906,323438.9
11931723,Rosemead,Los Angeles,2,3,2,1344,4900,34.087672999999995,-118.074459,1967,109532,96510,1,1,2,4,0,44906,237460.14285714287
11931746,Rosemead,Los Angeles,2,3,2,1398,4913,34.087434,-118.076071,1956,234718,96510,1,0,2,7,0,44906,299123.2631578947
11931853,Rosemead,Los Angeles,2,3,2,1322,11365,34.090205,-118.072981,1929,73880,96510,2,0,2,7,0,44906,246924.44444444444
11932060,Rosemead,Los Angeles,2,3,2,1128,6422,34.073584000000004,-118.07607800000001,1954,43399,96510,1,0,7,7,0,44906,243871.11111111112
11932549,Rosemead,Los Angeles,2,3,2,1702,6104,34.087336,-118.080802,1936,69695,96510,1,0,7,7,0,44906,302082.75
11932595,Rosemead,Los Angeles,2,4,2,2471,6546,34.085636,-118.079319,1947,657886,96510,1,1,2,7,1,44906,303836.8823529412
11932718,Rosemead,Los Angeles,1,2,1,970,5746,34.084055,-118.07933700000001,1941,192683,96510,1,0,2,7,0,44906,300296.76470588235
11932848,Rosemead,Los Angeles,2,4,2,1716,5628,34.08455,-118.074909,1929,256335,96510,1,0,7,7,0,44906,351183.9090909091
11933167,Los Angeles,Los Angeles,2,3,2,1337,7499,34.082696,-118.28298600000001,1916,43087,96007,2,0,2,7,0,52024,343213.44444444444
11933312,Los Angeles,Los Angeles,3,2,3,1296,16131,34.081507,-118.279125,1983,373494,96007,1,1,2,4,0,52024,318427.0
11933846,Los Angeles,Los Angeles,2,3,2,2062,8987,34.080226,-118.271084,1921,259431,96007,1,0,7,7,0,52024,392465.5
11934060,Los Angeles,Los Angeles,3,5,3,3696,7305,34.077529999999996,-118.26965700000001,1912,404787,96007,3,0,2,7,0,52024,380892.6
11934548,Los Angeles,Los Angeles,1,2,1,1018,4511,34.078507,-118.26373799999999,1914,373099,96007,1,0,7,7,0,52024,411896.1666666667
11934632,Los Angeles,Los Angeles,2,5,2,2691,5198,34.07427,-118.265822,1948,255010,96007,1,0,7,7,0,52024,328437.8
11934883,Los Angeles,Los Angeles,1,2,1,851,63453,34.0727,-118.262,1973,462297,96007,1,1,2,4,0,52024,276646.0
11935263,Los Angeles,Los Angeles,2,2,2,1872,2499,34.073725,-118.251723,1919,681097,96007,2,0,2,7,0,52024,384613.46153846156
11935301,Los Angeles,Los Angeles,2,4,2,1451,7500,34.07372,-118.252851,1923,242754,96007,2,0,2,7,0,52024,344285.6
11935653,Los Angeles,Los Angeles,1,4,1,2360,6749,34.069064000000004,-118.254329,1902,73950,96007,1,0,7,7,0,52024,249254.81818181818
11935972,Los Angeles,Los Angeles,4,6,4,2919,7184,34.076589,-118.253083,1922,66250,96007,3,0,2,7,0,52024,304180.125
11935987,Los Angeles,Los Angeles,1,2,1,1232,7230,34.076337,-118.253702,1907,770084,96007,1,0,7,7,0,52024,304180.125
11936549,Los Angeles,Los Angeles,3,3,3,1350,29292,34.0677,-118.243,1989,329923,95993,1,1,2,4,0,52024,268317.1666666667
11936648,Los Angeles,Los Angeles,3,5,3,2007,7132,34.066327,-118.245576,1938,98847,95993,1,1,2,4,0,52024,282082.0
11936663,Los Angeles,Los Angeles,2,3,2,1172,29411,34.0656,-118.245,1974,119135,95993,1,1,2,4,0,52024,280643.2
11939353,Los Angeles,Los Angeles,1,1,1,664,5253,34.081233000000005,-118.256126,1912,127024,96007,1,0,7,7,0,52024,230695.75
11939672,Los Angeles,Los Angeles,1,2,1,900,2975,34.078493,-118.25769,1923,88319,96007,1,0,7,7,0,52024,300531.76923076925
11939809,Los Angeles,Los Angeles,2,2,2,1383,7496,34.08896,-118.255192,1915,165643,96020,1,0,2,7,0,52024,201315.44444444444
11939916,Los Angeles,Los Angeles,1,2,1,876,3468,34.091772,-118.25166999999999,1927,164023,96020,1,0,7,7,0,52024,233836.77777777778
11940588,Los Angeles,Los Angeles,1,1,1,556,4494,34.090843,-118.247751,1938,71730,96007,1,0,7,7,0,52024,210974.125
11941306,Los Angeles,Los Angeles,2,4,2,1639,7146,34.089090999999996,-118.25962700000001,1909,214941,96007,2,0,2,7,0,52024,386381.1818181818
11941405,Los Angeles,Los Angeles,1,1,1,700,7452,34.08636,-118.259634,1905,69499,96007,1,0,7,7,0,52024,338540.8
11941810,Los Angeles,Los Angeles,3,2,3,1235,15301,34.0909,-118.262,1982,642587,96020,1,1,2,4,0,52024,472184.25
11942030,Los Angeles,Los Angeles,2,3,2,977,7585,34.083151,-118.26105,1910,548165,96007,1,1,2,4,0,52024,386243.9
11942053,Los Angeles,Los Angeles,3,4,3,1851,7289,34.084336,-118.26177,1950,251552,96007,3,0,2,7,0,52024,458746.25
11942199,Los Angeles,Los Angeles,2,3,2,1898,5230,34.086249,-118.26790600000001,1937,680863,96007,1,0,2,7,0,52024,529885.1111111111
11942414,Los Angeles,Los Angeles,2,2,2,1066,4797,34.082223,-118.266962,1922,520900,96007,1,0,7,7,0,52024,498737.5833333333
11942514,Los Angeles,Los Angeles,6,9,6,3896,3999,34.083028000000006,-118.263465,1964,93589,96007,3,0,2,7,0,52024,429660.25
11943363,Los Angeles,Los Angeles,1,2,1,1256,7673,34.085713,-118.27518400000001,1933,252417,96007,1,0,7,7,0,52024,391646.4666666667
11943478,Los Angeles,Los Angeles,2,3,2,1836,6628,34.082115,-118.27544499999999,1924,281336,96007,2,0,2,7,0,52024,382193.75
11943752,Los Angeles,Los Angeles,3,5,3,3818,4950,34.088775,-118.282619,1927,429146,96010,3,0,2,7,0,52024,286029.7272727273
11943775,Los Angeles,Los Angeles,2,3,2,1476,2208,34.089094,-118.28186299999999,1922,561239,96010,1,0,7,7,0,52024,265827.6
11944285,Los Angeles,Los Angeles,1,2,1,1476,7368,34.087165999999996,-118.27853700000001,1926,229007,96007,1,0,7,4,0,52024,398807.86666666664
11944422,Los Angeles,Los Angeles,4,3,4,3198,10791,34.084887,-118.27709399999999,1942,422016,96007,4,1,2,7,0,52024,330839.05263157893
11944694,Los Angeles,Los Angeles,3,6,3,1985,4999,34.094308000000005,-118.279103,1914,1000000,96010,3,0,2,7,0,52024,423048.6666666667
11946001,Los Angeles,Los Angeles,2,4,2,1728,6790,34.09732,-118.281797,1922,636071,96008,2,0,2,7,0,52024,443804.25
11946024,Los Angeles,Los Angeles,2,2,2,649,4089,34.096253999999995,-118.28283400000001,1912,591587,96008,1,0,7,7,0,52024,402141.0
11946368,Los Angeles,Los Angeles,2,3,2,1821,6530,34.095391,-118.271046,1941,888336,96020,1,0,2,7,0,52024,522350.63157894736
11946506,Los Angeles,Los Angeles,3,4,3,2544,6825,34.097508000000005,-118.267026,1933,472173,96020,1,0,2,4,0,52024,655297.7333333333
11946529,Los Angeles,Los Angeles,2,1,2,1951,6520,34.095541,-118.26716100000002,1983,321881,96020,1,1,2,4,1,52024,687156.2727272727
11946575,Los Angeles,Los Angeles,2,2,2,1188,7510,34.094991,-118.26746299999999,1925,165807,96020,2,0,2,7,0,52024,700682.2
11946598,Los Angeles,Los Angeles,1,3,1,1421,2355,34.094148,-118.26729099999999,1926,919001,96020,1,0,7,7,0,52024,690760.625
11947418,Los Angeles,Los Angeles,2,2,2,1804,5143,34.099466,-118.270284,1939,739729,96020,1,0,2,4,0,52024,591767.5555555555
11947816,Los Angeles,Los Angeles,1,3,1,1088,5196,34.10256,-118.276922,1927,814424,96008,1,0,2,7,0,52024,583269.8666666667
11947992,Los Angeles,Los Angeles,3,3,3,2554,5541,34.105773,-118.274852,1926,357994,96008,1,0,7,4,0,52024,452785.1111111111
11948076,Los Angeles,Los Angeles,1,2,1,1007,4999,34.106722999999995,-118.274501,1938,210094,96008,1,0,7,7,0,52024,437037.0
11948594,Los Angeles,Los Angeles,1,1,1,836,43537,34.1104,-118.266,1973,295623,96020,1,1,2,7,1,52024,646944.3333333334
11948882,Glendale,Los Angeles,1,2,1,896,4032,34.123897,-118.2595,1920,262616,96020,1,0,7,7,0,52574,262616.0
11949127,Los Angeles,Los Angeles,1,3,1,1320,6749,34.124272,-118.263177,1924,658248,96020,1,0,7,7,0,52024,349808.4
11949326,Los Angeles,Los Angeles,2,3,2,1491,6750,34.123644,-118.26398,1922,351965,96020,2,0,2,7,0,52024,358636.5
11949372,Los Angeles,Los Angeles,1,2,1,940,3601,34.123903999999996,-118.26541100000001,1926,212115,96020,1,1,2,7,0,52024,348960.4
11949456,Los Angeles,Los Angeles,1,3,1,912,4884,34.122093,-118.26397,1925,212856,96020,1,0,7,7,0,52024,436955.75
11950000,Los Angeles,Los Angeles,1,1,1,710,20028,34.115353000000006,-118.26496499999999,1976,115404,96020,1,0,7,7,0,52024,474731.3
11950205,Los Angeles,Los Angeles,2,2,2,1262,5399,34.114043,-118.249703,1949,552717,96020,2,0,2,7,0,52024,347901.375
11950320,Los Angeles,Los Angeles,2,4,2,2060,6752,34.115375,-118.252769,1923,94952,96020,2,0,2,7,0,52024,326483.3846153846
11950404,Los Angeles,Los Angeles,2,4,2,1950,6751,34.118716,-118.25816999999999,1933,180810,96020,2,0,2,7,0,52024,362395.0909090909
11950427,Los Angeles,Los Angeles,2,2,2,1471,6751,34.117728,-118.257021,1913,78229,96020,1,1,2,7,0,52024,194592.0
11950557,Los Angeles,Los Angeles,3,5,3,1776,5403,34.112072999999995,-118.251962,1956,616814,96020,2,0,2,7,0,52024,383761.6153846154
11950779,Los Angeles,Los Angeles,2,3,2,1341,2572,34.112321,-118.25398100000001,1930,552857,96020,1,0,7,7,0,52024,391166.35714285716
11950924,Los Angeles,Los Angeles,2,2,2,1401,6999,34.110265999999996,-118.25413300000001,1923,610967,96020,1,0,7,7,0,52024,430705.22222222225
11950947,Los Angeles,Los Angeles,2,3,2,1760,5514,34.110513,-118.252393,1950,482163,96020,1,0,7,7,0,52024,401072.0
11950970,Los Angeles,Los Angeles,4,8,4,3744,5399,34.111816,-118.254697,1964,544172,96020,4,0,2,7,0,52024,378739.3846153846
11951200,Los Angeles,Los Angeles,1,2,1,860,4376,34.109823999999996,-118.2552,1946,194331,96020,1,0,7,7,0,52024,482190.5
11952083,Los Angeles,Los Angeles,4,5,4,2325,7375,34.097584999999995,-118.258675,1922,486689,96020,3,0,2,7,0,52024,432634.2727272727
11952106,Los Angeles,Los Angeles,1,2,1,1869,9463,34.096582,-118.259171,1922,575437,96020,1,0,7,4,1,52024,522368.0
11952388,Los Angeles,Los Angeles,1,2,1,972,4990,34.103041999999995,-118.26043899999999,1950,73390,96020,1,0,7,7,0,52024,461524.3333333333
11952434,Los Angeles,Los Angeles,2,3,2,2495,6517,34.104129,-118.261726,1937,1295000,96020,1,0,2,4,0,52024,581127.4
11952534,Los Angeles,Los Angeles,2,4,2,1957,9045,34.106066999999996,-118.266158,1936,1400000,96020,1,1,2,4,0,52024,661709.5454545454
11952634,Los Angeles,Los Angeles,2,2,2,1407,5265,34.100215999999996,-118.265897,1938,551897,96020,1,0,2,7,0,52024,580060.6363636364
11952733,Los Angeles,Los Angeles,6,5,6,4943,7403,34.096564,-118.257979,1989,784259,96020,1,1,2,4,0,52024,454329.4
11953039,Los Angeles,Los Angeles,2,3,2,1952,5068,34.09876,-118.253196,1940,375969,96020,1,0,7,7,0,52024,323925.5
11953123,Los Angeles,Los Angeles,2,4,2,1858,6039,34.102115999999995,-118.253119,1999,215766,96020,1,1,2,4,0,52024,289040.125
11953327,Los Angeles,Los Angeles,1,3,1,1116,5446,34.097015,-118.24237099999999,1920,442515,96020,1,0,7,7,0,52024,277028.25
11953632,Los Angeles,Los Angeles,1,2,1,1023,5824,34.02541,-118.43644099999999,1930,385651,96045,1,0,7,7,0,52024,359058.54545454547
11953655,Los Angeles,Los Angeles,4,6,4,2455,5625,34.101841,-118.245608,1925,119445,96020,2,1,2,7,0,52024,153413.0
11954242,Los Angeles,Los Angeles,1,2,1,768,2320,34.093554,-118.24675800000001,1908,30928,96007,1,1,2,7,0,52024,217681.42857142858
11954635,Los Angeles,Los Angeles,1,3,1,988,4866,34.094312,-118.24007399999999,1952,202216,96012,1,0,7,7,0,52024,293296.25
11955078,Los Angeles,Los Angeles,2,3,2,976,4999,34.090478999999995,-118.23348899999999,1924,57620,96012,1,0,7,7,0,52024,256517.16666666666
11955324,Los Angeles,Los Angeles,2,3,2,1266,4991,34.089015,-118.234374,1927,193925,96012,1,0,7,7,0,52024,256517.16666666666
11955857,Los Angeles,Los Angeles,3,4,3,1888,6250,34.088138,-118.21406999999999,1941,260772,96046,3,0,2,7,0,52024,256521.9
11955964,Los Angeles,Los Angeles,4,5,4,2205,8175,34.086927,-118.215157,1903,105793,96046,3,0,2,7,0,52024,310466.28571428574
11956308,Los Angeles,Los Angeles,1,2,1,1178,4842,34.070013,-118.220918,1890,177565,96012,1,0,7,7,0,52024,177565.0
11956612,Los Angeles,Los Angeles,2,4,2,1472,3362,34.091536,-118.212787,1969,63641,96046,2,0,2,7,0,52024,210064.25
11957184,Los Angeles,Los Angeles,3,3,3,3146,5318,34.090441,-118.21792099999999,1983,628304,96046,1,1,2,4,0,52024,266039.22222222225
11957388,Los Angeles,Los Angeles,1,2,1,922,6359,34.094291999999996,-118.22611299999998,1922,303052,96046,1,0,2,7,0,52024,189893.9375
11957411,Los Angeles,Los Angeles,1,4,1,1149,6545,34.094156,-118.227291,1910,132839,96046,1,0,7,7,0,52024,187385.5
11957510,Los Angeles,Los Angeles,2,4,2,1492,4001,34.092356,-118.22475700000001,1912,32384,96046,2,0,2,7,0,52024,195642.07142857142
11957579,Los Angeles,Los Angeles,1,2,1,884,4000,34.091762,-118.224911,1908,202958,96046,1,0,2,7,0,52024,195642.07142857142
11958038,Los Angeles,Los Angeles,2,3,2,1138,2457,34.093187,-118.221822,1913,121619,96046,1,0,7,7,0,52024,243218.5
11958311,Los Angeles,Los Angeles,1,1,1,614,9966,34.098051,-118.22306599999999,1927,191610,96046,1,0,7,7,0,52024,353486.63636363635
11958576,Los Angeles,Los Angeles,3,3,3,1484,4800,34.095622,-118.22258000000001,1921,248915,96046,1,0,7,7,0,52024,239412.11764705883
11959287,Los Angeles,Los Angeles,1,3,1,597,4000,34.101775,-118.22933300000001,1923,95532,96046,1,0,2,7,0,52024,255788.65
11959455,Los Angeles,Los Angeles,1,2,1,797,2855,34.107473999999996,-118.229321,1930,162980,96046,1,0,7,7,0,52024,309347.5789473684
11959600,Los Angeles,Los Angeles,4,4,4,3303,7053,34.108397,-118.235231,1990,672137,96046,1,1,2,4,0,52024,273301.85714285716
11959806,Los Angeles,Los Angeles,3,5,3,2601,8678,34.106561,-118.22907,1929,144680,96046,2,0,2,7,0,52024,305694.3333333333
11959852,Los Angeles,Los Angeles,1,1,1,544,5339,34.105627,-118.227323,1922,98128,96046,1,0,7,7,0,52024,282280.4166666667
11959898,Los Angeles,Los Angeles,4,4,4,2366,5599,34.106146,-118.22555600000001,1979,241304,96046,1,1,2,4,0,52024,295004.25
11961417,Los Angeles,Los Angeles,2,3,2,1464,6500,34.1251,-118.23463999999998,1949,212560,96046,2,0,2,7,0,52024,175696.66666666666
11961705,Los Angeles,Los Angeles,1,2,1,1040,5808,34.114167,-118.23251299999998,1959,52376,96046,1,0,2,7,0,52024,222502.16666666666
11961751,Los Angeles,Los Angeles,2,2,2,1106,5250,34.113038,-118.23333999999998,1921,458990,96046,1,1,2,7,0,52024,267974.6666666667
11961797,Los Angeles,Los Angeles,1,3,1,748,2388,34.111758,-118.233019,1920,53789,96046,1,0,7,7,0,52024,377498.125
11961820,Los Angeles,Los Angeles,1,1,1,515,3264,34.110653000000006,-118.23206499999999,1948,189671,96046,1,0,7,7,0,52024,387287.36363636365
11961911,Los Angeles,Los Angeles,2,3,2,1692,11236,34.111312,-118.22762,1950,783826,96046,1,0,7,7,0,52024,440959.2727272727
11962181,Los Angeles,Los Angeles,3,3,3,2320,4791,34.11567,-118.22606599999999,1999,734385,96046,1,1,2,4,0,52024,381966.4166666667
11962294,Los Angeles,Los Angeles,1,2,1,741,5625,34.11696,-118.229272,1955,197459,96046,1,0,7,7,0,52024,280622.125
11962408,Los Angeles,Los Angeles,2,4,2,2404,4864,34.112362,-118.22596999999999,1941,262610,96046,1,0,7,4,0,52024,483046.9
11962725,Los Angeles,Los Angeles,1,2,1,827,11900,34.107978,-118.22844199999999,1924,293370,96046,1,0,7,7,0,52024,321771.8823529412
11963029,Los Angeles,Los Angeles,1,2,1,930,6924,34.108334,-118.221923,1949,543649,96046,1,0,7,7,0,52024,488249.9
11963311,Los Angeles,Los Angeles,4,4,4,3257,11300,34.105781,-118.21493600000001,1978,749000,96046,1,1,2,4,1,52024,402867.5
11963654,Los Angeles,Los Angeles,1,2,1,972,7000,34.104728,-118.223896,1928,354425,96046,1,0,7,7,0,52024,369644.05555555556
11964202,Los Angeles,Los Angeles,4,4,4,2718,8871,34.095043,-118.20948500000002,1932,72369,96046,4,0,2,7,0,52024,222215.06666666668
11964225,Los Angeles,Los Angeles,3,4,3,1998,8642,34.096346000000004,-118.210073,1986,363863,96046,1,1,2,4,0,52024,246902.36363636365
11964248,Los Angeles,Los Angeles,1,2,1,978,7005,34.0978,-118.211611,1953,245823,96046,1,0,2,7,0,52024,261268.7
11964309,Los Angeles,Los Angeles,2,2,2,1403,5373,34.097842,-118.213507,1927,246624,96046,1,0,7,7,0,52024,230030.125
11965213,Los Angeles,Los Angeles,1,2,1,1521,6646,34.104419,-118.21215600000001,1933,335681,96046,1,0,7,7,0,52024,525016.6666666666
11967505,Los Angeles,Los Angeles,2,3,2,1205,3236,34.112219,-118.195429,1925,454400,96023,1,1,2,7,0,52024,309390.14285714284
11967528,Los Angeles,Los Angeles,1,2,1,786,2439,34.113288,-118.195099,1922,376372,96023,1,0,7,7,0,52024,353109.0
11967551,Los Angeles,Los Angeles,1,2,1,877,3448,34.115165000000005,-118.19396699999999,1906,180433,96023,1,0,7,7,0,52024,315541.4166666667
11967994,Los Angeles,Los Angeles,1,1,1,848,5423,34.109193,-118.20649399999999,1924,41357,96023,1,0,7,7,0,52024,315669.63636363635
11968017,Los Angeles,Los Angeles,2,3,2,1032,5768,34.109598,-118.205674,1973,69099,96023,1,0,2,7,0,52024,294207.1538461539
11968177,Los Angeles,Los Angeles,2,2,2,1723,5691,34.106049,-118.207582,1960,805783,96046,1,0,2,4,0,52024,362570.6923076923
11968215,Los Angeles,Los Angeles,1,3,1,1422,5304,34.120989,-118.223463,1952,441987,96046,1,0,7,7,0,52024,361038.75
11968375,Los Angeles,Los Angeles,2,2,2,1486,11252,34.119122999999995,-118.22356,1954,521504,96046,1,0,2,7,0,52024,387511.5
11968421,Los Angeles,Los Angeles,3,4,3,1752,5213,34.117691,-118.22551899999999,1959,153622,96046,1,1,2,7,1,52024,364853.4166666667
11968742,Los Angeles,Los Angeles,1,2,1,762,5128,34.116240999999995,-118.21866499999999,1959,170731,96046,1,0,7,7,0,52024,404715.78571428574
11968842,Los Angeles,Los Angeles,3,3,3,1319,39905,34.1217,-118.228,1981,206575,96046,1,0,2,4,1,52024,301369.0
11969309,Los Angeles,Los Angeles,1,3,1,906,4125,34.126212,-118.21887,1926,535488,96022,1,0,7,7,0,52024,322377.8
11970223,Los Angeles,Los Angeles,1,2,1,1402,7013,34.119827,-118.214224,1940,185886,96022,1,0,7,7,0,52024,424167.9
11970392,Los Angeles,Los Angeles,1,2,1,1040,5459,34.11983,-118.217129,1954,440349,96022,1,0,7,7,0,52024,389730.0
11970645,Los Angeles,Los Angeles,2,3,2,1444,10101,34.113640999999994,-118.22058999999999,1954,821083,96046,1,0,2,7,0,52024,420950.8333333333
11970843,Los Angeles,Los Angeles,2,3,2,1242,5225,34.115582,-118.21539299999999,1962,608000,96046,1,0,2,7,0,52024,421440.5714285714
11970935,Los Angeles,Los Angeles,1,3,1,1692,5987,34.114496,-118.21125900000001,1955,323679,96023,1,0,7,7,0,52024,399915.9
