zpid,cityid,counties,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount,zipcode,units,airconditiontype,heatsystemtype,buildingquality,pools,Earning
13023882,Azusa,Los Angeles,1,3,1,936,6824,34.111947,-117.895184,1953,42176,96464,1,0,7,7,0,53135
13024150,Covina,Los Angeles,2,4,2,1148,6581,34.110841,-117.890099,1956,385000,96464,1,0,7,7,0,64813
13024173,Azusa,Los Angeles,1,2,1,920,23093,34.1085,-117.891,1984,128075,96464,1,1,2,7,0,53135
13024447,Azusa,Los Angeles,2,4,2,1258,5951,34.119698,-117.893593,1955,326566,96464,1,0,7,7,0,53135
13024570,Azusa,Los Angeles,2,4,2,1355,5972,34.117334,-117.890877,1954,383000,96464,1,0,7,7,0,53135
13024670,Azusa,Los Angeles,1,3,1,952,5348,34.115925,-117.890904,1954,230912,96464,1,0,7,7,0,53135
13024770,Azusa,Los Angeles,1,3,1,953,6231,34.114702,-117.895238,1954,288638,96464,1,0,7,7,0,53135
13024870,Azusa,Los Angeles,1,3,1,1348,5939,34.119673,-117.895714,1955,200574,96464,1,0,7,7,0,53135
13024970,Azusa,Los Angeles,1,3,1,948,6291,34.118399,-117.897605,1955,325000,96464,1,0,7,7,0,53135
13027523,Azusa,Los Angeles,1,1,1,681,236850,34.1279,-117.884,1978,113266,96464,1,1,2,7,0,53135
13027615,Azusa,Los Angeles,2,4,2,2185,7208,34.125612,-117.887198,1955,338627,96464,1,1,2,7,1,53135
13027838,Azusa,Los Angeles,2,4,2,1184,5870,34.124624,-117.885252,1954,217357,96464,1,0,7,7,0,53135
13027938,Azusa,Los Angeles,2,4,2,1184,7256,34.122999,-117.882394,1955,210997,96464,1,0,7,7,0,53135
13028207,Azusa,Los Angeles,2,4,2,1462,6348,34.118762,-117.883973,1955,318547,96464,1,0,2,7,1,53135
13028330,Azusa,Los Angeles,2,4,2,1225,10639,34.117054,-117.885204,1955,143920,96464,1,0,2,7,0,53135
13028599,Azusa,Los Angeles,2,3,2,1254,7531,34.11753,-117.881924,1956,135176,96464,1,0,7,7,1,53135
13028699,Covina,Los Angeles,1,3,1,1467,7590,34.110791,-117.88391,1954,313425,96473,1,0,7,7,1,64813
13028783,Covina,Los Angeles,2,2,2,930,134197,34.1077,-117.886,1980,210507,96473,1,1,2,4,0,64813
13029021,Covina,Los Angeles,2,3,2,1052,7464,34.110851,-117.886429,1956,154297,96473,1,0,7,7,0,64813
13040514,San Dimas,Los Angeles,3,2,3,1345,98034,34.107524,-117.837305,1985,172701,96485,1,1,2,4,0,78034
13041589,San Dimas,Los Angeles,2,4,2,1926,7893,34.122754,-117.819759,1964,367544,96485,1,1,2,4,1,78034
13045514,La Verne,Los Angeles,1,1,1,671,157986,34.1207,-117.791,1977,150628,96494,1,1,2,7,0,74631
13045629,San Dimas,Los Angeles,2,4,2,1898,7451,34.120943,-117.798241,1977,540989,96513,1,1,2,4,1,78034
13045813,San Dimas,Los Angeles,3,3,3,1449,1609,34.126553,-117.81859,1996,212553,96513,1,1,2,4,0,78034
13045851,La Verne,Los Angeles,3,4,3,2632,7508,34.121381,-117.782187,1978,590711,96494,1,1,2,4,0,74631
13045974,La Verne,Los Angeles,2,3,2,1727,10193,34.122298,-117.777324,1976,352002,96494,1,1,2,4,0,74631
13046097,La Verne,Los Angeles,3,3,3,2111,14774,34.126048,-117.77815,1959,670000,96494,1,0,2,4,1,74631
13046281,La Verne,Los Angeles,3,4,3,2575,9395,34.130189,-117.77937,1968,399067,96494,1,1,2,4,0,74631
13046580,La Verne,Los Angeles,3,4,3,2255,10649,34.123967,-117.769971,1976,510104,96494,1,1,2,4,1,74631
13046680,La Verne,Los Angeles,3,4,3,2302,13726,34.125116,-117.771442,1976,233211,96494,1,1,2,4,0,74631
13046726,La Verne,Los Angeles,2,3,2,2003,10905,34.121959,-117.767544,1976,250689,96494,1,1,2,4,0,74631
13046826,La Verne,Los Angeles,3,4,3,2085,7661,34.120744,-117.779388,1978,349005,96494,1,1,2,4,0,74631
13047079,La Verne,Los Angeles,2,3,2,2121,11817,34.128936,-117.771875,1986,619000,96494,1,1,2,4,0,74631
13047278,La Verne,Los Angeles,3,4,3,2304,10512,34.132619,-117.77469,1986,318483,96494,1,1,2,4,0,74631
13047676,San Dimas,Los Angeles,2,3,2,1840,10515,34.129844,-117.790461,1964,53395,96513,1,0,2,4,0,78034
13047760,La Verne,Los Angeles,2,2,2,1144,1556,34.124008,-117.792207,1983,335000,96494,1,1,2,4,0,74631
13048381,La Verne,Los Angeles,3,3,3,2314,7416,34.123582,-117.790189,1977,167693,96494,1,1,2,4,0,74631
13048550,San Dimas,Los Angeles,3,3,3,1258,2477,34.123649,-117.797026,1986,356992,96513,1,1,2,7,0,78034
13049130,La Verne,Los Angeles,1,2,1,850,1896,34.116204,-117.771668,1972,279000,96494,1,1,2,7,0,74631
13049176,La Verne,Los Angeles,1,2,1,850,1589,34.117404,-117.77227,1975,174818,96494,1,1,2,7,0,74631
13049276,La Verne,Los Angeles,1,2,1,850,1740,34.116073,-117.770044,1974,58499,96494,1,1,2,7,0,74631
13049322,La Verne,Los Angeles,3,3,3,1592,6163,34.118709,-117.769735,1978,375014,96494,1,0,2,4,0,74631
13049483,La Verne,Los Angeles,3,4,3,2660,13308,34.125313,-117.766491,1979,435398,96494,1,1,2,4,1,74631
13049636,La Verne,Los Angeles,3,4,3,2905,10252,34.121957,-117.762811,1979,527740,96494,1,1,2,4,0,74631
13049889,La Verne,Los Angeles,3,4,3,2746,10602,34.131229,-117.753725,1989,564188,96494,1,1,2,4,0,74631
13050118,La Verne,Los Angeles,3,4,3,2735,9232,34.134111,-117.75956,1995,614048,96494,1,1,2,4,1,74631
13050141,La Verne,Los Angeles,3,4,3,2735,8750,34.134943,-117.758468,1994,495622,96494,1,1,2,4,1,74631
13050164,La Verne,Los Angeles,4,5,4,3671,9713,34.1318,-117.761164,1997,589482,96494,1,1,2,4,0,74631
13050582,Claremon,Los Angeles,2,2,2,2251,17785,34.121906,-117.734814,1952,68181,96469,1,0,2,4,0,88523
13050620,Claremon,Los Angeles,2,4,2,2042,10312,34.121307,-117.72947,1963,171798,96469,1,1,2,4,0,88523
13050802,Claremon,Los Angeles,2,3,2,1585,3186,34.13613,-117.730503,1971,524600,96469,1,1,2,4,0,88523
13051544,Claremon,Los Angeles,2,4,2,2266,8504,34.127185,-117.720191,1973,133512,96469,1,1,2,4,0,88523
13051919,Claremon,Los Angeles,4,6,4,3506,65149,34.1293,-117.698546,1932,110318,96469,1,0,2,4,0,88523
13052679,Claremon,Los Angeles,3,4,3,3264,13129,34.124071,-117.705955,1977,829191,96469,1,1,2,4,1,88523
13052725,Claremon,Los Angeles,2,4,2,2282,8203,34.130712,-117.710901,1978,169777,96469,1,1,2,4,0,88523
13052825,Claremon,Los Angeles,4,6,4,2722,20600,34.128192,-117.714201,1977,389593,96469,1,1,2,4,0,88523
13054613,La Verne,Los Angeles,2,4,2,1759,10207,34.140217,-117.77139,1971,281180,96494,1,0,2,4,0,74631
13054959,La Verne,Los Angeles,3,3,3,2538,8021,34.14258,-117.766336,1979,586300,96494,1,1,2,4,0,74631
13055082,La Verne,Los Angeles,3,4,3,2043,7599,34.142621,-117.75834,1987,475998,96494,1,1,2,4,0,74631
13055105,La Verne,Los Angeles,3,4,3,2043,10688,34.143458,-117.757106,1987,668392,96494,1,1,2,4,1,74631
13055228,La Verne,Los Angeles,3,4,3,2563,13972,34.146372,-117.761193,1984,907000,96494,1,1,2,4,1,74631
13056699,Azusa,Los Angeles,3,3,3,1358,2464,34.154939,-117.909321,1988,205929,96464,1,1,2,4,0,53135
13057573,Diamond Bar,Los Angeles,3,3,3,1759,7325,33.99738,-117.796402,1984,367823,96505,1,1,2,4,0,89221
13057696,Diamond Bar,Los Angeles,3,4,3,2344,11947,34.002358,-117.803881,1979,529976,96505,1,1,2,4,0,89221
13057988,Pomona,Los Angeles,2,2,2,1526,130013,34.021546,-117.769516,1986,183383,96506,1,1,2,4,0,49186
13058356,Diamond Bar,Los Angeles,2,4,2,1771,7893,34.001287,-117.807604,1980,639200,96505,1,1,2,4,0,89221
13058456,Diamond Bar,Los Angeles,3,3,3,1409,461407,34.0012,-117.807,1979,327873,96505,1,1,2,7,1,89221
13058556,Diamond Bar,Los Angeles,2,2,2,1191,461407,34.0012,-117.807,1979,310149,96505,1,1,2,7,1,89221
13058656,Diamond Bar,Los Angeles,2,3,2,1507,8611,34.000284,-117.807603,1979,218042,96505,1,1,2,4,0,89221
13058756,Diamond Bar,Los Angeles,3,3,3,2052,6022,34.000413,-117.789967,1986,676635,96505,1,1,2,4,0,89221
13058856,Diamond Bar,Los Angeles,3,4,3,2744,17839,34.002028,-117.793532,1987,426779,96505,1,1,2,4,1,89221
13058979,Diamond Bar,Los Angeles,3,3,3,1874,17850,34.003381,-117.787465,1987,356785,96505,1,1,2,4,0,89221
13059079,Diamond Bar,Los Angeles,3,3,3,2162,10997,34.001531,-117.789191,1987,300781,96505,1,1,2,4,0,89221
13059225,Diamond Bar,Los Angeles,3,4,3,2522,10308,34.005447,-117.787317,1988,374810,96505,1,1,2,4,1,89221
13059394,Diamond Bar,Los Angeles,3,4,3,2933,7339,34.012675,-117.794278,1991,485534,96505,1,1,2,4,0,89221
13059942,Diamond Bar,Los Angeles,3,4,3,1915,7427,33.997915,-117.805794,1975,374359,96505,1,1,2,4,1,89221
13060042,Diamond Bar,Los Angeles,3,5,3,2966,13138,33.996027,-117.803618,1978,433240,96505,1,1,2,4,0,89221
13060649,Diamond Bar,Los Angeles,2,4,2,1859,7023,34.032802,-117.798113,1966,526300,96505,1,0,2,4,0,89221
13060972,Diamond Bar,Los Angeles,2,4,2,1503,13439,34.031602,-117.804647,1965,218694,96505,1,0,2,4,0,89221
13061233,Pomona,Los Angeles,3,4,3,2383,8389,34.036283,-117.773518,1980,407588,96506,1,1,2,4,1,49186
13061379,Pomona,Los Angeles,2,4,2,1718,10983,34.037238,-117.766529,1980,298480,96506,1,1,2,4,1,49186
13061479,Pomona,Los Angeles,3,4,3,2060,6170,34.037295,-117.768303,1980,278936,96506,1,1,2,4,0,49186
13061602,Pomona,Los Angeles,2,3,2,1558,6492,34.037909,-117.777052,1983,256744,96506,1,1,2,4,0,49186
13061948,Diamond Bar,Los Angeles,1,2,1,1174,98817,34.0354,-117.795,1984,308033,96505,1,1,2,4,0,89221
13061994,Pomona,Los Angeles,3,4,3,2563,6655,34.041234,-117.769116,1982,369293,96506,1,1,2,4,0,49186
13062285,Pomona,Los Angeles,3,3,3,1929,5841,34.037368,-117.786583,1990,436089,96506,1,1,2,4,1,49186
13062438,Pomona,Los Angeles,3,3,3,3002,17222,34.034328,-117.785509,1989,635483,96506,1,1,2,4,0,49186
13062461,Pomona,Los Angeles,3,3,3,2298,15547,34.032762,-117.784473,1983,512152,96506,1,1,2,4,0,49186
13062507,Pomona,Los Angeles,3,5,3,3359,25402,34.031873,-117.780988,1984,592914,96506,1,1,2,4,1,49186
13062530,Pomona,Los Angeles,3,3,3,2298,14503,34.030865,-117.782568,1983,329376,96506,1,1,2,4,0,49186
13062876,Diamond Bar,Los Angeles,3,3,3,1552,8772,34.033852,-117.790921,1984,527300,96505,1,1,2,4,0,89221
13063122,Diamond Bar,Los Angeles,3,3,3,1628,11973,34.032632,-117.79114,1986,488680,96505,1,1,2,4,0,89221
13063437,Pomona,Los Angeles,2,3,2,1228,8453,34.052322,-117.782037,1948,352000,96506,1,0,7,7,0,49186
13063906,Pomona,Los Angeles,2,3,2,1532,8126,34.047934,-117.784487,1955,192308,96506,1,0,2,7,0,49186
13064029,Pomona,Los Angeles,1,3,1,1132,6728,34.048652,-117.776236,1947,305993,96506,1,0,7,7,0,49186
13064275,Pomona,Los Angeles,2,3,2,1280,10603,34.047229,-117.786604,1980,196481,96506,1,1,2,7,0,49186
13064398,Pomona,Los Angeles,1,3,1,1397,7395,34.045799,-117.779319,1979,145487,96506,1,1,2,7,0,49186
13064596,Diamond Bar,Los Angeles,3,5,3,2766,7223,34.033666,-117.799978,1967,468272,96505,1,0,2,4,0,89221
13065165,Diamond Bar,Los Angeles,2,4,2,1994,8630,34.038184,-117.800976,1969,236571,96505,1,0,2,4,0,89221
13065241,Pomona,Los Angeles,1,3,1,1351,6995,34.059852,-117.802077,1953,102115,96508,1,0,2,7,1,49186
13065494,Pomona,Los Angeles,2,4,2,1200,6669,34.060402,-117.796396,1954,257762,96508,1,0,7,7,0,49186
13065617,Pomona,Los Angeles,2,4,2,1200,6911,34.058963,-117.80006,1954,146920,96508,1,0,7,7,1,49186
13066035,Pomona,Los Angeles,2,2,2,920,310302,34.043276,-117.797384,1988,181218,96506,1,1,2,7,0,49186
13066135,Pomona,Los Angeles,2,2,2,930,310302,34.043171,-117.796775,1989,255900,96506,1,1,2,7,0,49186
13066629,Pomona,Los Angeles,2,4,2,1538,9235,34.028797,-117.765039,1981,361516,96506,1,1,2,4,1,49186
13066821,Pomona,Los Angeles,3,3,3,1948,7196,34.032582,-117.763466,1980,186009,96506,1,1,2,4,0,49186
13067043,Pomona,Los Angeles,3,3,3,1687,5930,34.027017,-117.764585,1981,404900,96506,1,1,2,4,0,49186
13067212,Pomona,Los Angeles,3,3,3,1948,7112,34.03042,-117.762356,1981,293370,96506,1,1,2,4,0,49186
13067258,Pomona,Los Angeles,3,2,3,1149,65694,34.02527,-117.765847,1984,208934,96506,1,1,2,7,0,49186
13067358,Pomona,Los Angeles,3,3,3,1265,50745,34.024675,-117.766991,1985,162248,96506,1,1,2,7,0,49186
13067473,Pomona,Los Angeles,1,2,1,892,132118,34.025963,-117.761989,1983,147917,96506,1,1,2,7,0,49186
13067573,Pomona,Los Angeles,2,3,2,1158,76331,34.026112,-117.764101,1985,249894,96506,1,1,2,7,0,49186
13067818,Walnut,Los Angeles,3,4,3,2548,20026,34.029911,-117.858524,1988,581172,96522,1,1,2,4,0,100184
13068047,Walnut,Los Angeles,4,5,4,4952,17435,34.027854,-117.854293,1955,1476790,96522,1,1,2,1,0,100184
13068672,Walnut,Los Angeles,3,4,3,2465,8811,34.023989,-117.855147,1988,492724,96522,1,1,2,4,0,100184
13068756,Walnut,Los Angeles,3,4,3,2481,9084,34.031977,-117.836599,1985,793105,96522,1,1,2,4,1,100184
13068994,Walnut,Los Angeles,3,4,3,2396,10330,34.037385,-117.836277,1985,895443,96522,1,1,2,4,0,100184
13069516,Walnut,Los Angeles,3,4,3,2426,13623,34.035029,-117.833504,1988,542518,96522,1,1,2,4,0,100184
13069876,Walnut,Los Angeles,3,4,3,2453,28004,34.036172,-117.850566,1987,374831,96522,1,1,2,4,1,100184
13069945,Walnut,Los Angeles,3,4,3,2927,179533,34.039491,-117.853341,1987,860805,96522,1,1,2,4,0,100184
13070045,Walnut,Los Angeles,3,5,3,2755,21941,34.037188,-117.862109,1989,598651,96522,1,1,2,4,0,100184
13070272,Pomona,Los Angeles,2,4,2,1564,6040,34.057614,-117.80535,1953,174709,96508,1,0,7,7,0,49186
13070590,Covina,Los Angeles,3,4,3,2965,21796,34.063536,-117.847328,1998,753170,96475,1,1,2,4,0,64813
13070613,Covina,Los Angeles,3,4,3,2602,15112,34.06263,-117.847989,1998,511566,96475,1,1,2,4,1,64813
13070920,Walnut,Los Angeles,3,4,3,2788,15781,34.054534,-117.838436,1988,620869,96522,1,1,2,4,1,100184
13071611,Pomona,Los Angeles,3,4,3,2396,10357,34.027317,-117.775811,1983,267285,96506,1,1,2,4,0,49186
13071825,Pomona,Los Angeles,3,4,3,2803,5690,34.032651,-117.777303,1985,337353,96506,1,1,2,4,0,49186
13071863,Walnut,Los Angeles,2,4,2,2269,26554,34.052176,-117.860421,1963,790483,96522,1,1,2,4,0,100184
13072193,Walnut,Los Angeles,2,4,2,1582,8709,34.041367,-117.856999,1962,74609,96522,1,0,2,7,0,100184
13072439,Walnut,Los Angeles,2,4,2,1910,7246,34.04643,-117.850069,1961,88293,96522,1,0,2,7,0,100184
13072608,Walnut,Los Angeles,3,4,3,2585,20918,34.044885,-117.865335,1994,468185,96522,1,1,2,4,0,100184
13072731,Walnut,Los Angeles,3,4,3,2585,37461,34.043635,-117.861868,1994,787874,96522,1,1,2,4,0,100184
13072769,Walnut,Los Angeles,3,4,3,1967,8894,34.044423,-117.850806,1985,382524,96522,1,1,2,4,1,100184
13072915,Walnut,Los Angeles,2,3,2,1487,8714,34.039454,-117.857062,1985,301864,96522,1,1,2,4,0,100184
13073053,Diamond Bar,Los Angeles,5,5,5,6626,70142,33.986932,-117.817762,1980,1360707,96505,1,1,2,1,1,89221
13073291,Diamond Bar,Los Angeles,2,2,2,916,439508,33.9822,-117.829,1980,190513,96505,1,1,2,4,0,89221
13073414,Diamond Bar,Los Angeles,4,6,4,5277,125674,33.980546,-117.828941,1979,627159,96505,1,1,2,4,1,89221
13073606,Diamond Bar,Los Angeles,2,2,2,1315,225498,33.9697,-117.835,1986,226455,96505,1,1,2,4,1,89221
13074263,Diamond Bar,Los Angeles,4,4,4,5184,79532,33.98635,-117.799451,1979,592349,96505,1,1,2,4,1,89221
13074716,Diamond Bar,Los Angeles,2,3,2,2145,11440,33.965178,-117.837487,1978,270643,96505,1,1,2,4,1,89221
13074839,Diamond Bar,Los Angeles,2,4,2,1521,7498,33.965244,-117.846373,1964,408110,96505,1,0,2,7,0,89221
13074908,Diamond Bar,Los Angeles,2,4,2,1724,7906,33.964199,-117.849862,1963,76654,96505,1,0,2,7,0,89221
13075473,Diamond Bar,Los Angeles,3,4,3,2188,7678,34.01395,-117.812761,1975,527673,96505,1,1,2,4,1,89221
13076064,Diamond Bar,Los Angeles,3,4,3,2324,7935,34.009207,-117.807493,1973,258466,96505,1,0,2,4,1,89221
13076387,Diamond Bar,Los Angeles,3,2,3,1056,248156,34.0077,-117.815,1986,157391,96505,1,1,2,7,1,89221
13076456,Diamond Bar,Los Angeles,1,2,1,850,95455,34.0079,-117.818,1984,249700,96505,1,1,2,7,0,89221
13077424,Diamond Bar,Los Angeles,2,4,2,1465,9135,34.023087,-117.817215,1964,211228,96505,1,1,2,7,0,89221
13077935,Diamond Bar,Los Angeles,2,3,2,1136,9350,34.003127,-117.844692,1975,328100,96522,1,1,2,7,0,89221
13078035,Diamond Bar,Los Angeles,2,3,2,1136,16834,34.005752,-117.844125,1975,324200,96522,1,1,2,7,0,89221
13078135,Diamond Bar,Los Angeles,2,3,2,1136,21046,34.003518,-117.844647,1975,234981,96522,1,1,2,7,0,89221
13078564,Walnut,Los Angeles,2,4,2,1750,9755,34.01924,-117.858868,1973,275006,96522,1,1,2,7,0,100184
13078687,Walnut,Los Angeles,2,4,2,2240,7146,34.022391,-117.856986,1967,534066,96522,1,1,2,4,1,100184
13078933,Walnut,Los Angeles,3,4,3,3116,12218,34.020991,-117.84601,1989,483695,96522,1,1,2,4,0,100184
13079376,Walnut,Los Angeles,2,4,2,1470,7372,34.016693,-117.856281,1974,611987,96522,1,0,2,7,1,100184
13079752,Walnut,Los Angeles,3,5,3,2197,7757,34.023441,-117.84187,1987,367207,96522,1,1,2,4,1,100184
13079875,Walnut,Los Angeles,2,3,2,1458,11378,34.02555,-117.841706,1987,616148,96522,1,1,2,4,0,100184
13079975,Walnut,Los Angeles,2,3,2,1458,8301,34.024035,-117.8383,1987,261007,96522,1,1,2,4,0,100184
13080098,West Covina,Los Angeles,2,3,2,1272,9053,34.013369,-117.870727,1965,342234,96525,1,0,2,7,1,69189
13080221,Walnut,Los Angeles,3,4,3,2296,7293,34.013925,-117.863408,1980,260149,96522,1,1,2,4,0,100184
13080509,Walnut,Los Angeles,1,3,1,1846,9555,34.00515,-117.869519,1925,211650,96522,1,0,7,7,0,100184
13081037,Walnut,Los Angeles,2,4,2,1592,7131,34.01244,-117.865914,1975,278800,96522,1,1,2,7,0,100184
13081060,Walnut,Los Angeles,3,4,3,2100,6905,34.017082,-117.868899,1976,257940,96522,1,1,2,7,0,100184
13081244,West Covina,Los Angeles,2,4,2,1302,6005,34.005588,-117.877721,1963,326797,96525,1,0,2,7,1,69189
13081344,West Covina,Los Angeles,2,4,2,1470,6731,34.007434,-117.8762,1963,255590,96525,1,0,2,7,1,69189
13081367,West Covina,Los Angeles,2,3,2,1414,8634,34.010385,-117.875775,1963,86986,96525,1,0,2,7,0,69189
13081490,West Covina,Los Angeles,2,3,2,1363,11024,34.010973,-117.875456,1963,389351,96525,1,0,2,7,0,69189
13081874,West Covina,Los Angeles,2,3,2,1568,10407,34.005211,-117.88682,1970,160791,96525,1,1,2,7,0,69189
13081989,West Covina,Los Angeles,2,3,2,1516,7275,34.009558,-117.881791,1971,347341,96525,1,0,2,7,0,69189
13082112,West Covina,Los Angeles,2,4,2,1396,5629,34.008147,-117.882506,1979,208261,96525,1,1,2,7,0,69189
13082212,West Covina,Los Angeles,2,4,2,1440,7432,34.005215,-117.881376,1972,69314,96525,1,0,2,7,0,69189
13082732,West Covina,Los Angeles,2,4,2,1326,6191,34.007974,-117.891981,1963,212604,96488,1,0,2,7,0,69189
13083224,West Covina,Los Angeles,2,4,2,1640,5699,34.005791,-117.89034,1979,192638,96488,1,1,2,4,1,69189
13085487,West Covina,Los Angeles,2,4,2,1592,6387,34.023317,-117.904367,1973,242971,96525,1,1,2,7,0,69189
13085632,West Covina,Los Angeles,1,2,1,960,4984,34.026886,-117.910388,1970,56868,96525,1,0,2,7,0,69189
13086354,Walnut,Los Angeles,2,2,2,1325,245503,34.025762,-117.894931,1982,240372,96525,1,1,2,4,0,100184
13086569,Walnut,Los Angeles,2,4,2,1433,8924,34.021318,-117.890521,1977,160849,96525,1,1,2,4,0,100184
13086592,West Covina,Los Angeles,3,4,3,2329,5141,34.019757,-117.891677,1977,533000,96525,1,1,2,4,1,69189
13086799,West Covina,Los Angeles,2,4,2,1480,5418,34.020236,-117.894693,1975,225595,96525,1,0,2,7,0,69189
13086845,West Covina,Los Angeles,3,4,3,2165,5046,34.020878,-117.90302,1977,461073,96525,1,0,2,4,0,69189
13086914,West Covina,Los Angeles,3,4,3,2221,8425,34.023704,-117.898443,1995,355171,96525,1,1,2,4,0,69189
13086937,West Covina,Los Angeles,3,4,3,1871,6539,34.01929,-117.902091,1976,238871,96525,1,1,2,4,0,69189
13087152,West Covina,Los Angeles,3,4,3,2001,5399,34.017332,-117.908174,1977,250022,96525,1,0,2,4,0,69189
13087175,West Covina,Los Angeles,3,4,3,1871,5655,34.018821,-117.906569,1976,205112,96525,1,0,2,4,0,69189
13087344,West Covina,Los Angeles,2,2,2,1058,1301,34.014135,-117.901368,1978,121812,96525,1,0,2,7,0,69189
13087528,West Covina,Los Angeles,2,2,2,1058,1302,34.014573,-117.90614,1978,230913,96525,1,1,2,7,0,69189
13087850,West Covina,Los Angeles,2,4,2,1806,5644,34.017466,-117.900273,1977,239704,96525,1,0,2,4,0,69189
13088723,Walnut,Los Angeles,3,4,3,2156,9133,34.01669,-117.877593,1977,261170,96522,1,0,2,4,1,100184
13088846,Walnut,Los Angeles,2,3,2,1453,18341,34.015016,-117.876229,1974,565400,96522,1,0,2,7,1,100184
13089269,Walnut,Los Angeles,3,4,3,1612,8948,34.020548,-117.870081,1977,617000,96522,1,1,2,4,1,100184
13089438,West Covina,Los Angeles,3,3,3,1269,306986,34.012871,-117.884735,1981,166100,96525,1,1,2,7,0,69189
13089561,Walnut,Los Angeles,3,3,3,1612,16158,34.022196,-117.876186,1984,295695,96522,1,1,2,4,0,100184
13089661,Walnut,Los Angeles,3,4,3,2139,9162,34.016913,-117.885205,1985,704700,96522,1,1,2,4,1,100184
13089907,Walnut,Los Angeles,3,4,3,2050,8970,34.024202,-117.86946,1983,386738,96522,1,1,2,4,0,100184
13090130,Walnut,Los Angeles,2,4,2,1874,36534,34.021739,-117.881959,1985,249698,96522,1,1,2,4,0,100184
13090253,West Covina,Los Angeles,2,3,2,1420,7217,34.015034,-117.872969,1976,520189,96522,1,1,2,4,0,69189
13090276,Walnut,Los Angeles,6,6,6,4594,13976,34.022392,-117.867149,1998,962794,96522,1,1,2,4,1,100184
13090549,West Covina,Los Angeles,3,3,3,1925,8663,34.029192,-117.904558,1978,146022,96525,1,1,2,7,0,69189
13090572,West Covina,Los Angeles,2,3,2,1155,6565,34.027839,-117.900936,1978,198524,96525,1,1,2,7,0,69189
13090687,West Covina,Los Angeles,2,3,2,1440,5783,34.028218,-117.893221,1976,334431,96525,1,0,2,7,0,69189
13090710,West Covina,Los Angeles,2,3,2,1440,9788,34.031557,-117.892206,1977,418868,96525,1,0,2,7,0,69189
13090810,West Covina,Los Angeles,2,3,2,1155,9347,34.029164,-117.89116,1977,361072,96525,1,1,2,7,0,69189
13091220,Walnut,Los Angeles,2,3,2,1463,8897,34.025705,-117.889033,1981,442436,96522,1,1,2,4,0,100184
13091320,Walnut,Los Angeles,3,5,3,2007,8845,34.030208,-117.884148,1983,433895,96522,1,1,2,4,0,100184
13091420,Walnut,Los Angeles,2,3,2,1463,8658,34.021499,-117.889183,1983,194770,96522,1,0,2,4,0,100184
13091520,Walnut,Los Angeles,2,4,2,1643,9287,34.022522,-117.885013,1983,267268,96522,1,0,2,4,0,100184
13091620,Walnut,Los Angeles,3,4,3,1752,12091,34.029051,-117.880376,1985,378677,96522,1,1,2,4,1,100184
13091743,Walnut,Los Angeles,3,4,3,1785,9432,34.027157,-117.885758,1984,337981,96522,1,1,2,4,0,100184
13091843,Walnut,Los Angeles,2,3,2,1585,9271,34.033438,-117.877621,1984,300002,96522,1,1,2,4,0,100184
13091966,Walnut,Los Angeles,2,3,2,2103,9007,34.02419,-117.885425,1984,519664,96522,1,1,2,4,0,100184
13092066,Walnut,Los Angeles,3,3,3,1761,8520,34.026089,-117.880608,1985,321432,96522,1,1,2,4,0,100184
13092166,Walnut,Los Angeles,3,3,3,2498,9087,34.026537,-117.872023,1985,291435,96522,1,1,2,4,0,100184
13092655,West Covina,Los Angeles,2,5,2,1714,7304,34.05006,-117.916847,1953,303693,96488,1,0,7,7,0,69189
13092962,West Covina,Los Angeles,3,4,3,3076,14529,34.043821,-117.917012,1956,434950,96525,1,0,2,4,1,69189
13093054,West Covina,Los Angeles,1,3,1,1120,12202,34.046957,-117.914882,1954,151617,96488,1,0,7,7,0,69189
13095763,West Covina,Los Angeles,2,4,2,1250,6133,34.041872,-117.923327,1977,123383,96525,1,0,2,7,0,69189
13097675,Rowland Heights,Los Angeles,2,2,2,1023,181259,33.9887,-117.895,1964,322500,96492,1,0,2,7,0,59534
13097775,Rowland Heights,Los Angeles,2,4,2,1348,4705,33.990871,-117.89528,1977,119141,96492,1,0,2,7,0,59534
13097974,Rowland Heights,Los Angeles,2,4,2,1612,6026,33.989655,-117.887887,1965,530000,96492,1,0,2,7,1,59534
13098020,Rowland Heights,Los Angeles,1,2,1,1122,8007,33.9892,-117.885,1963,243855,96492,1,0,7,7,0,59534
13098080,Rowland Heights,Los Angeles,2,4,2,1603,5909,33.991548,-117.88662,1964,241687,96492,1,0,2,7,0,59534
13098180,Rowland Heights,Los Angeles,2,4,2,1608,6567,33.993571,-117.883935,1975,401801,96492,1,1,2,7,1,59534
13098303,Rowland Heights,Los Angeles,2,3,2,1091,6761,33.993629,-117.881361,1960,317628,96492,1,0,7,7,0,59534
13098654,Rowland Heights,Los Angeles,2,3,2,1241,12619,33.990401,-117.875822,1964,325365,96492,1,0,2,7,0,59534
13099260,Rowland Heights,Los Angeles,3,4,3,1886,9747,33.995745,-117.863109,1979,466197,96522,1,1,2,4,1,59534
13099360,Rowland Heights,Los Angeles,3,4,3,1886,5355,33.993032,-117.860435,1977,279146,96522,1,0,2,4,0,59534
