,zpid,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount,cityid,countryid,zipcpde,units,airconditiontype,heatsystemtype,buildingquality,pools
4410,12369027,2.0,4,2.0,1542.0,7380.0,33997704,-118149153,1946.0,285070.0,272578.0,3101,96021.0,2.0,0.0,2.0,7.0,0.0
4411,12369445,2.0,3,2.0,1344.0,5328.0,34005003,-118160528,1952.0,368000.0,272578.0,3101,96021.0,1.0,0.0,7.0,7.0,1.0
4412,12369670,4.0,6,4.0,2366.0,6116.0,34005884,-118157300,1980.0,390676.0,272578.0,3101,96021.0,1.0,1.0,2.0,4.0,1.0
4413,12370658,1.0,2,1.0,1158.0,4933.0,34008757,-118122772,1940.0,244368.0,25953.0,3101,96192.0,1.0,0.0,7.0,7.0,0.0
4414,12370819,2.0,3,2.0,1530.0,6235.0,34009034,-118119215,1947.0,276256.0,25953.0,3101,96192.0,1.0,0.0,7.0,7.0,0.0
4415,12370987,2.0,3,2.0,996.0,3918.0,34011190,-118140022,1948.0,177184.0,17882.0,3101,96003.0,1.0,0.0,7.0,7.0,0.0
4416,12371186,2.0,3,2.0,1276.0,3499.0,34011279,-118142341,1930.0,37890.0,17882.0,3101,96003.0,1.0,0.0,7.0,7.0,0.0
4417,12371454,2.0,4,2.0,1387.0,3835.0,34012396,-118146136,1941.0,260094.0,17882.0,3101,96003.0,1.0,0.0,7.0,7.0,0.0
4418,12372138,2.0,4,2.0,2132.0,6744.0,34018064,-118155454,1926.0,321293.0,17882.0,3101,96003.0,2.0,0.0,2.0,7.0,0.0
4419,12372690,1.0,2,1.0,900.0,5030.0,34027959,-118150590,1941.0,152604.0,17882.0,3101,96003.0,1.0,0.0,7.0,7.0,0.0
4420,12372813,4.0,6,4.0,2451.0,5767.0,34026440,-118146884,1957.0,102000.0,17882.0,3101,96003.0,4.0,0.0,2.0,7.0,0.0
4421,12373158,1.0,2,1.0,1066.0,5318.0,34023525,-118152959,1932.0,202632.0,17882.0,3101,96003.0,1.0,0.0,7.0,7.0,0.0
4422,12373281,3.0,6,3.0,2641.0,5640.0,34023661,-118149872,1928.0,329393.0,17882.0,3101,96003.0,3.0,1.0,2.0,7.0,0.0
4423,12373791,3.0,7,3.0,2313.0,5872.0,34025314,-118144318,1948.0,221780.0,17882.0,3101,96003.0,3.0,0.0,2.0,7.0,0.0
4424,12373891,3.0,5,3.0,2882.0,5409.0,34024214,-118144253,1928.0,487600.0,17882.0,3101,96003.0,2.0,0.0,2.0,7.0,0.0
4425,12373991,1.0,2,1.0,558.0,5327.0,34022196,-118141139,1937.0,104919.0,17882.0,3101,96003.0,1.0,0.0,7.0,7.0,0.0
4426,12374137,3.0,6,3.0,1962.0,5272.0,34021935,-118141676,1928.0,436500.0,17882.0,3101,96003.0,2.0,0.0,2.0,7.0,0.0
4427,12374329,5.0,6,5.0,2720.0,6891.0,34021178,-118146897,1922.0,391912.0,17882.0,3101,96003.0,3.0,1.0,2.0,7.0,0.0
4428,12374497,3.0,3,3.0,1648.0,7467.0,34019359,-118142452,1928.0,185558.0,17882.0,3101,96003.0,3.0,0.0,2.0,7.0,0.0
4429,12374573,3.0,3,3.0,1449.0,5329.0,34017630,-118140360,1953.0,249515.0,17882.0,3101,96003.0,3.0,0.0,2.0,7.0,0.0
4430,12374695,1.0,3,1.0,960.0,5494.0,34017372,-118137153,1926.0,188351.0,17882.0,3101,96003.0,1.0,0.0,7.0,7.0,0.0
4431,12375015,1.0,3,1.0,1508.0,7990.0,34019812,-118125921,1948.0,68486.0,25953.0,3101,96192.0,1.0,0.0,7.0,7.0,0.0
4432,12375053,4.0,5,4.0,2370.0,6404.0,34015483,-118130090,1950.0,484594.0,25953.0,3101,96003.0,4.0,0.0,2.0,7.0,0.0
4433,12375091,1.0,2,1.0,936.0,5095.0,34019434,-118126520,1948.0,259345.0,25953.0,3101,96192.0,1.0,0.0,7.0,7.0,0.0
4434,12375703,3.0,3,3.0,1793.0,6873.0,34017656,-118114965,1948.0,515000.0,25953.0,3101,96192.0,3.0,0.0,2.0,7.0,0.0
4435,12375826,2.0,4,2.0,1722.0,6360.0,34017125,-118121072,1949.0,290513.0,25953.0,3101,96192.0,1.0,1.0,2.0,7.0,0.0
4436,12376500,2.0,4,2.0,1704.0,5851.0,34012463,-118108070,1939.0,61946.0,25953.0,3101,96192.0,1.0,0.0,7.0,7.0,0.0
4437,12376789,1.0,2,1.0,912.0,6610.0,34012537,-118097835,1946.0,329000.0,25953.0,3101,96192.0,1.0,0.0,7.0,7.0,0.0
4438,12377049,4.0,8,4.0,3248.0,6747.0,34012027,-118101822,1964.0,595549.0,25953.0,3101,96192.0,4.0,0.0,2.0,7.0,0.0
4439,12377240,2.0,2,2.0,1640.0,6601.0,34010500,-118104580,1947.0,73089.0,25953.0,3101,96192.0,3.0,0.0,2.0,7.0,0.0
4440,12377968,2.0,3,2.0,1259.0,6196.0,33989396,-118102115,1956.0,287914.0,26483.0,3101,96197.0,1.0,0.0,2.0,4.0,1.0
4441,12378364,2.0,4,2.0,1728.0,8207.0,34004009,-118102964,1905.0,457970.0,25953.0,3101,96192.0,1.0,0.0,7.0,7.0,0.0
4442,12378800,2.0,4,2.0,2008.0,6994.0,34009641,-118109384,1919.0,46049.0,25953.0,3101,96192.0,1.0,0.0,7.0,7.0,0.0
4443,12378838,2.0,2,2.0,930.0,2288.0,34006695,-118108982,1912.0,30083.0,25953.0,3101,96192.0,1.0,0.0,7.0,7.0,0.0
4444,12379700,3.0,5,3.0,2616.0,4943.0,34013779,-118129720,1951.0,332946.0,25953.0,3101,96003.0,3.0,0.0,2.0,7.0,0.0
4445,12379798,2.0,3,2.0,1187.0,4058.0,34015118,-118134193,1940.0,217173.0,17882.0,3101,96003.0,1.0,0.0,7.0,7.0,0.0
4446,12379867,2.0,3,2.0,1079.0,4016.0,34012637,-118133621,1940.0,197205.0,17882.0,3101,96003.0,1.0,0.0,7.0,7.0,0.0
4447,12380564,2.0,3,2.0,1666.0,6593.0,33998349,-118108526,1951.0,138729.0,25953.0,3101,96192.0,1.0,0.0,2.0,7.0,0.0
4448,12380710,2.0,3,2.0,1840.0,7206.0,33995859,-118111958,1948.0,231158.0,25953.0,3101,96192.0,1.0,0.0,7.0,7.0,1.0
4450,12382598,2.0,3,2.0,1363.0,7197.0,33974246,-118138144,1979.0,364000.0,272578.0,3101,96021.0,1.0,0.0,2.0,7.0,0.0
4451,12383124,3.0,8,3.0,2724.0,11768.0,33971143,-118141170,1942.0,69985.0,16961.0,3101,96083.0,2.0,0.0,2.0,7.0,0.0
4452,12383427,4.0,6,4.0,2896.0,6287.0,33966900,-118150000,1953.0,565000.0,16961.0,3101,96083.0,2.0,1.0,2.0,7.0,0.0
4453,12383656,3.0,6,3.0,2509.0,9120.0,33969301,-118140057,1944.0,188167.0,16961.0,3101,96083.0,2.0,0.0,2.0,7.0,0.0
4454,12383679,1.0,1,1.0,380.0,8579.0,33968624,-118140969,1943.0,219647.0,16961.0,3101,96083.0,1.0,0.0,2.0,7.0,0.0
4456,12384304,2.0,3,2.0,1461.0,5777.0,33962487,-118131934,1951.0,266337.0,4406.0,3101,96100.0,1.0,0.0,7.0,7.0,0.0
4457,12384373,3.0,4,3.0,2544.0,7492.0,33960243,-118135443,1959.0,433053.0,4406.0,3101,96100.0,1.0,1.0,2.0,4.0,1.0
4458,12384442,2.0,2,2.0,1873.0,9566.0,33959077,-118137367,1950.0,92849.0,4406.0,3101,96100.0,1.0,0.0,2.0,4.0,0.0
4459,12384534,3.0,3,3.0,1457.0,9830.0,33960644,-118140807,1953.0,413496.0,4406.0,3101,96100.0,1.0,0.0,2.0,7.0,1.0
4460,12384680,2.0,3,2.0,1595.0,5341.0,33957435,-118127736,1948.0,288353.0,4406.0,3101,96100.0,1.0,0.0,7.0,7.0,0.0
4461,12384810,2.0,3,2.0,1607.0,6273.0,33957207,-118129348,1949.0,452000.0,4406.0,3101,96100.0,1.0,0.0,7.0,7.0,0.0
4462,12384979,3.0,3,3.0,2231.0,7571.0,33960161,-118122451,1949.0,388573.0,4406.0,3101,96100.0,1.0,0.0,7.0,4.0,1.0
4463,12385332,2.0,3,2.0,1280.0,8100.0,33954971,-118125034,1950.0,445704.0,4406.0,3101,96100.0,1.0,0.0,7.0,7.0,0.0
4464,12385806,2.0,3,2.0,1938.0,7499.0,33955144,-118115617,1960.0,338881.0,4406.0,3101,96100.0,1.0,0.0,2.0,4.0,0.0
4465,12386082,2.0,3,2.0,1616.0,8720.0,33950245,-118119466,1954.0,99913.0,4406.0,3101,96100.0,1.0,1.0,2.0,4.0,0.0
4466,12386128,2.0,3,2.0,1302.0,7856.0,33964512,-118120807,1951.0,350108.0,4406.0,3101,96100.0,1.0,0.0,2.0,7.0,0.0
4467,12386220,2.0,3,2.0,1735.0,7977.0,33961755,-118120767,1950.0,458381.0,4406.0,3101,96100.0,1.0,0.0,7.0,7.0,0.0
4468,12386320,4.0,5,4.0,3534.0,6119.0,33959682,-118114419,1947.0,723045.0,4406.0,3101,96100.0,1.0,1.0,2.0,1.0,0.0
4469,12386543,3.0,5,3.0,2125.0,11901.0,33968815,-118122281,1951.0,398001.0,4406.0,3101,96100.0,1.0,1.0,2.0,7.0,0.0
4470,12386643,3.0,5,3.0,2233.0,6132.0,33967164,-118125594,1951.0,195125.0,4406.0,3101,96100.0,1.0,0.0,2.0,7.0,0.0
4471,12386989,2.0,3,2.0,1301.0,6017.0,33966452,-118127689,1952.0,438000.0,4406.0,3101,96100.0,1.0,0.0,2.0,7.0,0.0
4472,12387089,3.0,4,3.0,2012.0,12974.0,33968300,-118134748,1953.0,92362.0,4406.0,3101,96100.0,1.0,0.0,2.0,7.0,1.0
4473,12387235,2.0,3,2.0,1614.0,5970.0,33969420,-118128768,1953.0,173862.0,4406.0,3101,96100.0,1.0,1.0,2.0,7.0,0.0
4474,12387580,1.0,3,1.0,1185.0,8058.0,33970230,-118118827,1949.0,328648.0,4406.0,3101,96100.0,1.0,0.0,7.0,7.0,0.0
4475,12387626,1.0,2,1.0,826.0,8229.0,33968983,-118119608,1949.0,313529.0,4406.0,3101,96100.0,1.0,0.0,7.0,7.0,0.0
4476,12388427,2.0,4,2.0,1705.0,6192.0,33968766,-118113747,1950.0,159786.0,26483.0,3101,96197.0,2.0,0.0,2.0,7.0,0.0
4477,12388473,1.0,2,1.0,826.0,5013.0,33968204,-118112710,1950.0,342000.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4478,12388703,2.0,4,2.0,2085.0,12744.0,33964645,-118109276,1950.0,482000.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4479,12389189,3.0,3,3.0,1599.0,5446.0,33974539,-118104904,1950.0,157112.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4480,12389319,2.0,3,2.0,1197.0,5579.0,33990048,-118097120,1950.0,299290.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4481,12389419,2.0,3,2.0,1682.0,6664.0,33989208,-118096792,1950.0,310945.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4482,12389580,1.0,2,1.0,1034.0,7254.0,33988125,-118098252,1950.0,51358.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4483,12389841,2.0,3,2.0,1259.0,6080.0,33988804,-118100435,1956.0,55840.0,26483.0,3101,96197.0,1.0,0.0,2.0,7.0,0.0
4484,12389933,2.0,2,2.0,1477.0,5792.0,33992097,-118091952,1950.0,173950.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4485,12390033,1.0,3,1.0,1121.0,6052.0,33994438,-118090578,1950.0,51967.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4486,12390125,2.0,3,2.0,1400.0,7388.0,33993765,-118093853,1962.0,78085.0,26483.0,3101,96197.0,1.0,0.0,2.0,4.0,0.0
4487,12390148,2.0,3,2.0,1039.0,5733.0,33988845,-118093612,1952.0,168510.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4488,12390655,3.0,4,3.0,2411.0,5927.0,33996205,-118087467,1950.0,262771.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4489,12390947,1.0,1,1.0,410.0,4208.0,34008720,-118091053,1927.0,88524.0,26483.0,3101,96197.0,1.0,0.0,2.0,7.0,0.0
4490,12391047,1.0,1,1.0,874.0,2666.0,34006084,-118089169,1927.0,52000.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4491,12391116,1.0,3,1.0,912.0,5776.0,34006616,-118087188,1953.0,121024.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4492,12391596,4.0,6,4.0,2444.0,7390.0,34004103,-118085244,2008.0,504790.0,26483.0,3101,96197.0,2.0,1.0,2.0,4.0,0.0
4493,12391711,1.0,2,1.0,852.0,6991.0,34007872,-118083696,1947.0,321000.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4494,12391780,1.0,4,1.0,1115.0,5645.0,34004833,-118075301,1927.0,281766.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4495,12392047,2.0,3,2.0,1330.0,4795.0,33999448,-118075131,1926.0,38302.0,26483.0,3101,96197.0,2.0,0.0,2.0,7.0,0.0
4496,12392276,2.0,3,2.0,1587.0,5773.0,33994562,-118078262,1948.0,108532.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4497,12392957,1.0,2,1.0,1398.0,6111.0,33993700,-118085921,1950.0,232308.0,26483.0,3101,96197.0,1.0,0.0,2.0,7.0,1.0
4498,12393341,1.0,2,1.0,864.0,5807.0,33988708,-118085372,1949.0,44626.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4499,12393387,1.0,2,1.0,1460.0,11104.0,33987770,-118086785,1950.0,399000.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4500,12393510,1.0,3,1.0,1324.0,5150.0,33986905,-118090363,1950.0,242211.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4501,12393617,1.0,4,1.0,1251.0,5062.0,33984442,-118091088,1950.0,203577.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4502,12394024,2.0,3,2.0,1134.0,6340.0,33985282,-118080995,1948.0,185833.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4503,12394147,2.0,3,2.0,1040.0,5303.0,33983034,-118084255,1949.0,158083.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4504,12394170,2.0,3,2.0,1502.0,5306.0,33982755,-118083150,1949.0,306900.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4505,12394270,1.0,2,1.0,782.0,5609.0,33981342,-118085595,1949.0,50682.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4506,12394493,1.0,3,1.0,1034.0,5327.0,33979453,-118086500,1949.0,194371.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4507,12394539,2.0,3,2.0,1231.0,7277.0,33984714,-118079036,1956.0,58296.0,26483.0,3101,96197.0,1.0,0.0,2.0,7.0,0.0
4508,12394585,3.0,3,3.0,1992.0,10482.0,33980679,-118093786,1952.0,69111.0,26483.0,3101,96197.0,1.0,0.0,2.0,7.0,0.0
4509,12394754,1.0,2,1.0,1170.0,5606.0,33978293,-118092908,1949.0,405000.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,1.0
4510,12395582,1.0,3,1.0,1330.0,8343.0,33974225,-118097220,1951.0,54624.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4511,12395605,2.0,3,2.0,1537.0,5134.0,33971838,-118098077,1950.0,110772.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4512,12395938,4.0,6,4.0,3279.0,10314.0,33965792,-118099078,1948.0,470295.0,26483.0,3101,96197.0,1.0,1.0,2.0,4.0,0.0
4513,12396061,1.0,2,1.0,1180.0,6134.0,33978468,-118088407,1949.0,349000.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4514,12396830,1.0,3,1.0,1192.0,5182.0,33970672,-118091617,1953.0,285595.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4515,12396853,1.0,3,1.0,888.0,5369.0,33970237,-118090199,1953.0,342000.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4516,12397190,1.0,2,1.0,1111.0,5269.0,33965912,-118091885,1951.0,227102.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4517,12397282,2.0,3,2.0,1118.0,5144.0,33962024,-118087730,1960.0,59925.0,26483.0,3101,96197.0,1.0,0.0,2.0,7.0,0.0
4519,12397735,2.0,3,2.0,1288.0,6195.0,33959219,-118093032,1961.0,224992.0,26483.0,3101,96197.0,1.0,0.0,2.0,4.0,0.0
4520,12397804,2.0,3,2.0,1559.0,5420.0,33958607,-118089962,1951.0,215320.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,1.0
4521,12398065,1.0,2,1.0,872.0,5201.0,33955371,-118092724,1951.0,231065.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4522,12398188,1.0,3,1.0,1644.0,6666.0,33954290,-118091696,1957.0,220589.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4523,12398311,2.0,3,2.0,1241.0,5018.0,33953053,-118092571,1957.0,381000.0,26483.0,3101,96197.0,1.0,0.0,2.0,7.0,0.0
4524,12398626,2.0,3,2.0,1050.0,5911.0,33956386,-118097060,1950.0,249799.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4525,12399048,1.0,2,1.0,825.0,7799.0,33963344,-118103278,1949.0,126058.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,0.0
4526,12399117,2.0,3,2.0,1953.0,23778.0,33961591,-118101922,1947.0,120265.0,26483.0,3101,96197.0,1.0,0.0,7.0,7.0,1.0
4527,12399798,1.0,2,1.0,1588.0,5322.0,33952709,-118098330,1956.0,187205.0,4406.0,3101,96100.0,1.0,0.0,7.0,7.0,0.0
4528,12400082,2.0,4,2.0,2179.0,5373.0,33947763,-118098501,1966.0,290757.0,4406.0,3101,96100.0,1.0,0.0,2.0,4.0,0.0
4529,12400128,1.0,3,1.0,1433.0,5175.0,33949113,-118098376,1956.0,85264.0,4406.0,3101,96100.0,1.0,0.0,7.0,7.0,0.0
4530,12400228,2.0,3,2.0,1288.0,5889.0,33955228,-118104533,1962.0,251086.0,4406.0,3101,96100.0,1.0,0.0,2.0,4.0,1.0
4531,12400297,3.0,4,3.0,2606.0,12852.0,33953925,-118109927,1960.0,947254.0,4406.0,3101,96100.0,1.0,0.0,2.0,4.0,1.0
4532,12401003,2.0,2,2.0,2020.0,10068.0,33945962,-118109904,1956.0,438168.0,4406.0,3101,96100.0,1.0,0.0,2.0,4.0,1.0
4533,12401418,3.0,3,3.0,2036.0,9840.0,33941867,-118101361,1953.0,440015.0,4406.0,3101,96100.0,1.0,0.0,2.0,4.0,0.0
4534,12401625,3.0,4,3.0,1860.0,7220.0,33886792,-118004320,1955.0,281011.0,5465.0,3101,96190.0,1.0,0.0,2.0,4.0,0.0
4535,12402966,2.0,4,2.0,1400.0,5381.0,33880270,-118039703,1971.0,229827.0,10774.0,3101,96206.0,1.0,0.0,2.0,4.0,0.0
4536,12403089,2.0,3,2.0,1144.0,5511.0,33877829,-118037941,1971.0,578000.0,10774.0,3101,96206.0,1.0,0.0,2.0,7.0,0.0
4537,12403581,3.0,4,3.0,2389.0,5207.0,33874950,-118052259,1968.0,396673.0,10774.0,3101,96206.0,1.0,0.0,2.0,4.0,0.0
4538,12403804,3.0,4,3.0,2316.0,5041.0,33876273,-118048657,1967.0,91336.0,10774.0,3101,96206.0,1.0,0.0,2.0,4.0,0.0
4539,12404026,1.0,3,1.0,960.0,3818.0,33886773,-118079255,1956.0,32586.0,53636.0,3101,96193.0,1.0,0.0,7.0,7.0,0.0
4540,12404064,1.0,3,1.0,960.0,3336.0,33885833,-118079003,1957.0,165056.0,53636.0,3101,96193.0,1.0,1.0,2.0,7.0,0.0
4541,12404102,2.0,4,2.0,1870.0,4989.0,33885444,-118079672,1954.0,407158.0,53636.0,3101,96193.0,1.0,0.0,7.0,7.0,0.0
4542,12404216,2.0,3,2.0,1120.0,3821.0,33886500,-118077884,1959.0,180669.0,53636.0,3101,96193.0,1.0,0.0,7.0,7.0,0.0
4544,12404861,2.0,3,2.0,1080.0,5007.0,33885972,-118070445,1960.0,337513.0,10774.0,3101,96193.0,1.0,0.0,7.0,7.0,0.0
4545,12405230,3.0,4,3.0,2661.0,4731.0,33883855,-118066331,1975.0,267774.0,10774.0,3101,96206.0,1.0,0.0,2.0,4.0,0.0
4546,12405353,3.0,4,3.0,1908.0,4768.0,33886188,-118064698,1976.0,668086.0,10774.0,3101,96206.0,1.0,0.0,2.0,4.0,0.0
4547,12406063,1.0,3,1.0,1093.0,3850.0,33880577,-118076522,1950.0,33000.0,53636.0,3101,96193.0,1.0,0.0,7.0,7.0,0.0
4548,12406086,1.0,2,1.0,722.0,2711.0,33880126,-118077994,1958.0,98434.0,30267.0,3101,96204.0,1.0,0.0,7.0,7.0,0.0
4549,12406708,1.0,2,1.0,904.0,6446.0,33878780,-118066695,1971.0,175575.0,10774.0,3101,96206.0,1.0,0.0,2.0,7.0,0.0
4550,12406808,2.0,3,2.0,1144.0,6598.0,33877500,-118065464,1972.0,235260.0,10774.0,3101,96206.0,1.0,0.0,2.0,7.0,0.0
4551,12406908,1.0,2,1.0,808.0,6452.0,33878996,-118065485,1973.0,264000.0,10774.0,3101,96206.0,1.0,1.0,2.0,7.0,0.0
4552,12407008,1.0,3,1.0,867.0,7302.0,33879149,-118064617,1973.0,160483.0,10774.0,3101,96206.0,1.0,1.0,2.0,7.0,0.0
4553,12407108,2.0,3,2.0,1144.0,7148.0,33877923,-118064972,1972.0,244906.0,10774.0,3101,96206.0,1.0,0.0,2.0,7.0,0.0
4554,12407208,3.0,4,3.0,2440.0,6811.0,33878897,-118062236,1978.0,582292.0,10774.0,3101,96206.0,1.0,1.0,2.0,4.0,0.0
4555,12407308,2.0,3,2.0,2688.0,5581.0,33879609,-118056551,1971.0,148535.0,10774.0,3101,96206.0,1.0,0.0,2.0,4.0,0.0
4556,12407500,3.0,4,3.0,2060.0,5019.0,33877130,-118062050,1970.0,88075.0,10774.0,3101,96206.0,1.0,0.0,2.0,4.0,0.0
4557,12407623,3.0,4,3.0,2070.0,5000.0,33875553,-118057635,1969.0,382181.0,10774.0,3101,96206.0,1.0,0.0,2.0,7.0,0.0
4558,12407723,3.0,4,3.0,2082.0,5446.0,33877040,-118054609,1970.0,83995.0,10774.0,3101,96206.0,1.0,0.0,2.0,7.0,0.0
4559,12408021,2.0,3,2.0,1274.0,5210.0,33876878,-118085580,1961.0,63563.0,30267.0,3101,96204.0,1.0,0.0,2.0,7.0,0.0
4560,12408136,2.0,3,2.0,1274.0,5166.0,33881698,-118085961,1959.0,160525.0,53636.0,3101,96193.0,1.0,0.0,2.0,7.0,0.0
4561,12408236,2.0,4,2.0,1424.0,5233.0,33885393,-118085393,1959.0,294625.0,53636.0,3101,96193.0,1.0,0.0,2.0,7.0,0.0
4562,12408987,2.0,3,2.0,1754.0,5116.0,33880551,-118091398,1959.0,280469.0,53636.0,3101,96193.0,1.0,1.0,2.0,7.0,0.0
4563,12409470,3.0,4,3.0,1907.0,6004.0,33878483,-118096229,1976.0,137228.0,10774.0,3101,96206.0,1.0,1.0,2.0,4.0,0.0
4564,12409493,3.0,4,3.0,1907.0,5740.0,33879629,-118096866,1976.0,615000.0,10774.0,3101,96206.0,1.0,1.0,2.0,4.0,0.0
4565,12409616,3.0,4,3.0,2006.0,6567.0,33883117,-118101101,1977.0,228717.0,10774.0,3101,96206.0,1.0,0.0,2.0,4.0,0.0
4566,12410218,2.0,4,2.0,1596.0,9577.0,33877212,-118112947,1947.0,111722.0,44116.0,3101,96208.0,1.0,0.0,7.0,7.0,0.0
4567,12410333,2.0,3,2.0,1430.0,5074.0,33872894,-118041042,1971.0,223667.0,10774.0,3101,96206.0,1.0,0.0,2.0,4.0,0.0
4568,12410433,2.0,4,2.0,1599.0,7517.0,33870473,-118039557,1984.0,360608.0,10774.0,3101,96206.0,1.0,0.0,2.0,4.0,0.0
4569,12410479,3.0,4,3.0,2426.0,7352.0,33872786,-118038460,1968.0,242675.0,10774.0,3101,96206.0,1.0,0.0,2.0,4.0,1.0
4570,12410502,2.0,3,2.0,1100.0,5426.0,33871306,-118038319,1971.0,68805.0,10774.0,3101,96206.0,1.0,1.0,2.0,7.0,0.0
4571,12410886,2.0,3,2.0,1408.0,5085.0,33869243,-118036496,1970.0,302910.0,10774.0,3101,96206.0,1.0,0.0,2.0,7.0,0.0
4572,12410986,2.0,3,2.0,1563.0,5009.0,33870575,-118035658,1970.0,251711.0,10774.0,3101,96206.0,1.0,0.0,2.0,7.0,0.0
4573,12411416,2.0,3,2.0,1625.0,5000.0,33866911,-118042007,1968.0,77416.0,10774.0,3101,96206.0,1.0,0.0,2.0,7.0,0.0
4574,12411669,2.0,3,2.0,1567.0,5161.0,33865334,-118038550,1969.0,101917.0,10774.0,3101,96206.0,1.0,0.0,2.0,7.0,0.0
4575,12412136,3.0,4,3.0,2649.0,8387.0,33859309,-118065812,1970.0,309447.0,10774.0,3101,96206.0,1.0,1.0,2.0,4.0,0.0
4576,12412236,2.0,4,2.0,1404.0,6454.0,33861594,-118064085,1977.0,449511.0,10774.0,3101,96206.0,1.0,0.0,2.0,4.0,0.0
4577,12412628,3.0,4,3.0,2521.0,5042.0,33872161,-118066261,1973.0,251627.0,10774.0,3101,96206.0,1.0,1.0,2.0,4.0,0.0
4578,12412728,3.0,4,3.0,1771.0,5192.0,33870397,-118065870,1971.0,305687.0,10774.0,3101,96206.0,1.0,0.0,2.0,4.0,0.0
4579,12413212,3.0,5,3.0,2607.0,7298.0,33872903,-118054979,1973.0,848000.0,10774.0,3101,96206.0,1.0,1.0,2.0,4.0,1.0
4580,12413535,3.0,4,3.0,2463.0,6512.0,33872240,-118045814,1976.0,765466.0,10774.0,3101,96206.0,1.0,0.0,2.0,4.0,1.0
4581,12413635,2.0,3,2.0,1328.0,6239.0,33867997,-118046308,1972.0,121521.0,10774.0,3101,96206.0,1.0,0.0,2.0,4.0,0.0
4582,12413735,2.0,4,2.0,1480.0,5001.0,33868885,-118049994,1971.0,293197.0,10774.0,3101,96206.0,1.0,0.0,2.0,4.0,0.0
4583,12413973,2.0,3,2.0,1252.0,5453.0,33863556,-118048562,1972.0,343663.0,10774.0,3101,96206.0,1.0,0.0,2.0,7.0,1.0
4584,12414119,3.0,4,3.0,2454.0,4998.0,33862522,-118043332,1967.0,265906.0,10774.0,3101,96206.0,1.0,0.0,2.0,4.0,0.0
4585,12414219,2.0,3,2.0,1482.0,6330.0,33860471,-118041652,1967.0,582036.0,10774.0,3101,96206.0,1.0,0.0,2.0,4.0,0.0
4586,12414265,2.0,3,2.0,1627.0,6039.0,33861043,-118043829,1966.0,73996.0,10774.0,3101,96206.0,1.0,0.0,2.0,4.0,0.0
4587,12414511,3.0,4,3.0,2596.0,5000.0,33863338,-118051647,1971.0,160203.0,10774.0,3101,96206.0,1.0,1.0,2.0,7.0,0.0
4588,12414863,2.0,3,2.0,1461.0,5819.0,33864237,-118058348,1969.0,157646.0,10774.0,3101,96206.0,1.0,1.0,2.0,7.0,0.0
4589,12414963,2.0,4,2.0,1520.0,5496.0,33864904,-118056212,1970.0,625000.0,10774.0,3101,96206.0,1.0,0.0,2.0,7.0,0.0
