,area_id,area_type,year,female_full_time_median_earnings,female_median_earnings,male_full_time_median_earnings,male_median_earnings,median_earnings,median_earnings_bachelor_degree,median_earnings_graduate_or_professional_degree,median_earnings_high_school,median_earnings_less_than_high_school,median_earnings_some_college_or_associates,percent_with_earnings_10000_to_14999,percent_with_earnings_15000_to_24999,percent_with_earnings_1_to_9999,percent_with_earnings_25000_to_34999,percent_with_earnings_35000_to_49999,percent_with_earnings_50000_to_64999,percent_with_earnings_65000_to_74999,percent_with_earnings_75000_to_99999,percent_with_earnings_over_100000,City,State
20767,1600000US4847040,region.place,2013,29401.0,13613.0,34299.0,28225.0,20927.0,35417.0,42150.0,28984.0,14488.0,33826.0,14.1,14.8,3.9,22.9,22.1,16.2,0.6,1.2,4.2,Mathis,TX
20770,1600000US4873868,region.place,2013,27450.0,14552.0,36964.0,22961.0,16598.0,45234.0,62941.0,31339.0,11613.0,16014.0,7.8,20.1,8.8,14.6,20.2,21.1,2.5,3.5,1.4,Tulia,TX
20782,1600000US4865660,region.place,2013,23811.0,13880.0,35439.0,25709.0,20692.0,43938.0,59118.0,21989.0,17829.0,22725.0,3.3,23.9,5.9,26.1,25.4,7.0,4.6,1.4,2.4,Sansom Park,TX
20808,1600000US4859396,region.place,2013,17667.0,11232.0,31825.0,30862.0,17949.0,28702.0,32261.0,18977.0,14435.0,38000.0,12.5,21.0,7.2,21.7,25.9,1.2,5.3,3.6,1.6,Presidio,TX
20810,1600000US4815796,region.place,2013,19684.0,17102.0,27515.0,23327.0,20462.0,39688.0,20000.0,19542.0,21997.0,25169.0,7.7,40.3,1.3,24.6,14.3,9.6,1.1,0.7,0.4,Cockrell Hill,TX
20815,1600000US4807432,region.place,2013,37946.0,25475.0,54375.0,37438.0,33240.0,48977.0,52436.0,31776.0,32686.0,24640.0,4.4,13.7,2.6,14.0,18.9,20.2,6.8,12.5,6.9,Bellville,TX
20829,1600000US4861352,region.place,2013,23922.0,16558.0,34105.0,22440.0,20567.0,44922.0,43618.0,27212.0,18899.0,24700.0,8.0,28.6,1.9,23.2,27.8,6.1,2.4,0.7,1.3,Redwood,TX
20830,1600000US4822132,region.place,2013,27656.0,19475.0,31652.0,22108.0,21272.0,34836.0,24803.0,21500.0,20548.0,26036.0,8.4,22.5,4.4,25.3,20.0,13.5,4.4,0.6,0.9,Eastland,TX
20832,1600000US4877416,region.place,2013,32708.0,24660.0,54050.0,32388.0,28701.0,41250.0,50938.0,23952.0,31333.0,35833.0,3.9,16.7,1.0,18.7,22.1,23.3,2.6,4.8,6.9,West Columbia,TX
20844,1600000US4805456,region.place,2013,15417.0,14149.0,27083.0,21849.0,18062.0,34402.0,48598.0,12305.0,13500.0,31131.0,17.3,22.9,8.7,22.6,16.0,4.8,5.7,1.0,1.0,Ballinger,TX
20864,1600000US4872020,region.place,2013,28276.0,19407.0,38194.0,35477.0,30372.0,32325.0,63208.0,21100.0,32432.0,26750.0,2.2,17.7,2.8,28.7,11.5,15.0,4.5,8.3,9.3,Teague,TX
20866,1600000US4854444,region.place,2013,55040.0,47680.0,66863.0,63705.0,52516.0,61983.0,91875.0,41451.0,96250.0,45150.0,1.1,3.3,1.7,10.6,18.5,19.8,7.6,11.7,25.7,Ovilla,TX
20871,1600000US4833476,region.place,2013,43542.0,35469.0,58594.0,49452.0,41828.0,54063.0,71058.0,33500.0,53155.0,41229.0,0.8,4.8,1.3,15.0,20.9,20.5,9.8,9.8,17.1,Hickory Creek,TX
20878,1600000US4825488,region.place,2013,31358.0,13636.0,38451.0,30988.0,24931.0,30179.0,68456.0,26071.0,29704.0,31908.0,1.4,16.2,1.6,24.5,32.0,14.2,3.1,4.7,2.3,Farmersville,TX
20879,1600000US4838860,region.place,2013,40250.0,22820.0,35670.0,23555.0,23133.0,50071.0,96087.0,14861.0,12768.0,26184.0,2.9,20.3,5.7,14.0,33.9,11.5,3.7,2.8,5.2,Kenedy,TX
20883,1600000US4832696,region.place,2013,28173.0,18894.0,36438.0,22396.0,21353.0,42679.0,76042.0,22893.0,10036.0,30602.0,6.4,23.8,3.0,16.3,26.3,9.5,5.0,5.3,4.4,Haskell,TX
20892,1600000US4861592,region.place,2013,29890.0,26224.0,51458.0,48009.0,35069.0,38681.0,44333.0,28750.0,47891.0,38456.0,1.9,11.9,2.8,17.6,29.3,16.0,6.3,6.8,7.4,Reno,TX
20899,1600000US4840336,region.place,2013,41250.0,34934.0,48953.0,32731.0,34019.0,60066.0,70238.0,24783.0,28125.0,31916.0,4.4,9.9,5.5,21.6,16.4,14.4,8.7,3.8,15.3,Laguna Vista,TX
20901,1600000US4879816,region.place,2013,31042.0,18250.0,34688.0,31174.0,22925.0,31793.0,59792.0,12092.0,20938.0,32305.0,9.0,19.1,3.5,24.0,19.8,8.1,6.9,4.6,5.0,Winnsboro,TX
20902,1600000US4808212,region.place,2013,37537.0,21061.0,53635.0,43997.0,38274.0,47176.0,52222.0,38833.0,25451.0,39572.0,4.1,17.8,1.7,8.4,21.6,15.4,10.5,15.5,5.0,Big Lake,TX
20909,1600000US4868756,region.place,2013,30048.0,20469.0,49256.0,48068.0,32239.0,36833.0,37273.0,45000.0,20547.0,37770.0,4.0,18.9,0.9,13.9,29.1,14.9,7.9,5.3,5.1,Sonora,TX
20910,1600000US4833284,region.place,2013,36850.0,23750.0,38482.0,34375.0,30793.0,36806.0,52961.0,29773.0,51161.0,36037.0,6.9,11.9,3.2,18.5,29.8,21.5,4.4,0.7,3.1,Henrietta,TX
20924,1600000US4838248,region.place,2013,22955.0,14222.0,27115.0,24401.0,21713.0,37875.0,50217.0,19911.0,16786.0,24042.0,13.4,31.8,3.3,17.5,12.3,10.3,4.9,3.1,3.4,Junction,TX
20926,1600000US4850352,region.place,2013,27402.0,25848.0,36912.0,28828.0,26352.0,39231.0,53542.0,24784.0,41250.0,30810.0,6.0,24.6,1.2,25.6,15.0,6.3,4.3,11.6,5.4,Nash,TX
20933,1600000US4825104,region.place,2013,31333.0,23163.0,48235.0,36300.0,30625.0,47813.0,38438.0,32232.0,25573.0,34735.0,2.2,24.0,0.9,16.6,23.2,8.8,5.0,14.3,5.0,Fairfield,TX
20947,1600000US4877332,region.place,2013,28776.0,17464.0,33750.0,23714.0,21674.0,33750.0,61875.0,21768.0,15769.0,30794.0,6.2,23.1,7.1,20.8,16.0,8.0,3.7,11.6,3.5,West,TX
20949,1600000US4813312,region.place,2013,43194.0,15700.0,51598.0,43625.0,27003.0,56786.0,68438.0,26667.0,9884.0,38864.0,6.3,10.8,1.5,13.6,14.7,22.8,6.3,14.3,9.7,Castroville,TX
20963,1600000US4841800,region.place,2013,34917.0,32488.0,55814.0,50926.0,38664.0,58616.0,50781.0,36619.0,43036.0,33654.0,2.7,9.5,1.4,19.3,19.3,22.9,7.9,7.1,9.9,Lavon,TX
20968,1600000US4869800,region.place,2013,30833.0,19779.0,51250.0,42727.0,31370.0,51250.0,67000.0,30957.0,19145.0,31389.0,2.8,18.5,1.5,16.5,20.3,13.0,6.9,10.1,10.4,Springtown,TX
20970,1600000US4867100,region.place,2013,45000.0,33859.0,76635.0,54211.0,45368.0,54792.0,71667.0,34728.0,25781.0,60833.0,2.3,7.2,1.4,9.6,17.5,12.8,5.0,14.5,29.7,Shady Shores,TX
20974,1600000US4855020,region.place,2013,42639.0,34148.0,62159.0,52313.0,42250.0,53100.0,55000.0,26563.0,18036.0,42226.0,4.0,8.6,0.6,13.7,17.3,22.7,7.6,9.1,16.4,Pantego,TX
20987,1600000US4835084,region.place,2013,40172.0,30000.0,42063.0,40000.0,31929.0,51579.0,90417.0,31471.0,29336.0,31053.0,1.9,16.1,2.1,22.7,16.1,15.8,5.0,17.4,2.9,Howe,TX
20991,1600000US4817756,region.place,2013,27262.0,21528.0,38555.0,31855.0,24422.0,49048.0,44417.0,25810.0,14412.0,31719.0,3.6,25.7,4.6,13.2,21.6,9.5,10.7,8.2,2.9,Crosby,TX
20997,1600000US4811212,region.place,2013,36281.0,25625.0,51674.0,46107.0,34653.0,48750.0,56750.0,33977.0,50143.0,29625.0,2.6,10.7,0.6,15.8,29.0,20.2,3.1,9.3,8.7,Bullard,TX
21002,1600000US4861604,region.place,2013,41000.0,32250.0,50861.0,44688.0,39348.0,43333.0,53281.0,31719.0,20875.0,50610.0,2.2,11.7,2.4,17.4,17.9,30.8,6.9,8.5,2.2,Reno,TX
21007,1600000US4877746,region.place,2013,60882.0,49972.0,122434.0,110625.0,76450.0,112083.0,100250.0,61042.0,25893.0,63036.0,0.4,2.8,0.5,5.5,11.1,12.2,5.5,11.1,50.9,Weston Lakes,TX
21011,1600000US4854744,region.place,2013,34821.0,21151.0,40660.0,31989.0,28273.0,46250.0,95179.0,40341.0,22426.0,31438.0,7.1,19.1,4.5,14.4,26.1,17.7,8.4,1.1,1.6,Palmer,TX
21013,1600000US4842844,region.place,2013,24659.0,19448.0,37500.0,16949.0,18525.0,55875.0,63409.0,18816.0,9722.0,25865.0,3.5,30.2,2.2,14.1,27.8,10.6,5.3,4.8,1.5,Linden,TX
21022,1600000US4853376,region.place,2013,33333.0,19167.0,47593.0,38917.0,31250.0,36938.0,52614.0,36484.0,12069.0,29464.0,4.8,19.0,1.2,13.8,24.6,14.3,4.1,10.4,7.8,Odem,TX
21031,1600000US4867400,region.place,2013,40903.0,32083.0,75430.0,60833.0,42351.0,63125.0,91250.0,34632.0,60139.0,40125.0,3.1,11.6,1.4,11.2,20.4,10.0,3.2,13.2,25.9,Shenandoah,TX
21042,1600000US4871180,region.place,2013,30476.0,23214.0,52500.0,42569.0,31639.0,31875.0,74792.0,30000.0,27917.0,42841.0,2.3,11.6,1.8,20.5,21.1,17.6,5.3,12.5,7.3,Sunray,TX
21047,1600000US4877152,region.place,2013,25673.0,14051.0,34306.0,28080.0,23640.0,39500.0,62321.0,22000.0,17083.0,25288.0,9.1,23.6,2.8,18.3,12.6,17.0,4.2,4.5,7.9,Wellington,TX
21064,1600000US4842352,region.place,2013,37500.0,17181.0,37250.0,32795.0,25938.0,43750.0,61528.0,33925.0,12202.0,37917.0,2.7,17.7,1.7,20.9,29.6,16.7,5.2,1.3,4.2,Leonard,TX
21076,1600000US4837528,region.place,2013,38030.0,16050.0,27386.0,17443.0,16843.0,40078.0,66667.0,16328.0,11354.0,26089.0,10.3,22.8,8.8,10.3,24.5,7.5,1.1,3.4,11.3,Jefferson,TX
21079,1600000US4962470,region.place,2013,28093.0,8340.0,40384.0,14551.0,11235.0,28050.0,60268.0,19457.0,17549.0,21515.0,7.6,20.1,3.4,20.2,19.3,10.9,4.6,6.9,7.0,Provo,UT
21080,1600000US4982950,region.place,2013,35619.0,23825.0,48611.0,38640.0,31087.0,47941.0,62332.0,32064.0,23882.0,36376.0,3.9,14.6,1.4,17.3,22.7,17.1,7.1,10.5,5.4,West Jordan,UT
21083,1600000US4955980,region.place,2013,30213.0,18003.0,38288.0,26159.0,22377.0,39701.0,60944.0,24125.0,19355.0,27089.0,6.1,20.7,2.2,21.2,22.8,13.7,4.4,4.1,4.8,Ogden,UT
21087,1600000US4975360,region.place,2013,33193.0,21875.0,42818.0,33261.0,27714.0,44883.0,60025.0,30098.0,20210.0,32006.0,4.7,14.5,1.9,22.8,22.9,14.9,5.9,7.3,5.1,Taylorsville,UT
21089,1600000US4944320,region.place,2013,38655.0,17214.0,58939.0,50746.0,34622.0,51980.0,80082.0,30156.0,26351.0,40471.0,0.9,10.6,0.8,11.6,20.7,21.9,7.0,11.6,14.9,Lehi,UT
21091,1600000US4953230,region.place,2013,37749.0,25902.0,49077.0,37098.0,30526.0,47474.0,55863.0,30209.0,21505.0,32676.0,2.9,14.6,1.8,16.6,25.0,16.1,6.0,9.2,7.8,Murray,UT
21098,1600000US4960930,region.place,2013,35505.0,16922.0,52500.0,38877.0,26915.0,42024.0,73229.0,25571.0,17838.0,32076.0,2.8,12.7,1.6,16.6,21.1,14.8,6.5,10.8,13.1,Pleasant Grove,UT
21099,1600000US4916270,region.place,2013,41128.0,26419.0,54671.0,44162.0,34340.0,51145.0,76786.0,25949.0,35221.0,32990.0,2.7,9.2,1.2,14.9,22.7,15.7,6.8,10.8,16.0,Cottonwood Heights,UT
21100,1600000US4976680,region.place,2013,36366.0,25105.0,50846.0,42239.0,34622.0,47043.0,65682.0,34012.0,25210.0,38881.0,1.9,10.4,1.5,16.0,26.3,23.1,6.8,9.3,4.7,Tooele,UT
21102,1600000US4972280,region.place,2013,34342.0,19397.0,48676.0,38338.0,27847.0,37589.0,66420.0,25650.0,20931.0,34895.0,3.4,12.7,1.4,18.7,23.6,16.7,5.3,11.7,6.5,Springville,UT
21103,1600000US4949710,region.place,2013,31304.0,22979.0,38538.0,29423.0,26157.0,39026.0,44432.0,24917.0,16016.0,31277.0,5.2,17.8,3.0,25.2,21.8,13.7,3.5,5.8,4.0,Midvale,UT
21106,1600000US4947290,region.place,2013,29754.0,21477.0,41256.0,34158.0,27269.0,36536.0,52981.0,32930.0,22230.0,31857.0,4.4,15.5,2.3,26.1,24.7,13.7,6.3,4.9,2.1,Magna,UT
21109,1600000US4974810,region.place,2013,42092.0,21355.0,60411.0,53176.0,38093.0,59551.0,77188.0,35967.0,25303.0,41000.0,2.6,6.3,1.9,12.2,20.2,19.8,10.4,14.1,12.5,Syracuse,UT
21113,1600000US4914290,region.place,2013,37178.0,23154.0,52373.0,45508.0,35435.0,52874.0,52143.0,35773.0,25817.0,41070.0,2.1,12.6,1.5,11.4,26.2,23.7,6.9,10.0,5.6,Clinton,UT
21117,1600000US4958730,region.place,2013,31337.0,18054.0,45903.0,39050.0,26511.0,49683.0,53707.0,31288.0,22549.0,31654.0,2.6,17.8,2.0,17.5,24.5,16.4,4.1,8.3,6.8,Payson,UT
21119,1600000US4955100,region.place,2013,42273.0,24573.0,59526.0,46954.0,35622.0,56679.0,69304.0,34015.0,33590.0,35281.0,1.3,11.6,1.8,13.3,20.6,18.4,9.3,14.7,9.0,North Ogden,UT
21121,1600000US4955210,region.place,2013,36531.0,21037.0,53947.0,41250.0,31149.0,50769.0,74118.0,22003.0,18675.0,36524.0,4.5,16.3,1.0,11.9,18.6,16.4,4.9,10.3,16.1,North Salt Lake,UT
21125,1600000US4934200,region.place,2013,31976.0,16381.0,49792.0,34241.0,26694.0,48950.0,60066.0,29591.0,23958.0,25610.0,2.9,11.4,4.7,17.5,23.1,19.3,5.1,5.7,10.3,Heber,UT
21133,1600000US4980090,region.place,2013,24199.0,12932.0,60728.0,50737.0,24792.0,36016.0,48813.0,32244.0,32054.0,23547.0,6.9,17.0,3.8,16.1,12.2,16.3,7.8,10.9,9.0,Vernal,UT
21136,1600000US4982070,region.place,2013,30884.0,19778.0,45676.0,32371.0,25149.0,31724.0,83508.0,25482.0,10000.0,30948.0,5.0,16.3,3.1,24.7,18.3,9.9,7.6,7.8,7.3,Washington Terrace,UT
21137,1600000US4954990,region.place,2013,36265.0,15882.0,58529.0,39137.0,25262.0,36442.0,71016.0,25385.0,31667.0,27127.0,2.9,10.1,1.9,14.2,24.1,12.5,7.6,11.3,15.4,North Logan,UT
21140,1600000US4947950,region.place,2013,41974.0,16653.0,72639.0,47093.0,30400.0,50144.0,83031.0,41429.0,22500.0,41583.0,0.4,7.8,1.6,9.5,18.4,23.2,3.5,14.5,21.1,Mapleton,UT
21146,1600000US4937500,region.place,2013,27731.0,17183.0,41387.0,34473.0,26599.0,37222.0,47313.0,29620.0,27071.0,26193.0,6.7,12.0,4.9,23.2,26.6,11.0,4.4,6.1,5.1,Hyrum,UT
21147,1600000US4963570,region.place,2013,26920.0,12158.0,46617.0,32066.0,21031.0,35250.0,64041.0,26530.0,25400.0,23183.0,1.8,15.1,3.4,23.9,18.6,17.3,3.0,7.9,9.0,Richfield,UT
21148,1600000US4936400,region.place,2013,44311.0,22116.0,59254.0,51406.0,38401.0,57781.0,66726.0,39688.0,16731.0,42446.0,3.6,5.6,2.6,12.3,18.8,26.8,11.6,9.5,9.2,Hooper,UT
21149,1600000US4962360,region.place,2013,38417.0,18995.0,53731.0,38571.0,28538.0,41198.0,69464.0,23750.0,13833.0,30476.0,2.3,10.6,3.4,18.8,19.5,18.0,7.0,11.5,8.9,Providence,UT
21151,1600000US4965770,region.place,2013,37831.0,17153.0,52344.0,39334.0,30224.0,49125.0,61250.0,34504.0,27736.0,31308.0,3.2,10.3,1.3,12.3,26.0,17.9,8.3,7.9,12.8,Salem,UT
21152,1600000US4967660,region.place,2013,30398.0,18342.0,48158.0,34028.0,25065.0,33796.0,61125.0,23561.0,44036.0,30152.0,8.3,11.6,0.8,24.9,15.7,13.1,1.8,11.4,12.4,Santa Clara,UT
21165,1600000US4984050,region.place,2013,36601.0,23281.0,42346.0,33586.0,29952.0,37386.0,50208.0,27614.0,25938.0,34048.0,0.3,13.0,1.8,24.0,28.6,20.8,6.0,4.1,1.4,White City,UT
21174,1600000US4949820,region.place,2013,52132.0,22475.0,60859.0,46518.0,36373.0,55132.0,61979.0,27283.0,45605.0,48548.0,1.4,5.3,2.8,11.5,17.6,26.3,8.0,14.8,12.3,Midway,UT
21177,1600000US4947180,region.place,2013,42205.0,22098.0,63917.0,53218.0,41031.0,55222.0,93542.0,52396.0,17344.0,46517.0,1.8,8.9,1.9,8.0,21.0,23.5,11.0,12.4,11.5,Maeser,UT
21178,1600000US4918910,region.place,2013,35893.0,14299.0,51544.0,36377.0,22853.0,43750.0,72361.0,23125.0,13274.0,35795.0,2.3,8.6,5.2,9.1,23.6,23.2,7.2,11.8,9.0,Delta,UT
21184,1600000US4904060,region.place,2013,28643.0,14756.0,39271.0,26821.0,20034.0,34188.0,63333.0,14894.0,12411.0,30900.0,11.0,12.2,5.7,23.6,26.9,4.6,0.5,12.9,2.6,Beaver,UT
21190,1600000US4965880,region.place,2013,29904.0,10814.0,50407.0,42434.0,30216.0,50938.0,42386.0,21833.0,15000.0,37170.0,4.7,11.8,2.8,9.1,29.5,24.5,4.2,7.1,6.3,Salina,UT
21203,1600000US4964120,region.place,2013,32647.0,21116.0,51750.0,42917.0,31454.0,37083.0,69107.0,37031.0,21563.0,22833.0,4.5,11.1,3.4,19.1,20.4,15.2,5.2,8.6,12.5,River Heights,UT
21210,1600000US4976900,region.place,2013,20750.0,14688.0,41293.0,31552.0,21613.0,28750.0,81667.0,18393.0,20893.0,37500.0,12.1,15.3,8.7,9.1,16.0,22.6,3.4,4.6,8.2,Toquerville,UT
21220,1600000US4948300,region.place,2013,35750.0,23816.0,47500.0,40119.0,32045.0,39375.0,112857.0,27262.0,20833.0,39345.0,1.6,14.9,0.6,18.1,23.0,14.3,9.5,7.9,10.1,Marriott-Slaterville,UT
21223,1600000US4951140,region.place,2013,29792.0,14609.0,48750.0,43417.0,23438.0,21250.0,54750.0,26607.0,16250.0,34250.0,3.4,19.1,2.6,9.4,24.6,18.1,10.2,8.1,4.5,Mona,UT
21226,1600000US4956860,region.place,2013,38098.0,17083.0,60648.0,51369.0,33750.0,46875.0,37955.0,24722.0,6250.0,50655.0,5.2,8.2,0.9,8.8,21.0,30.4,8.8,10.0,6.7,Orangeville,UT
21236,1600000US4918140,region.place,2013,29821.0,20821.0,51000.0,42639.0,30032.0,31184.0,59722.0,32813.0,36250.0,36364.0,2.0,13.1,1.2,21.3,23.0,14.6,3.5,13.7,7.6,Daniel,UT
21289,1600000US4977560,region.place,2013,38958.0,16382.0,43750.0,27000.0,21688.0,52917.0,33750.0,25750.0,9688.0,22279.0,9.4,17.0,2.5,12.6,18.9,23.9,5.0,6.3,4.4,Tropic,UT
21292,1600000US4965240,region.place,2013,41458.0,24750.0,47917.0,45568.0,29821.0,46563.0,115521.0,27422.0,28295.0,47647.0,1.4,15.6,1.4,20.9,20.4,15.6,11.4,3.8,9.5,Rush Valley,UT
21410,1600000US5101000,region.place,2013,64055.0,49508.0,70452.0,59821.0,53208.0,67811.0,91184.0,28811.0,21011.0,40274.0,2.1,8.2,1.0,9.8,14.2,12.4,8.0,15.9,28.4,Alexandria,VA
21419,1600000US5135624,region.place,2013,32449.0,7393.0,35162.0,18968.0,12255.0,35325.0,46235.0,24194.0,21202.0,28237.0,4.2,25.9,2.8,18.9,24.6,10.1,4.0,4.5,5.0,Harrisonburg,VA
21420,1600000US5148376,region.place,2013,100725.0,57030.0,147952.0,122836.0,90993.0,84358.0,132489.0,31167.0,26250.0,42118.0,1.0,2.6,1.0,3.5,6.7,7.5,3.1,10.1,64.5,McLean,VA
21423,1600000US5144984,region.place,2013,49686.0,32485.0,72924.0,55252.0,42656.0,70592.0,77478.0,28229.0,23068.0,48068.0,3.3,10.1,0.9,12.1,12.1,13.7,7.8,15.1,24.9,Leesburg,VA
21424,1600000US5114968,region.place,2013,42115.0,22043.0,49279.0,28194.0,24972.0,38764.0,55526.0,27577.0,18154.0,30888.0,3.1,12.2,2.8,18.1,18.3,16.3,6.2,10.4,12.6,Charlottesville,VA
21425,1600000US5121344,region.place,2013,31287.0,19786.0,37527.0,27161.0,23131.0,34266.0,50229.0,23215.0,15413.0,27281.0,5.4,19.8,2.9,26.0,23.9,10.5,2.9,4.1,4.5,Danville,VA
21432,1600000US5149792,region.place,2013,38291.0,30720.0,41880.0,34550.0,32645.0,62683.0,93449.0,30096.0,26015.0,42458.0,3.6,15.3,1.6,20.2,23.3,12.7,3.7,10.1,9.5,Marumsco,VA
21437,1600000US5174592,region.place,2013,47964.0,28156.0,55951.0,43280.0,36496.0,62422.0,99083.0,28346.0,25514.0,40835.0,3.3,12.6,1.6,15.7,15.3,13.7,7.1,10.2,20.5,Springfield,VA
21438,1600000US5184368,region.place,2013,52475.0,37344.0,58897.0,42168.0,39379.0,66949.0,87981.0,26816.0,23094.0,36633.0,4.0,9.8,1.3,14.8,15.5,12.2,6.8,13.2,22.4,West Falls Church,VA
21440,1600000US5186720,region.place,2013,32641.0,22061.0,42744.0,30888.0,26193.0,47174.0,60854.0,26127.0,15973.0,32598.0,6.8,17.1,2.3,18.8,21.5,11.7,3.5,8.2,10.1,Winchester,VA
21441,1600000US5172272,region.place,2013,56121.0,37511.0,89056.0,74611.0,53269.0,62632.0,89505.0,31159.0,12950.0,33477.0,2.2,4.6,2.0,8.0,10.5,15.2,5.7,19.5,32.3,Short Pump,VA
21444,1600000US5113720,region.place,2013,42534.0,32650.0,56161.0,46016.0,39684.0,46766.0,66866.0,26901.0,24271.0,37463.0,2.9,9.5,1.3,14.8,24.5,13.9,7.1,12.6,13.4,Cave Spring,VA
21447,1600000US5104088,region.place,2013,42772.0,31019.0,41216.0,31049.0,31040.0,74931.0,90613.0,22856.0,21701.0,38057.0,5.7,19.1,2.4,13.6,14.1,10.3,4.1,11.9,18.8,Bailey's Crossroads,VA
21448,1600000US5136648,region.place,2013,42849.0,30116.0,58276.0,45543.0,37249.0,64130.0,82489.0,27281.0,25070.0,37392.0,2.8,12.7,2.5,14.0,16.3,12.2,5.0,12.3,22.2,Herndon,VA
21453,1600000US5145784,region.place,2013,54127.0,33927.0,54934.0,41398.0,37901.0,64921.0,89643.0,28326.0,21347.0,34614.0,2.7,14.6,1.7,14.6,13.0,12.1,5.1,14.3,21.9,Lincolnia,VA
21456,1600000US5179952,region.place,2013,70179.0,55863.0,90568.0,79536.0,67280.0,70601.0,93607.0,29747.0,35781.0,53113.0,0.8,4.0,0.7,5.8,8.7,13.9,10.7,18.5,36.9,Tysons Corner,VA
21458,1600000US5129628,region.place,2013,75994.0,56578.0,121329.0,110117.0,81592.0,83309.0,118984.0,31217.0,27422.0,53846.0,1.9,3.7,0.9,2.9,4.8,10.4,6.3,14.7,54.4,Franklin Farm,VA
21460,1600000US5152658,region.place,2013,61540.0,49494.0,91128.0,74183.0,57701.0,77866.0,105245.0,31250.0,30625.0,49093.0,1.1,4.5,1.5,9.1,10.3,16.6,7.6,15.0,34.3,Montclair,VA
21462,1600000US5129552,region.place,2013,64276.0,56599.0,80785.0,63720.0,60841.0,67522.0,91742.0,31410.0,28292.0,41970.0,1.0,5.9,0.7,8.9,10.9,17.8,6.1,18.6,30.1,Franconia,VA
21465,1600000US5150568,region.place,2013,38632.0,30045.0,40113.0,31094.0,30639.0,40915.0,50259.0,29631.0,24618.0,37163.0,3.9,11.5,1.3,24.9,26.0,15.3,6.4,6.9,3.8,Meadowbrook,VA
21467,1600000US5109816,region.place,2013,29948.0,21917.0,32109.0,25724.0,23064.0,32115.0,47664.0,24386.0,16455.0,25734.0,8.0,21.8,2.1,26.2,21.7,9.0,4.5,4.0,2.7,Bristol,VA
21468,1600000US5111470,region.place,2013,61663.0,40971.0,75297.0,58827.0,50522.0,60946.0,83508.0,29074.0,38073.0,45292.0,0.6,7.1,1.8,7.0,14.3,17.0,6.6,17.9,27.7,Burke Centre,VA
21470,1600000US5129136,region.place,2013,98407.0,51402.0,129688.0,115975.0,85884.0,83750.0,123485.0,54659.0,20938.0,47255.0,0.4,3.2,0.4,3.6,5.2,8.0,4.3,13.0,61.9,Fort Hunt,VA
21478,1600000US5137032,region.place,2013,32191.0,25546.0,41657.0,30472.0,26822.0,45045.0,50756.0,29379.0,20113.0,29005.0,1.3,13.2,1.4,32.9,25.1,14.8,5.1,2.2,4.0,Highland Springs,VA
21479,1600000US5108472,region.place,2013,46489.0,35236.0,55707.0,45441.0,39423.0,50298.0,53712.0,32486.0,19306.0,38777.0,4.2,6.3,0.7,12.9,23.4,19.4,8.1,11.5,13.5,Bon Air,VA
21482,1600000US5139304,region.place,2013,40493.0,29063.0,46853.0,35848.0,31955.0,47215.0,91494.0,30662.0,26280.0,35739.0,2.5,11.1,0.3,19.9,23.7,9.8,3.0,10.4,19.3,Hybla Valley,VA
21484,1600000US5151192,region.place,2013,67532.0,47728.0,80997.0,66616.0,55610.0,66914.0,93964.0,27276.0,22172.0,39388.0,1.2,7.3,0.9,9.2,14.4,10.0,6.7,20.4,29.9,Merrifield,VA
21485,1600000US5148968,region.place,2013,39452.0,29063.0,43164.0,38473.0,34462.0,54767.0,90179.0,30852.0,29443.0,40016.0,3.5,13.7,0.2,21.6,22.4,12.3,3.8,10.5,12.0,Manassas Park,VA
21486,1600000US5142746,region.place,2013,75864.0,54551.0,98533.0,90597.0,72122.0,80836.0,106318.0,30448.0,25281.0,41989.0,0.4,5.4,0.7,5.8,11.2,9.1,7.3,16.8,43.3,Kingstowne,VA
21488,1600000US5133584,region.place,2013,45966.0,30133.0,49337.0,39020.0,35627.0,75464.0,86354.0,24214.0,21632.0,39150.0,3.4,14.9,0.3,14.2,19.2,9.0,4.9,14.1,20.0,Groveton,VA
21490,1600000US5129968,region.place,2013,36734.0,23973.0,43859.0,33511.0,27954.0,43958.0,52962.0,29580.0,21366.0,40140.0,3.2,17.9,1.0,16.8,23.2,17.0,6.4,9.8,4.7,Front Royal,VA
21491,1600000US5186160,region.place,2013,34598.0,7666.0,40519.0,12380.0,9785.0,43882.0,42692.0,24327.0,21270.0,26422.0,4.3,22.5,1.6,19.6,17.0,15.0,4.7,3.6,11.7,Williamsburg,VA
21492,1600000US5111230,region.place,2013,44734.0,35686.0,45691.0,36717.0,36310.0,50037.0,61278.0,30755.0,28155.0,45000.0,4.1,10.7,0.8,15.5,23.8,20.0,8.0,9.6,7.5,Bull Run,VA
21493,1600000US5142680,region.place,2013,53301.0,34150.0,92335.0,70029.0,49705.0,61308.0,104707.0,37532.0,19125.0,46033.0,2.2,6.0,0.2,8.5,15.9,10.6,7.1,15.2,34.3,Kings Park West,VA
21505,1600000US5182371,region.place,2013,79408.0,47393.0,115868.0,89861.0,64794.0,81654.0,103654.0,47330.0,37750.0,38032.0,1.0,1.9,0.3,5.3,9.3,9.1,9.2,15.9,48.0,Wakefield,VA
