,zpid,cityid,counties,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount,zipcode,units,airconditiontype,heatsystemtype,buildingquality,pools
4703,12639741,Northridge,Los Angeles,2,3,2,1376,7367,33799948,-118306185,1951,169028,96210,1,0,7,7,0
4704,12640594,Northridge,Los Angeles,2,4,2,1569,5244,33765384,-118300456,1962,570000,96221,1,0,2,7,0
4705,12641109,Northridge,Los Angeles,2,3,2,1590,5744,33758035,-118298818,1961,385859,96221,1,0,2,7,0
4706,12641232,Northridge,Los Angeles,3,3,3,1598,504969,33765248,-118303698,1978,421048,96222,1,1,2,4,0
4707,12641332,Northridge,Los Angeles,3,2,3,1429,436585,33765319,-118306532,1979,245774,96222,1,1,2,4,0
4708,12641432,Northridge,Los Angeles,3,2,3,1429,436585,33764845,-118306782,1979,201362,96222,1,1,2,4,0
4709,12641678,Northridge,Los Angeles,3,2,3,1588,545916,33763587,-118305250,1982,245772,96222,1,1,2,4,1
4710,12641778,Northridge,Los Angeles,3,3,3,1598,545916,33764270,-118304433,1980,368467,96222,1,1,2,4,1
4711,12641878,Northridge,Los Angeles,1,1,1,770,116052,33765900,-118308000,1990,289825,96222,1,1,2,4,0
4712,12642147,Northridge,Los Angeles,3,4,3,1595,170148,33761594,-118305423,1976,379103,96222,1,1,2,4,1
4713,12642247,Northridge,Los Angeles,3,4,3,1595,255189,33762051,-118302985,1976,150866,96222,1,1,2,4,1
4714,12642347,Northridge,Los Angeles,2,3,2,1328,6101,33762612,-118301437,1961,424059,96221,1,0,2,7,0
4715,12642447,Northridge,Los Angeles,2,5,2,2109,5702,33759828,-118300570,1961,131928,96221,1,0,2,7,0
4716,12642547,Rancho Palos Verdes,Los Angeles,3,3,3,1768,6512,33759589,-118304167,1973,762924,96122,1,0,2,4,0
4717,12642647,Rancho Palos Verdes,Los Angeles,2,4,2,2310,7402,33760271,-118304844,1974,642737,96122,1,1,2,4,1
4718,12642747,Rancho Palos Verdes,Los Angeles,3,3,3,1768,6553,33758381,-118308713,1973,359989,96122,1,0,2,4,0
4719,12642847,Rancho Palos Verdes,Los Angeles,2,3,2,1200,54852,33759289,-118309954,1974,431000,96122,1,0,2,4,0
4720,12643197,Northridge,Los Angeles,2,2,2,977,100495,33754700,-118308000,1987,254994,96222,1,0,2,4,1
4721,12643297,Northridge,Los Angeles,2,2,2,839,41022,33754900,-118308000,1986,209367,96222,1,0,2,4,1
4722,12643397,Northridge,Los Angeles,3,2,3,1431,70859,33755800,-118309000,1987,357257,96222,1,1,2,4,0
4723,12643672,Northridge,Los Angeles,2,2,2,961,177045,33755000,-118305000,1982,280000,96222,1,0,2,4,1
4724,12644179,Northridge,Los Angeles,2,2,2,1085,109831,33756200,-118306000,1987,271725,96222,1,1,2,4,0
4725,12644279,Northridge,Los Angeles,1,1,1,864,176184,33756800,-118306000,1987,310725,96222,1,1,2,4,0
4726,12644402,Northridge,Los Angeles,2,2,2,983,71261,33757400,-118300000,1987,194316,96221,1,1,2,7,0
4727,12644448,Northridge,Los Angeles,2,3,2,1132,6016,33746711,-118307228,1945,49930,96222,1,0,7,7,0
4728,12644571,Northridge,Los Angeles,1,3,1,1342,4801,33747523,-118302619,1940,173507,96222,1,0,7,7,0
4729,12645154,Northridge,Los Angeles,4,8,4,2632,5990,33745891,-118294298,1959,203389,96221,4,0,2,7,0
4730,12645657,Northridge,Los Angeles,4,4,4,3200,5570,33750591,-118287661,1964,632387,96221,4,0,2,7,0
4731,12646166,Northridge,Los Angeles,1,1,1,831,5000,33745735,-118285779,1900,78992,96221,1,0,7,7,0
4732,12646189,Northridge,Los Angeles,3,5,3,1660,5000,33745728,-118283740,1905,226256,96221,2,0,2,7,0
4733,12646212,Northridge,Los Angeles,3,3,3,2120,5003,33745722,-118282029,1973,140090,96221,1,0,2,7,0
4734,12646776,Northridge,Los Angeles,4,8,4,3302,4992,34054321,-118248314,1983,467579,96221,4,0,2,7,0
4735,12647059,Northridge,Los Angeles,3,3,3,1480,4950,34050361,-118253475,1981,174146,96221,1,0,2,4,0
4736,12647119,Northridge,Los Angeles,2,4,2,1696,5406,34051891,-118255295,1923,236550,96221,2,0,2,7,0
4737,12647180,Northridge,Los Angeles,3,3,3,1862,3378,33739037,-118296544,1976,268014,96221,1,0,2,7,0
4738,12647953,Northridge,Los Angeles,2,2,2,1352,5170,33741723,-118298630,1950,177560,96221,2,0,2,7,0
4739,12648137,Northridge,Los Angeles,3,0,3,1327,5001,33740857,-118304193,1923,280952,96222,2,0,2,7,0
4740,12648160,Northridge,Los Angeles,1,2,1,1102,8750,33741232,-118306133,1929,52751,96222,1,0,7,7,0
4741,12648712,Northridge,Los Angeles,4,4,4,3740,6750,34043572,-118263877,1923,724596,96221,4,0,2,7,0
4742,12648834,Northridge,Los Angeles,1,2,1,1246,4000,33732261,-118293936,1940,217314,96221,1,0,7,7,0
4743,12648940,Northridge,Los Angeles,3,3,3,1698,13502,33731800,-118289000,1992,189551,96221,1,0,2,4,0
4744,12649001,Northridge,Los Angeles,3,4,3,2100,4807,33731240,-118292691,1939,176817,96221,3,0,2,7,0
4745,12650535,Northridge,Los Angeles,2,3,2,1610,6615,34036489,-118262871,1993,234595,96221,1,0,2,4,0
4746,12650573,Northridge,Los Angeles,2,3,2,1568,4508,33729789,-118280756,1950,200865,96221,2,0,2,7,0
4747,12650741,Northridge,Los Angeles,1,2,1,1016,4589,34034843,-118265498,1905,266033,96221,1,0,7,7,0
4748,12650833,Northridge,Los Angeles,6,6,6,3425,5001,33727198,-118286330,1987,581387,96221,3,0,2,7,0
4749,12650879,Northridge,Los Angeles,3,3,3,2288,4162,33726176,-118284044,1914,532917,96221,1,0,2,4,0
4750,12650902,Northridge,Los Angeles,4,7,4,3516,5000,33726291,-118286203,1941,306916,96221,3,0,2,7,0
4751,12651069,Northridge,Los Angeles,6,6,6,3743,6079,34049651,-118263616,1979,306793,96221,4,0,2,7,0
4752,12651557,Northridge,Los Angeles,3,3,3,1495,6091,33733100,-118300000,1989,275818,96221,1,0,2,4,0
4753,12651932,Northridge,Los Angeles,3,5,3,2190,8694,33733268,-118307812,1928,143279,96222,1,0,2,7,0
4754,12652078,Northridge,Los Angeles,1,2,1,904,4260,34038533,-118269643,1923,152032,96222,1,0,7,7,0
4755,12652469,Northridge,Los Angeles,3,4,3,3334,6074,34038273,-118269766,1940,545721,96221,1,0,2,4,0
4756,12652569,Northridge,Los Angeles,3,3,3,1746,409117,33729111,-118310854,1998,391315,96222,1,1,2,4,0
4757,12652692,Northridge,Los Angeles,2,2,2,1831,71751,34038045,-118307726,1984,503595,96222,1,1,2,4,1
4758,12654043,Northridge,Los Angeles,7,8,7,3650,5003,33725795,-118289856,1988,363363,96221,4,0,2,7,0
4759,12654066,Northridge,Los Angeles,1,2,1,862,5008,34034782,-118274404,1960,103872,96221,1,0,7,7,0
4760,12654649,Northridge,Los Angeles,2,3,2,1727,5000,33721788,-118295602,1948,335147,96221,1,0,2,7,0
4761,12654824,Northridge,Los Angeles,4,8,4,3336,5002,34033059,-118282422,1960,414218,96221,4,0,2,7,0
4762,12654977,Northridge,Los Angeles,5,2,5,2195,5300,33723400,-118287000,1922,229845,96221,5,0,2,7,0
4763,12655222,Northridge,Los Angeles,3,4,3,1690,101091,33722176,-118287956,1998,412814,96221,1,1,2,4,0
4764,12655245,Northridge,Los Angeles,1,2,1,906,4998,33718924,-118287689,1948,45644,96221,1,0,7,7,0
4765,12655529,Northridge,Los Angeles,2,2,2,872,2499,33717350,-118288247,1922,360309,96221,1,0,7,7,0
4766,12655667,Northridge,Los Angeles,3,4,3,2718,3750,33716275,-118288575,1992,683067,96221,1,0,2,4,0
4767,12655828,Northridge,Los Angeles,2,4,2,1499,5002,34022445,-118282843,1954,59107,96221,1,0,2,7,0
4768,12656119,Northridge,Los Angeles,2,3,2,2134,7283,33710227,-118290065,1950,650000,96221,2,0,2,7,0
4769,12656203,Northridge,Los Angeles,2,3,2,1789,7656,33710825,-118286453,1951,289876,96221,2,0,2,7,0
4770,12656325,Northridge,Los Angeles,2,3,2,1220,6101,33708475,-118291242,1922,234050,96221,1,1,2,7,0
4771,12656516,Northridge,Los Angeles,2,4,2,1902,4212,33706412,-118290032,1919,44039,96221,2,0,2,7,0
4772,12656569,Northridge,Los Angeles,1,2,1,1019,5848,34028544,-118279403,1950,500000,96221,1,0,7,7,0
4773,12656799,Northridge,Los Angeles,2,5,2,1515,7945,34026283,-118279592,1951,63803,96221,1,0,7,7,0
4774,12656968,Northridge,Los Angeles,2,3,2,1668,6246,33718440,-118300673,1950,756113,96221,1,0,7,7,0
4775,12657229,Northridge,Los Angeles,3,3,3,2368,7269,33712601,-118302438,1957,420932,96221,1,0,2,4,0
4776,12657375,Northridge,Los Angeles,1,2,1,965,5500,34033703,-118283945,1940,245773,96221,1,0,7,7,0
4777,12657544,Northridge,Los Angeles,1,3,1,965,5258,33718135,-118307015,1945,53969,96221,1,0,7,7,0
4778,12657644,Northridge,Los Angeles,2,4,2,1525,6604,33719826,-118302886,1945,594226,96221,1,0,7,7,0
4779,12659876,Redondo Beach,Los Angeles,2,3,2,1534,6258,33853591,-118382770,1959,220469,96123,1,0,2,7,0
4780,12660098,Redondo Beach,Los Angeles,2,3,2,1544,5752,33853166,-118381018,1951,287162,96123,1,0,2,7,0
4781,12660198,Redondo Beach,Los Angeles,1,2,1,858,5863,33851786,-118381012,1950,76449,96123,1,0,7,7,0
4782,12660374,Redondo Beach,Los Angeles,2,4,2,1567,5483,33848723,-118380432,1952,602296,96123,1,0,2,7,0
4783,12660474,Redondo Beach,Los Angeles,2,4,2,1776,5013,33849325,-118377633,1963,478278,96123,1,0,2,4,0
4784,12660763,Redondo Beach,Los Angeles,4,8,4,3160,5968,33848200,-118390000,1962,1650646,96123,4,0,2,7,0
4785,12660952,Redondo Beach,Los Angeles,1,3,1,1452,6092,33849173,-118387235,1922,272347,96123,1,0,7,7,0
4786,12660975,Redondo Beach,Los Angeles,3,3,3,1291,26049,33849400,-118388000,1977,231948,96123,1,0,2,4,0
4787,12661564,Redondo Beach,Los Angeles,2,2,2,1434,197361,33844100,-118391000,1980,321090,96123,1,0,2,4,1
4788,12661687,Redondo Beach,Los Angeles,2,2,2,1434,197361,33842000,-118389000,1980,723000,96123,1,0,2,4,1
4789,12661802,Redondo Beach,Los Angeles,3,2,3,1619,12751,33844000,-118383000,1980,650259,96123,1,0,2,4,0
4790,12662667,Redondo Beach,Los Angeles,2,3,2,1374,12801,33841200,-118387000,1977,665994,96123,1,0,2,4,0
4791,12662797,Redondo Beach,Los Angeles,3,3,3,1940,16819,33839800,-118388000,1974,156756,96123,1,1,2,4,0
4792,12663248,Redondo Beach,Los Angeles,3,3,3,1772,10162,33840900,-118382000,1978,289940,96123,1,0,2,4,0
4793,12663569,Redondo Beach,Los Angeles,1,2,1,934,2338,33840336,-118378996,1958,310846,96123,1,0,7,7,0
4794,12663645,Redondo Beach,Los Angeles,3,4,3,3008,7771,33837203,-118377380,1994,758953,96123,1,1,2,4,0
4795,12663691,Redondo Beach,Los Angeles,3,2,3,1434,12071,33839100,-118378000,1982,595042,96123,1,0,2,4,0
4796,12664042,Redondo Beach,Los Angeles,1,2,1,1052,4858,33832246,-118381644,1940,81751,96123,1,0,7,7,0
4797,12664188,Redondo Beach,Los Angeles,2,3,2,1228,4285,33833918,-118380519,1960,499636,96123,1,0,2,7,0
4798,12664357,Redondo Beach,Los Angeles,1,2,1,990,7158,33833094,-118378376,1953,163357,96123,1,0,7,7,0
4799,12664672,Redondo Beach,Los Angeles,2,2,2,977,147100,33832700,-118377000,1970,182442,96123,1,0,2,4,1
4800,12664856,Torrance,Los Angeles,2,4,2,1800,5398,33833650,-118373901,1965,175452,96123,1,0,2,4,1
4801,12665577,Redondo Beach,Los Angeles,4,3,4,2221,27783,33832900,-118388000,1988,770393,96123,1,1,2,1,0
4802,12665859,Redondo Beach,Los Angeles,3,6,3,2240,4921,33832527,-118384764,1915,401465,96123,2,0,2,7,0
4803,12666111,Redondo Beach,Los Angeles,2,3,2,1395,7355,33828763,-118382975,1950,993475,96123,1,0,7,7,0
4804,12666211,Redondo Beach,Los Angeles,1,1,1,719,31633,33832600,-118390000,1971,468000,96123,1,0,7,4,0
4805,12666938,Redondo Beach,Los Angeles,3,4,3,2150,6103,33825332,-118376853,1952,120109,96123,1,1,2,7,0
4806,12667053,Redondo Beach,Los Angeles,1,3,1,1128,5510,33823121,-118377806,1951,790483,96123,1,0,7,7,0
4807,12667176,Redondo Beach,Los Angeles,4,5,4,2522,6351,33824602,-118375152,1948,181026,96123,2,0,2,7,1
4808,12667628,Redondo Beach,Los Angeles,2,3,2,1399,5165,33818626,-118374767,1960,103992,96123,1,0,2,4,0
4809,12667651,Redondo Beach,Los Angeles,4,3,4,2305,8931,33821674,-118376901,1952,1213000,96123,1,0,7,4,1
4810,12667843,Redondo Beach,Los Angeles,2,2,2,905,6474,33818900,-118381000,1973,423000,96123,1,0,2,4,0
4812,12668648,Redondo Beach,Los Angeles,2,2,2,955,16573,33812100,-118390000,1960,580000,96123,1,0,7,4,1
4813,12670314,Redondo Beach,Los Angeles,3,5,3,1392,5970,33804368,-118378110,1948,396306,96123,1,0,2,4,0
4814,12670582,Redondo Beach,Los Angeles,3,4,3,2709,5266,33815277,-118379154,1964,1130000,96123,1,0,2,4,0
4815,12671051,Redondo Beach,Los Angeles,4,5,4,6756,22760,33813046,-118383120,1928,278826,96123,1,0,2,10,0
4816,12671189,Torrance,Los Angeles,1,4,1,1484,6500,33823895,-118372485,1952,163354,96163,1,0,7,7,0
4817,12671289,Torrance,Los Angeles,2,4,2,1733,6200,33825309,-118370302,1952,120835,96163,1,0,7,7,0
4818,12671412,Torrance,Los Angeles,2,4,2,1739,4997,33821350,-118371618,1952,113171,96163,1,0,2,4,0
4819,12671535,Torrance,Los Angeles,1,3,1,1164,5150,33820637,-118370829,1952,579972,96163,1,0,7,7,0
4820,12671942,Torrance,Los Angeles,2,4,2,2026,6270,33832401,-118370842,1955,120704,96161,1,0,7,7,0
4821,12672042,Torrance,Los Angeles,2,3,2,1524,6946,33828317,-118368999,1955,357010,96161,1,0,7,7,0
4822,12672688,Torrance,Los Angeles,2,4,2,1671,5400,33831937,-118362328,1955,124408,96161,1,0,7,7,0
4823,12673372,Torrance,Los Angeles,3,4,3,2016,7165,33843680,-118373292,1959,136428,96161,1,0,2,4,0
4824,12673656,Torrance,Los Angeles,2,3,2,1242,7519,33845785,-118371888,1959,108853,96161,1,0,2,4,0
4825,12673802,Torrance,Los Angeles,2,4,2,1499,6912,33847433,-118371558,1959,637482,96161,1,0,2,4,0
4826,12673902,Torrance,Los Angeles,4,5,4,3124,5538,33840665,-118372129,1996,609809,96161,1,0,2,1,0
4827,12674054,Torrance,Los Angeles,2,3,2,1301,6120,33841128,-118367967,1959,423139,96161,1,0,2,7,0
4828,12674154,Torrance,Los Angeles,2,4,2,1834,6072,33842198,-118367520,1961,784000,96161,1,0,2,4,0
4829,12674254,Torrance,Los Angeles,2,3,2,1193,5107,33844733,-118368281,1957,413952,96161,1,0,2,7,0
4830,12674545,Torrance,Los Angeles,6,7,6,3693,6899,33838268,-118363854,1961,1176000,96161,4,0,2,4,0
4831,12675128,Torrance,Los Angeles,3,3,3,2161,5301,33849580,-118367948,1956,232028,96161,1,0,2,4,0
4832,12675228,Torrance,Los Angeles,2,3,2,1667,5614,33849096,-118374351,1969,286363,96161,1,0,2,4,0
4833,12675328,Torrance,Los Angeles,2,4,2,1784,6252,33852599,-118374162,1969,487898,96161,1,0,2,4,0
4834,12675574,Torrance,Los Angeles,2,3,2,1657,5305,33853348,-118363943,1954,751818,96161,1,0,7,7,0
4835,12675720,Torrance,Los Angeles,2,5,2,1964,6796,33851997,-118361994,1955,370355,96161,1,0,7,7,1
4836,12675843,Torrance,Los Angeles,1,3,1,1119,5347,33850581,-118367012,1955,83181,96161,1,0,7,7,0
4837,12676035,Torrance,Los Angeles,1,4,1,1341,7766,33856531,-118357300,1954,98880,96161,1,0,2,7,0
4838,12676135,Torrance,Los Angeles,1,3,1,1112,5334,33854887,-118360316,1954,83589,96161,1,0,7,7,0
4839,12676235,Torrance,Los Angeles,1,3,1,1228,5406,33855476,-118357590,1954,698686,96161,1,0,7,7,0
4840,12676335,Torrance,Los Angeles,2,4,2,1355,5173,33854775,-118358700,1954,408219,96161,1,0,2,7,0
4841,12676435,Torrance,Los Angeles,2,4,2,1434,5463,33853261,-118361710,1954,666882,96161,1,0,7,7,0
4842,12676458,Torrance,Los Angeles,2,3,2,1480,5342,33852182,-118360744,1956,440227,96161,1,0,7,7,0
4843,12676827,Torrance,Los Angeles,2,4,2,1749,5938,33849409,-118355190,1972,294374,96161,1,0,2,4,0
4844,12676927,Torrance,Los Angeles,1,3,1,1120,5200,33849320,-118358976,1955,83793,96161,1,0,7,7,0
4845,12677981,Torrance,Los Angeles,2,3,2,1514,5151,33840877,-118344992,1957,422259,96161,1,0,2,7,0
4846,12678164,Torrance,Los Angeles,6,8,6,4271,6290,33839200,-118359528,1963,195794,96161,4,0,2,4,0
4847,12678256,Torrance,Los Angeles,3,4,3,1657,141977,33848100,-118347000,1974,110736,96161,1,0,2,4,1
4848,12678689,Torrance,Los Angeles,2,4,2,1870,5423,33834796,-118359042,1956,281683,96161,1,0,2,7,0
4849,12678789,Torrance,Los Angeles,2,3,2,1155,5224,33835495,-118356631,1956,92797,96161,1,0,7,7,0
4850,12679381,Torrance,Los Angeles,1,3,1,1136,5403,33822420,-118360079,1953,87871,96163,1,0,2,7,0
4851,12679504,Torrance,Los Angeles,2,3,2,1446,5900,33823841,-118368580,1952,499021,96163,1,0,7,7,0
4852,12679977,Torrance,Los Angeles,2,4,2,1814,5823,33820197,-118354874,1963,795000,96163,1,0,2,4,0
4853,12680200,Torrance,Los Angeles,3,4,3,2448,7759,33818465,-118355788,1967,466764,96163,1,0,2,4,0
4854,12680346,Torrance,Los Angeles,2,4,2,1215,5840,33814579,-118364000,1953,229684,96163,1,0,7,7,0
4855,12680561,Torrance,Los Angeles,2,3,2,1496,7059,33813126,-118359513,1962,790483,96163,1,0,2,4,0
4856,12680790,Torrance,Los Angeles,3,4,3,3128,8680,33819717,-118367970,1989,561764,96163,1,0,7,4,0
4857,12680890,Torrance,Los Angeles,2,3,2,1152,5973,33818501,-118363734,1955,256803,96163,1,0,2,7,0
4858,12680990,Torrance,Los Angeles,1,4,1,1371,11613,33815187,-118370908,1948,87000,96163,1,0,7,7,0
4859,12681136,Torrance,Los Angeles,2,3,2,1158,5944,33816546,-118365505,1956,341486,96163,1,0,2,7,0
4860,12681351,Torrance,Los Angeles,1,3,1,1111,5217,33818834,-118360066,1954,425634,96163,1,0,7,7,0
4861,12681912,Torrance,Los Angeles,3,3,3,1826,5500,33807583,-118361863,1953,476180,96163,1,0,7,7,0
4862,12682050,Torrance,Los Angeles,2,4,2,1604,7158,33806797,-118366575,1956,187720,96163,1,0,2,4,0
4863,12682150,Torrance,Los Angeles,3,3,3,2773,8740,33805574,-118372091,1955,445579,96163,1,0,2,4,0
4864,12682250,Torrance,Los Angeles,2,3,2,1951,12949,33804526,-118366944,1956,142202,96163,1,0,2,4,0
4865,12682273,Torrance,Los Angeles,2,4,2,2116,9124,33805712,-118365974,1956,801374,96163,1,0,2,4,1
4866,12682296,Torrance,Los Angeles,2,3,2,1603,9449,33805067,-118363587,1956,118890,96163,1,0,2,4,0
4867,12682600,Torrance,Los Angeles,4,7,4,3762,6259,33803196,-118353848,1949,454837,96163,2,0,2,7,0
4868,12682883,Torrance,Los Angeles,2,4,2,1977,4891,33800907,-118347631,1924,383640,96163,2,0,2,7,0
4869,12683373,Torrance,Los Angeles,1,3,1,1067,6537,33798547,-118342825,1950,647977,96163,1,0,7,7,0
4870,12683972,Torrance,Los Angeles,2,3,2,1276,5575,33786811,-118335975,1954,626015,96163,1,0,7,7,0
4871,12684318,Torrance,Los Angeles,2,3,2,1383,7405,33787120,-118334153,1955,107434,96163,1,0,2,7,0
4872,12684341,Torrance,Los Angeles,2,3,2,1338,14551,33787130,-118332277,1956,86651,96163,1,0,2,7,0
4873,12684541,Torrance,Los Angeles,1,2,1,1012,5023,33791248,-118331793,1953,415949,96163,1,0,7,7,0
4874,12690055,Rancho Palos Verdes,Los Angeles,4,5,4,3633,86941,33794028,-118369002,1956,414893,96122,1,0,2,4,1
4875,12690239,Rancho Palos Verdes,Los Angeles,2,3,2,1291,11309,33790836,-118372683,1956,324535,96122,1,0,2,7,0
4876,12690553,Torrance,Los Angeles,3,3,3,1413,40513,33798505,-118347432,1974,418867,96163,1,0,2,4,1
4877,12690637,Torrance,Los Angeles,3,3,3,2086,6258,33796568,-118347663,1976,840000,96163,1,0,2,4,0
4878,12691098,Torrance,Los Angeles,3,3,3,1996,6003,33791596,-118345610,1976,572334,96163,1,0,2,4,0
4879,12692786,Rancho Palos Verdes,Los Angeles,3,3,3,1398,185714,33759377,-118312755,1974,484000,96122,1,0,2,4,1
4880,12693032,Rancho Palos Verdes,Los Angeles,2,3,2,1470,19566,33757391,-118316245,1957,109704,96122,1,0,2,4,0
4881,12693055,Rancho Palos Verdes,Los Angeles,2,3,2,1470,8363,33756722,-118316141,1957,676634,96122,1,0,2,4,1
4882,12693278,Rancho Palos Verdes,Los Angeles,1,2,1,1173,5508,33753901,-118309060,1950,86114,96122,1,0,7,7,0
4883,12694413,Rancho Palos Verdes,Los Angeles,2,4,2,1746,9570,33767454,-118312711,1959,401545,96122,1,0,2,4,1
4884,12694513,Northridge,Los Angeles,2,3,2,1568,8743,33763634,-118310942,1959,111126,96122,1,0,2,4,0
4885,12695790,Rancho Palos Verdes,Los Angeles,3,3,3,2098,12271,33767636,-118317709,1956,285550,96121,1,1,2,4,0
4886,12696174,Rancho Palos Verdes,Los Angeles,2,4,2,2180,8555,33753864,-118317703,1964,143926,96122,1,0,2,4,0
4887,12696312,Rancho Palos Verdes,Los Angeles,2,3,2,1899,17790,33755396,-118325717,1956,654631,96122,1,0,2,4,0
4888,12696435,Rancho Palos Verdes,Los Angeles,3,4,3,3094,9058,33752678,-118318176,1977,1403000,96122,1,0,2,4,0
4889,12696550,Rancho Palos Verdes,Los Angeles,3,3,3,1684,7678,33748894,-118317355,1956,143535,96122,1,0,2,4,0
4890,12696980,Northridge,Los Angeles,1,3,1,1280,14117,33749498,-118309259,1955,632363,96122,1,0,2,7,1
4891,12697348,Rancho Palos Verdes,Los Angeles,2,3,2,2644,12152,33737368,-118333915,1961,953644,96122,1,0,2,4,0
4892,12697425,Rancho Palos Verdes,Los Angeles,2,4,2,2074,25780,33740952,-118338561,1967,1248000,96122,1,0,2,4,1
4893,12697448,Rancho Palos Verdes,Los Angeles,3,5,3,2677,37826,33739066,-118340316,1965,1561559,96122,1,0,2,4,0
4894,12697794,Northridge,Los Angeles,2,3,2,1256,6098,33746464,-118314630,1955,93995,96222,1,0,2,7,0
4895,12697894,Northridge,Los Angeles,2,3,2,1305,6869,33745235,-118317367,1955,499790,96222,1,0,2,7,0
4896,12698017,Northridge,Los Angeles,2,3,2,1898,6255,33743560,-118311096,1955,649532,96222,1,0,2,7,0
4897,12698217,Northridge,Los Angeles,2,2,2,1107,311190,33741700,-118318000,1971,281000,96222,1,0,7,7,0
4898,12698340,Northridge,Los Angeles,2,3,2,1218,6078,33739702,-118315395,1955,91142,96222,1,0,2,7,0
4899,12698463,Northridge,Los Angeles,2,3,2,2620,6755,34054358,-118271656,1955,364044,96222,1,0,2,4,0
4900,12698586,Northridge,Los Angeles,3,3,3,2209,8977,33742456,-118310820,1975,794276,96222,1,0,2,4,0
4901,12699055,Northridge,Los Angeles,2,3,2,1892,8930,33736430,-118311242,1963,102068,96222,1,0,2,4,0
4902,12699278,Northridge,Los Angeles,1,2,1,1063,5968,33734457,-118312092,1950,575000,96222,1,0,7,7,0
4903,12699569,Northridge,Los Angeles,2,3,2,1718,8194,33742621,-118319398,1959,474592,96122,1,0,2,4,1
4904,12699661,Rancho Palos Verdes,Los Angeles,3,5,3,2688,17327,33740285,-118321139,1950,161315,96122,1,0,7,4,1
4905,12699799,Rancho Palos Verdes,Los Angeles,2,4,2,1577,10114,33735958,-118327169,1960,721119,96122,1,0,2,4,0
4906,12699899,Rancho Palos Verdes,Los Angeles,3,5,3,2398,19548,33734877,-118322718,1969,368136,96122,1,1,2,4,1
4907,12700137,Northridge,Los Angeles,2,3,2,1560,7854,33729082,-118315106,1957,736000,96222,1,0,2,4,0
4908,12700506,Northridge,Los Angeles,3,3,3,2540,9727,33728141,-118320552,1962,500869,96222,1,0,2,4,0
4909,12700682,Northridge,Los Angeles,3,2,3,1919,385041,34034129,-118314311,1984,430449,96222,1,0,2,4,1
4910,12700974,Northridge,Los Angeles,5,5,5,3784,8751,33719688,-118319414,2005,789298,96222,1,0,2,10,0
4911,12701120,Northridge,Los Angeles,2,3,2,1706,11141,33720193,-118319358,1957,109914,96222,1,0,2,4,0
4912,12701235,Northridge,Los Angeles,4,4,4,2259,7199,33721601,-118325984,1959,129292,96222,1,0,2,4,1
4913,12701688,Rancho Palos Verdes,Los Angeles,2,4,2,2054,10714,33736817,-118346021,1962,130105,96122,1,0,2,4,0
4914,12701788,Rancho Palos Verdes,Los Angeles,3,4,3,2435,13217,33736928,-118342789,1964,609171,96122,1,1,2,4,0
4915,12702376,Rancho Palos Verdes,Los Angeles,3,3,3,1923,20851,33747498,-118330044,1991,1748000,96122,1,1,2,10,0
4916,12702399,Rancho Palos Verdes,Los Angeles,3,3,3,2457,20580,33749659,-118330651,1961,174041,96122,1,0,2,4,0
4917,12702437,Rancho Palos Verdes,Los Angeles,3,3,3,2380,30526,33750503,-118329076,1974,1100000,96122,1,0,2,1,0
4918,12703372,Rancho Palos Verdes,Los Angeles,5,4,5,3352,43218,33764577,-118325489,1975,398596,96122,1,1,2,10,1
4920,12704615,Rancho Palos Verdes,Los Angeles,2,2,2,1506,753134,33741900,-118389000,1964,318501,96122,1,0,2,4,1
4921,12705487,Rancho Palos Verdes,Los Angeles,3,5,3,2468,8927,33764249,-118378275,1964,474740,96122,1,0,2,4,0
4922,12705802,Rancho Palos Verdes,Los Angeles,3,4,3,2867,20398,33766241,-118368299,1961,748118,96122,1,0,2,1,1
4923,12706901,Rancho Palos Verdes,Los Angeles,2,3,2,1334,12510,33783087,-118369496,1961,99092,96122,1,0,2,4,1
4924,12707147,Rancho Palos Verdes,Los Angeles,2,3,2,1668,7627,33781950,-118374684,1958,111329,96122,1,0,2,4,0
4925,12707754,Rancho Palos Verdes,Los Angeles,2,4,2,2100,9758,33786568,-118381341,1960,110314,96122,1,0,2,4,0
4926,12707877,Rancho Palos Verdes,Los Angeles,2,3,2,1767,7928,33782356,-118384135,1960,675784,96122,1,0,2,4,0
4927,12707977,Rancho Palos Verdes,Los Angeles,2,4,2,1670,10112,33780615,-118384120,1959,240163,96122,1,0,2,4,0
4928,12708338,Rancho Palos Verdes,Los Angeles,4,5,4,3559,15253,33752765,-118392309,1962,240473,96122,1,0,2,1,1
4929,12708591,Rancho Palos Verdes,Los Angeles,6,5,6,4159,19306,33758034,-118361170,1962,1706164,96122,1,0,2,10,1
4930,12708706,Rancho Palos Verdes,Los Angeles,3,2,3,3645,30710,33757909,-118367861,1984,1313049,96122,1,1,2,10,1
4933,12709058,Rancho Palos Verdes,Los Angeles,3,4,3,2061,12044,33753182,-118406696,1962,666932,96122,1,0,2,4,1
4934,12709181,Rancho Palos Verdes,Los Angeles,3,3,3,1966,13885,33759526,-118412101,1962,127660,96122,1,0,2,4,0
4935,12709288,Rancho Palos Verdes,Los Angeles,4,5,4,2791,10640,33763122,-118409096,1969,154378,96122,1,0,2,4,0
