,zpid,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount,cityid,countryid,zipcpde,units,airconditiontype,heatsystemtype,buildingquality,pools
3681,12187303,1,3,1,1020,4837,33979445,-118254228,1976,66657,396053,3101,95982,1,0,7,7,0
3683,12187532,2,3,2,1450,5786,33976425,-118253807,1924,172075,396053,3101,95982,1,0,7,7,0
3684,12187684,2,2,2,982,3194,33979604,-118248666,1936,239392,396053,3101,95982,2,0,2,7,0
3685,12187928,3,7,3,2399,7181,33981010,-118244771,1952,254443,396053,3101,95982,3,0,2,7,0
3686,12187951,2,3,2,1650,3505,33981880,-118245277,1985,306390,396053,3101,95982,1,0,7,7,0
3687,12188127,1,1,1,568,2251,33976488,-118245950,1922,105093,396053,3101,95982,1,0,7,7,0
3688,12188173,3,4,3,1486,7013,33976890,-118243492,1940,445904,396053,3101,95982,3,0,2,7,0
3689,12188387,1,3,1,1032,5402,33979041,-118271470,1923,266875,12447,3101,95984,1,0,7,7,0
3690,12188463,3,4,3,1734,5410,33977594,-118272196,1918,366172,12447,3101,95984,3,0,2,7,0
3691,12188639,1,3,1,1046,3595,33975207,-118270763,1923,80390,12447,3101,95984,1,0,7,7,0
3692,12188722,1,2,1,809,4187,33975225,-118266272,1923,176532,12447,3101,95984,1,0,7,7,0
3693,12188768,2,3,2,898,4491,33975659,-118265062,1923,59899,12447,3101,95984,1,0,7,7,0
3694,12188921,1,2,1,660,5397,33978158,-118266133,1921,19131,12447,3101,95984,1,0,7,7,0
3696,12189234,2,2,2,1118,4546,33977101,-118278337,1941,23202,12447,3101,95984,2,0,2,7,0
3697,12189789,1,2,1,384,5400,33979773,-118284720,1906,23201,12447,3101,96025,1,0,2,7,0
3698,12190095,4,6,4,1980,4213,33980483,-118281420,2003,320368,12447,3101,95984,2,0,2,7,0
3699,12190202,1,2,1,758,4766,33981163,-118298099,1923,177210,12447,3101,96025,1,0,2,7,0
3700,12190248,4,5,4,2260,4763,33980837,-118296055,1941,597945,12447,3101,96025,2,0,2,7,0
3701,12190355,2,3,2,1392,4567,33980291,-118294245,1926,159204,12447,3101,96025,1,0,7,7,0
3702,12190946,1,2,1,876,4682,33976441,-118295399,1913,210827,12447,3101,96025,1,0,2,7,0
3703,12191613,1,2,1,784,4056,33978922,-118304512,1923,95001,12447,3101,96028,1,0,7,7,0
3704,12191659,3,5,3,1670,3619,33978681,-118300683,1923,337095,12447,3101,96028,2,0,2,7,0
3705,12191774,1,2,1,1046,5267,33977219,-118306204,1928,143931,12447,3101,96028,1,0,7,7,0
3706,12191820,2,2,2,768,3965,33977545,-118303871,1923,292000,12447,3101,96028,1,0,7,7,0
3707,12191966,1,2,1,1122,5269,33976734,-118305704,1932,132159,12447,3101,96028,1,0,7,7,0
3708,12192058,1,2,1,1052,4680,33975931,-118302734,1922,277000,12447,3101,96028,1,0,7,7,0
3709,12192571,2,4,2,1860,5348,33979324,-118312807,1926,340000,12447,3101,96028,2,0,2,7,0
3710,12192717,1,2,1,1138,3819,33978917,-118308922,1926,275393,12447,3101,96028,1,0,7,7,0
3711,12192901,1,3,1,1184,5578,33976735,-118310076,1926,271620,12447,3101,96028,1,0,7,7,0
3712,12194132,1,3,1,1248,5200,33973220,-118300159,1926,177066,12447,3101,96028,1,0,7,7,0
3713,12194224,1,2,1,1249,5200,33971733,-118301847,1926,230165,12447,3101,96028,1,0,7,7,0
3714,12194423,1,2,1,1365,6724,33969206,-118306647,1927,188778,12447,3101,96028,1,0,7,7,0
3715,12194523,1,2,1,1239,5400,33969777,-118302932,1931,89390,12447,3101,96028,1,0,7,7,0
3716,12194945,3,3,3,1600,5927,33969945,-118298833,1920,370000,12447,3101,96025,1,0,2,7,0
3717,12195068,1,2,1,1515,5594,33972433,-118297034,1924,193280,12447,3101,96025,1,0,2,7,0
3718,12195137,4,7,4,2909,5987,33974283,-118294771,1953,303078,12447,3101,96025,4,0,2,7,0
3719,12195183,3,5,3,2180,6997,33972993,-118294772,1920,293195,12447,3101,96025,1,0,7,7,0
3720,12195283,2,4,2,1924,6562,33969637,-118295096,1914,250516,12447,3101,96025,1,0,2,7,0
3721,12195711,4,8,4,3168,5400,33970450,-118287887,1961,58699,12447,3101,96025,4,0,2,7,0
3722,12195795,2,3,2,1368,5727,33968077,-118288020,1914,42928,12447,3101,96025,2,0,2,7,0
3723,12196221,4,6,4,2243,6602,33968562,-118280576,1922,347341,12447,3101,95984,2,0,2,4,0
3724,12196465,2,4,2,1309,5273,33967682,-118245619,1930,120188,396053,3101,95982,2,0,2,7,0
3725,12196899,2,3,2,1326,6974,33971007,-118271037,1922,136598,12447,3101,95984,1,0,7,7,0
3726,12197182,1,1,1,540,5040,33969857,-118270744,1922,51502,12447,3101,95984,1,0,7,7,0
3727,12197518,3,3,3,1744,6751,33967498,-118268256,1981,193352,12447,3101,95984,1,0,2,7,0
3728,12197609,2,4,2,2070,5392,33973621,-118257523,1937,179512,12447,3101,95982,1,0,7,7,0
3729,12198031,2,4,2,1430,5103,33970520,-118258376,1924,261274,12447,3101,95982,1,1,2,7,0
3730,12198146,2,2,2,1002,5099,33969600,-118261088,1924,161099,12447,3101,95982,1,0,7,7,0
3731,12198261,3,5,3,1864,5100,33968707,-118258238,1930,282594,12447,3101,95982,3,0,2,7,0
3732,12198949,2,5,2,1712,5101,33973249,-118250255,1925,288410,396053,3101,95982,2,0,2,7,0
3733,12198972,2,4,2,1200,5212,33973684,-118249258,1972,109858,396053,3101,95982,1,0,7,7,0
3734,12199041,4,8,4,3264,4915,33971058,-118250912,1964,241996,396053,3101,95982,4,0,2,7,0
3735,12199064,2,4,2,1692,6543,33969141,-118250045,1952,166723,396053,3101,95982,2,0,2,7,0
3736,12199193,1,3,1,1242,6880,33971123,-118240024,1926,256151,396053,3101,95982,1,0,7,7,0
3737,12199362,3,5,3,1693,2209,33974480,-118237034,1965,76853,396053,3101,95982,2,0,2,7,0
3738,12199492,7,8,7,3000,7321,33973710,-118235556,1981,225012,396053,3101,95982,3,0,2,7,0
3739,12199599,2,4,2,1528,8201,33968943,-118236882,1948,144913,396053,3101,95982,2,0,2,7,0
3740,12199683,1,3,1,1060,4077,33968848,-118234138,1927,204670,396053,3101,95982,1,0,7,7,0
3741,12199706,2,4,2,1452,8570,33970713,-118235281,1924,234762,396053,3101,95982,2,0,2,7,0
3742,12199789,1,2,1,880,5598,33973047,-118230217,1922,151949,39076,3101,96110,1,0,7,7,0
3743,12200376,1,2,1,716,4335,33961680,-118235046,1948,202057,396053,3101,95982,1,0,7,7,0
3744,12200399,2,3,2,1138,5332,33962868,-118234051,1961,286800,396053,3101,95982,1,0,7,7,0
3745,12201322,1,3,1,1149,5872,33965456,-118249779,1947,219469,396053,3101,95982,1,0,7,7,0
3746,12202002,2,3,2,1686,5102,33965845,-118257218,1926,72143,12447,3101,95982,1,0,7,7,0
3747,12202278,1,2,1,1105,5099,33964417,-118258363,1930,81987,12447,3101,95982,1,0,7,7,0
3748,12202730,2,2,2,1400,5194,33960785,-118258825,1925,33666,12447,3101,95982,2,0,2,7,0
3749,12203739,4,8,4,2620,6563,33974000,-118275000,1919,325362,12447,3101,95984,4,0,2,7,0
3750,12204096,4,6,4,2544,6300,33969553,-118275622,1998,269635,12447,3101,95984,2,0,2,7,0
3751,12204455,2,3,2,1530,5325,33964784,-118274848,1922,276857,12447,3101,95984,2,0,2,7,0
3752,12204524,2,2,2,1012,5305,33964414,-118278104,1912,247000,12447,3101,95984,2,0,2,7,0
3755,12205282,5,10,5,3042,7598,33967526,-118283494,1922,227462,12447,3101,96025,4,0,2,7,0
3756,12205564,1,2,1,952,4000,33964293,-118299043,1936,144169,12447,3101,96025,1,0,7,7,0
3757,12205687,2,2,2,1384,4290,33965331,-118297935,1940,289983,12447,3101,96025,1,0,7,7,0
3758,12205787,2,2,2,1436,4590,33964166,-118295896,1932,183669,12447,3101,96025,1,0,7,7,0
3759,12206217,3,3,3,1304,56936,33966600,-118292000,1998,130426,12447,3101,96025,1,1,2,7,0
3760,12206438,2,2,2,1664,6676,33966106,-118299884,1942,355079,12447,3101,96028,2,0,2,7,0
3761,12206622,2,2,2,1032,6689,33964839,-118299886,1941,183672,12447,3101,96028,1,0,7,7,0
3762,12206760,3,4,3,1639,6674,33963342,-118304248,1938,135349,12447,3101,96028,2,0,2,7,0
3763,12206806,2,3,2,1577,6676,33963350,-118300878,1930,179208,12447,3101,96028,1,0,7,7,0
3764,12206852,3,5,3,1964,6678,33962443,-118303224,1930,408129,12447,3101,96028,3,0,2,7,0
3765,12206921,1,2,1,1184,6788,33962060,-118306920,1927,258868,12447,3101,96028,1,0,7,7,0
3766,12206967,1,2,1,960,6769,33961162,-118305403,1920,270000,12447,3101,96028,1,0,7,7,0
3767,12207036,3,5,3,2127,6977,33960642,-118300883,1923,268503,12447,3101,96028,2,0,2,7,0
3768,12207603,1,3,1,1354,5675,33963336,-118315519,1929,362800,12447,3101,96028,1,0,7,7,0
3769,12208208,2,2,2,1558,6712,33956592,-118310098,1940,50739,12447,3101,96028,1,0,7,7,0
3770,12208338,2,3,2,1562,6603,33953883,-118309926,1941,193959,12447,3101,96028,1,0,7,7,0
3771,12208629,1,2,1,1195,6059,33954667,-118316040,1940,44625,12447,3101,96028,1,0,7,7,0
3772,12208836,2,3,2,1352,5399,33953918,-118304511,1931,262000,12447,3101,96028,1,0,7,7,0
3773,12208936,1,3,1,1327,5622,33956103,-118301879,1930,174677,12447,3101,96028,1,0,7,7,0
3774,12209036,1,2,1,1120,6986,33956777,-118301879,1925,245305,12447,3101,96028,1,0,7,7,0
3775,12209189,2,4,2,1897,4633,33955621,-118300193,1929,280000,118914,3101,96028,1,0,7,7,0
3776,12209380,2,3,2,1425,6507,33954665,-118306233,1930,46257,12447,3101,96028,1,0,7,7,0
3777,12209875,1,2,1,984,4247,33958187,-118286324,1939,253155,12447,3101,96025,1,0,7,7,0
3778,12210158,2,3,2,2290,5806,33953022,-118287571,1936,159544,12447,3101,96025,1,0,2,7,0
3779,12210288,1,3,1,1174,6686,33950717,-118280373,1921,48441,12447,3101,95984,1,0,7,7,0
3780,12210464,1,4,1,1099,6300,33951637,-118283376,1905,134685,12447,3101,96025,1,0,2,7,0
3781,12211225,1,2,1,996,3576,33956572,-118279054,1927,141243,12447,3101,95984,1,0,7,7,0
3782,12211370,2,4,2,1273,5694,33955328,-118277996,1990,330040,12447,3101,95984,2,1,2,7,0
3783,12211599,1,2,1,1116,5395,33952159,-118276692,1926,240000,12447,3101,95984,1,0,7,7,0
3785,12212537,1,2,1,984,5141,33955823,-118263301,1925,99590,12447,3101,95983,1,0,7,7,0
3786,12212759,1,2,1,993,5800,33953530,-118258371,1940,132842,12447,3101,95983,1,0,7,7,0
3788,12213509,2,2,2,1291,5016,33955860,-118251878,1925,122435,396053,3101,95983,2,0,2,7,0
3789,12213739,4,5,4,2416,4871,33959500,-118249000,1931,366000,396053,3101,95983,2,0,2,7,0
3791,12214030,4,4,4,3414,6988,33953568,-118246943,1914,388000,12447,3101,95983,4,0,2,7,0
3792,12214183,2,3,2,950,6254,33956999,-118243610,1928,252000,396053,3101,95983,1,0,7,7,0
3793,12214457,2,3,2,1386,7020,33955843,-118240695,1942,242831,396053,3101,95983,1,0,7,7,0
3794,12214518,1,2,1,838,3387,33958756,-118239582,1953,176982,396053,3101,95983,1,0,7,7,0
3795,12214587,1,2,1,880,5361,33955253,-118239102,1908,120653,396053,3101,95983,1,0,7,7,0
3796,12214709,5,7,5,2758,6750,33958927,-118238446,1992,199061,396053,3101,95983,2,0,2,7,0
3797,12214732,1,3,1,950,3375,33958823,-118237312,1958,263300,396053,3101,95983,1,0,7,7,0
3798,12215112,3,4,3,1489,6604,33956096,-118236278,1975,304497,396053,3101,95983,1,0,2,7,0
3799,12215378,1,3,1,862,3375,33951523,-118232283,1957,219295,396053,3101,95983,1,0,7,7,0
3800,12215713,1,3,1,817,3375,33949602,-118235709,1957,17080,12447,3101,95983,1,0,7,7,0
3802,12215919,2,4,2,1302,6084,33959231,-118297425,1910,184367,118914,3101,96025,1,0,7,7,0
3803,12215972,3,3,3,1536,6084,33959242,-118293214,1912,221243,118914,3101,96025,3,0,2,7,0
3804,12216789,2,3,2,1432,6250,33946325,-118247855,1980,154866,12447,3101,95983,1,0,2,7,0
3805,12216812,3,4,3,1692,3125,33946324,-118247236,1993,169248,12447,3101,95983,1,0,2,7,0
3806,12217178,1,3,1,858,8648,33952531,-118241295,1940,200000,12447,3101,95983,1,0,7,7,0
3808,12217400,1,1,1,748,6431,33951663,-118240695,1922,109690,12447,3101,95983,1,0,7,7,0
3809,12217469,1,2,1,977,7149,33949260,-118239071,1948,127917,12447,3101,95983,1,0,7,7,0
3810,12217492,1,3,1,1107,6646,33947674,-118239059,1950,145122,12447,3101,95983,1,0,7,7,0
3811,12217713,2,4,2,1810,5102,33952796,-118251413,1914,113686,396053,3101,95983,2,0,2,7,0
3812,12217882,1,2,1,1092,5116,33950870,-118250873,1930,126594,396053,3101,95983,1,0,7,7,0
3813,12217905,2,2,2,1294,4810,33950411,-118251439,1930,28710,396053,3101,95983,1,0,7,7,0
3815,12218142,1,2,1,1152,6100,33946708,-118250215,1936,170558,396053,3101,95983,1,0,7,7,0
3816,12218393,3,3,3,2300,4340,33952620,-118260709,1938,326393,12447,3101,95983,1,0,2,7,0
3817,12218539,1,3,1,1052,5025,33951751,-118260317,1926,126194,12447,3101,95983,1,0,7,7,0
3818,12219015,2,4,2,1710,4800,33947723,-118261775,1978,176621,12447,3101,95983,1,0,7,7,0
3819,12219038,1,2,1,777,4800,33948085,-118263439,1928,126263,12447,3101,95983,1,0,7,7,0
3820,12219153,3,6,3,1915,5250,33945923,-118258152,1953,107677,12447,3101,95983,1,0,2,7,0
3821,12219399,1,3,1,1327,7648,33943902,-118263702,1944,33814,12447,3101,95983,1,0,7,7,0
3822,12219468,1,2,1,810,5019,33942366,-118260623,1944,24425,12447,3101,95983,1,0,7,7,0
3823,12219591,2,2,2,840,3028,33943055,-118255093,1924,227000,12447,3101,95983,1,0,7,7,0
3824,12219614,2,3,2,1014,3305,33942112,-118255429,1925,172440,12447,3101,95983,1,0,7,7,0
3825,12219706,1,2,1,854,5199,33939846,-118255479,1942,92920,12447,3101,95983,1,0,7,7,0
3826,12219928,1,2,1,748,5201,33939501,-118258447,1924,138577,12447,3101,95983,1,0,7,7,0
3827,12220272,2,3,2,1166,5098,33946724,-118271731,1926,49970,12447,3101,95984,1,0,7,7,0
3828,12220906,2,3,2,1438,4825,33952605,-118265618,1926,201192,12447,3101,95984,1,0,7,7,0
3829,12220990,2,2,2,1227,5565,33949918,-118264935,1942,174217,12447,3101,95984,1,0,7,7,0
3830,12221074,1,2,1,576,5084,33946747,-118265994,1926,17902,12447,3101,95984,1,0,7,7,0
3831,12221181,2,4,2,1656,5766,33951630,-118278361,1926,31772,12447,3101,95984,2,0,2,7,0
3832,12221295,2,6,2,1536,5405,33948536,-118274978,1986,148597,12447,3101,95984,2,0,2,7,0
3834,12221547,1,3,1,945,3567,33945248,-118274933,1928,160718,12447,3101,95984,1,0,7,7,0
3835,12221677,3,6,3,2213,8105,33943457,-118276083,1921,236831,12447,3101,95984,2,0,2,7,0
3836,12221998,1,2,1,1120,5100,33944328,-118286954,1924,189339,12447,3101,96025,1,0,7,7,0
3837,12222251,2,3,2,1351,5100,33944859,-118283156,1975,92338,12447,3101,96025,1,0,7,7,0
3838,12222633,1,2,1,686,4414,33943435,-118280981,1925,197220,12447,3101,95984,1,0,7,7,0
3839,12223216,2,3,2,1222,5998,33947935,-118304031,1925,342000,12447,3101,96028,1,0,7,7,0
3840,12223338,2,3,2,1080,6500,33948077,-118306631,1924,191737,12447,3101,96028,1,0,7,7,0
3841,12223689,4,6,4,3132,9231,33950030,-118298394,1952,460000,118914,3101,96025,4,0,2,7,0
3842,12224262,1,2,1,1314,5100,33951715,-118315284,1941,45030,12447,3101,96028,1,0,7,7,0
3843,12224362,3,3,3,2184,5904,33952367,-118308888,1941,182237,12447,3101,96028,3,0,2,7,0
3844,12224531,2,2,2,1251,5000,33950993,-118311128,1940,42584,12447,3101,96028,1,0,7,7,0
3845,12224777,2,4,2,2708,5699,33947399,-118316510,1948,154685,12447,3101,96028,1,0,7,7,0
3846,12225168,2,4,2,2244,5728,33940485,-118316528,1947,193547,118914,3101,96028,2,1,2,7,0
3847,12225268,2,2,2,1490,6739,33941121,-118311705,1937,44420,12447,3101,96028,1,0,7,7,0
3848,12225705,2,3,2,1530,6501,33942616,-118306210,1938,150131,12447,3101,96028,1,0,7,7,0
3849,12225858,2,3,2,1555,5809,33939371,-118304623,1948,216402,118914,3101,96028,2,0,2,7,0
3850,12226141,1,2,1,910,5687,33944707,-118302946,1923,159898,118914,3101,96028,1,0,7,7,0
3851,12226477,1,2,1,624,3605,33939810,-118295872,1922,154108,118914,3101,96025,1,0,7,7,0
3852,12226500,2,3,2,1462,3360,33938958,-118295829,1923,267866,118914,3101,96025,1,0,2,7,0
3853,12226881,1,4,1,1208,4829,33941252,-118289784,1924,289000,12447,3101,96025,1,0,2,7,0
3854,12226927,1,3,1,1267,4802,33940124,-118288880,1926,49349,12447,3101,96025,1,0,7,7,0
3855,12226973,2,3,2,1321,4801,33938473,-118289148,1938,54848,12447,3101,96025,1,0,7,7,0
3856,12227019,2,3,2,1615,6000,33937890,-118286367,1939,41951,12447,3101,96025,2,0,2,7,0
3857,12227165,2,3,2,1468,4804,33941751,-118287065,1925,138206,12447,3101,96025,1,0,2,7,0
3858,12228099,2,3,2,1324,5180,33942571,-118267516,1916,27079,12447,3101,95984,2,0,2,7,0
3859,12228298,4,8,4,2550,5400,33940759,-118266017,2008,430000,12447,3101,95984,2,0,2,4,0
3860,12228321,1,2,1,1054,4000,33940469,-118268311,1947,159783,12447,3101,95984,1,0,7,7,0
3861,12228596,1,3,1,984,5400,33938534,-118271988,1923,198691,12447,3101,96042,1,0,7,7,0
3862,12228757,1,3,1,992,5199,33940389,-118249806,1944,235000,12447,3101,95983,1,0,7,7,0
3863,12229170,1,2,1,893,3121,33940882,-118239652,1952,150625,12447,3101,95983,1,0,7,7,0
3864,12229895,1,3,1,912,3250,33939177,-118232131,1957,190575,12447,3101,95983,1,0,7,7,0
3865,12230231,1,2,1,675,4875,33934876,-118236276,1952,131512,12447,3101,96040,1,0,7,7,0
3866,12230254,2,5,2,2253,5162,33934489,-118237107,1908,166244,12447,3101,96040,2,0,2,7,0
3868,12230437,1,4,1,1100,6407,33934514,-118233093,1924,118482,12447,3101,96040,1,0,7,7,0
3869,12230483,3,5,3,1173,3197,33934025,-118233795,1941,241735,12447,3101,96040,1,0,7,7,0
3870,12230529,2,2,2,812,3204,33933133,-118234870,1915,102034,12447,3101,96040,1,0,7,7,0
3872,12231108,2,4,2,1249,5203,33937347,-118235250,1972,169766,12447,3101,96040,1,0,2,7,0
3873,12231131,1,3,1,1019,5195,33937895,-118234689,1946,127919,12447,3101,96040,1,0,7,7,0
3874,12231154,1,1,1,605,5196,33937893,-118234211,1938,112968,12447,3101,96040,1,0,7,7,0
3875,12231453,1,2,1,680,3142,33936663,-118230132,1924,113088,12447,3101,96040,1,0,7,7,0
3878,12232055,2,3,2,1026,3250,33934132,-118241115,1925,200375,12447,3101,96040,2,0,2,7,0
3879,12232506,1,3,1,1233,5854,33937073,-118251088,1944,140499,12447,3101,96040,1,0,7,7,0
3880,12232567,2,3,2,1500,7693,33937524,-118246997,1950,38505,12447,3101,96040,1,0,7,7,0
3881,12232666,2,4,2,1633,5676,33935552,-118248754,1944,326393,12447,3101,96040,2,0,2,7,0
3882,12232803,2,4,2,1552,5916,33932489,-118250956,1941,188696,12447,3101,96040,1,0,7,7,0
3883,12232826,1,3,1,870,4973,33931672,-118252009,1950,75177,12447,3101,96040,1,0,7,7,0
3884,12233062,2,3,2,908,4801,33935877,-118261247,1924,86240,12447,3101,96040,1,0,7,7,0
3885,12233123,2,3,2,1078,5801,33937500,-118258049,1948,234000,12447,3101,96040,1,0,7,7,0
3886,12233169,1,3,1,1056,4861,33936996,-118257916,1937,139718,12447,3101,96040,1,0,2,7,0
3887,12233481,3,4,3,1919,5557,33930707,-118259454,1984,205745,12447,3101,96040,1,0,2,7,0
3888,12233619,1,3,1,1080,4343,33933455,-118258493,1924,181219,12447,3101,96040,1,0,7,7,0
3889,12233956,2,2,2,1261,4601,33934655,-118254332,1938,172441,12447,3101,96040,2,0,2,7,0
3890,12234062,1,2,1,902,5446,33938013,-118268178,1920,113531,12447,3101,96042,1,0,2,7,0
3891,12234085,1,2,1,660,3977,33938011,-118265688,1925,16266,12447,3101,96042,1,0,7,7,0
3892,12234108,3,5,3,3605,7986,33937134,-118269398,1923,450827,12447,3101,96042,2,0,2,7,0
3893,12234246,1,2,1,1000,5325,33935396,-118271015,1924,26113,12447,3101,96042,1,0,7,7,0
3894,12234445,2,4,2,2733,8647,33933632,-118269202,1924,298851,12447,3101,96042,2,0,2,7,0
3896,12234841,5,7,5,3232,8373,33939835,-118274466,1924,365738,12447,3101,95984,2,0,2,7,0
3897,12235085,1,2,1,1223,5321,33935388,-118274433,1939,133034,12447,3101,96042,1,0,7,7,0
3898,12235108,1,2,1,712,5300,33935382,-118275448,1927,162674,12447,3101,96042,1,0,7,7,0
3899,12235131,4,7,4,2464,7214,33934899,-118276837,1952,245180,12447,3101,96042,4,0,2,7,0
3900,12235276,4,6,4,2178,6720,33932279,-118273331,1948,382514,12447,3101,96042,2,0,2,7,0
3901,12235390,1,3,1,1151,5916,33937042,-118289835,1946,38499,12447,3101,96025,1,0,7,7,0
3902,12235482,2,3,2,2832,8707,33934885,-118288657,1938,292012,12447,3101,96025,1,0,7,4,0
3903,12235505,1,2,1,1188,7991,33934894,-118286721,1941,195077,12447,3101,96025,1,0,2,7,0
3904,12235888,2,4,2,1938,5214,33937091,-118282397,1923,52892,12447,3101,96025,2,0,2,7,0
3905,12236124,1,2,1,896,5319,33935859,-118280421,1927,189551,12447,3101,96042,1,0,7,7,0
3906,12236604,1,2,1,1008,8998,33933495,-118295425,1927,52534,118914,3101,96025,1,0,2,7,0
3907,12236627,1,2,1,1104,4497,33933530,-118294232,1924,204817,118914,3101,96025,1,0,2,7,0
3908,12236979,1,3,1,1236,5460,33937652,-118306180,1946,43000,118914,3101,96028,1,0,7,7,0
3909,12237079,2,3,2,1513,5460,33935475,-118305843,1947,67044,118914,3101,96028,1,0,7,7,0
3910,12237417,2,4,2,1751,5250,33933076,-118302290,1947,349852,118914,3101,96028,1,0,7,7,0
3911,12237517,1,3,1,1184,5250,33934526,-118301627,1947,298478,118914,3101,96028,1,1,2,7,1
3912,12237732,1,3,1,1505,5983,33935335,-118316527,1947,54210,118914,3101,96028,1,0,7,7,0
3913,12237955,2,3,2,1810,6848,33937133,-118312762,1946,252753,118914,3101,96028,1,1,2,7,0
3914,12238551,1,2,1,813,4997,33926304,-118296989,1949,126920,118875,3101,96025,1,0,7,7,0
3915,12238826,2,3,2,990,48789,33930600,-118296000,1985,126863,118875,3101,96025,1,0,2,7,0
3916,12239497,2,3,2,1486,5564,33925292,-118269166,1923,283912,12447,3101,96042,1,0,7,7,0
3917,12239711,3,4,3,1164,4500,33926245,-118261416,1924,212149,12447,3101,96040,1,0,7,7,0
3918,12239734,2,3,2,1434,5561,33925290,-118263162,1908,41037,12447,3101,96040,1,0,7,7,0
3919,12239849,1,2,1,920,6250,33926588,-118260969,2010,156295,12447,3101,96040,1,0,7,7,0
3920,12240018,1,2,1,789,5451,33925040,-118254787,1944,260000,12447,3101,96040,1,0,7,7,0
3921,12240118,1,2,1,816,5554,33926842,-118256606,1944,29536,12447,3101,96040,1,0,7,7,0
3922,12240141,1,2,1,836,6505,33928871,-118257036,1939,135862,12447,3101,96040,1,0,7,7,0
3923,12240217,3,6,3,2382,7239,33923347,-118272255,1924,250647,12447,3101,96042,2,0,2,7,0
3924,12240378,2,3,2,1657,5346,33921118,-118269834,1955,209018,118994,3101,96042,1,0,7,7,0
3925,12241272,1,1,1,537,3249,33927095,-118274356,1939,152583,12447,3101,96042,1,0,2,7,0
3926,12241310,2,5,2,1550,4558,33927092,-118275774,1933,327000,12447,3101,96042,1,0,7,7,0
3927,12241425,2,3,2,1888,5199,33925808,-118274596,1994,155828,12447,3101,96042,1,0,7,7,0
3928,12241899,2,2,2,1038,6552,33925275,-118288987,1949,97442,12447,3101,96025,1,0,7,7,0
3930,12242236,1,2,1,888,7004,33922748,-118294432,1946,223578,118875,3101,96025,1,0,7,7,0
3931,12242359,2,3,2,1173,7000,33921342,-118292839,1955,230834,118875,3101,96025,1,0,7,7,0
3932,12242666,2,3,2,1791,7006,33917646,-118294288,1959,173215,118875,3101,96025,1,0,2,4,0
3933,12242848,1,3,1,1034,7004,33918042,-118303252,1951,229335,118875,3101,96028,1,0,7,7,0
3934,12243063,3,4,3,1914,7001,33919913,-118305322,1962,203460,118875,3101,96028,1,0,2,4,0
3935,12243132,2,3,2,1426,7017,33920801,-118301149,1950,92830,118875,3101,96028,1,0,7,7,0
3937,12244727,1,3,1,819,6851,33895171,-118304178,1941,238793,45398,3101,96104,1,0,7,7,0
3938,12244888,2,2,2,1049,64074,33895300,-118302000,1979,224344,45398,3101,96104,1,0,7,4,0
3940,12245445,7,8,7,3532,7237,33887136,-118306497,1967,133166,45398,3101,96104,4,0,2,7,0
3941,12245559,3,3,3,1350,19335,33885172,-118304552,1991,297861,45398,3101,96104,1,0,2,4,0
3942,12245811,2,3,2,1929,6048,33880696,-118299182,1925,49934,45398,3101,96104,2,0,2,7,0
3943,12245834,2,3,2,1432,7501,33881382,-118300217,1931,64016,45398,3101,96104,1,0,7,7,0
3944,12245964,3,3,3,1935,4996,33878641,-118305267,1996,335154,45398,3101,96104,1,0,2,4,0
3945,12246522,4,7,4,3094,7501,33878604,-118302589,1968,332488,45398,3101,96104,3,0,2,7,0
3946,12246803,3,2,3,1182,34487,33868400,-118300000,1983,271000,45398,3101,96105,1,0,2,4,0
3947,12246849,2,3,2,2175,9498,33867680,-118300921,1955,127576,45398,3101,96105,1,0,7,7,0
3948,12246964,1,3,1,1096,6223,33867819,-118302220,1954,135499,45398,3101,96105,1,0,7,7,0
3949,12247110,2,4,2,1780,8010,33874738,-118299034,1959,467276,45398,3101,96104,1,0,2,4,0
3950,12247325,3,5,3,1868,5981,33861746,-118301915,1955,297125,12447,3101,96105,1,0,7,7,0
3951,12247640,2,3,2,1492,6537,33862486,-118289884,1956,217654,12447,3101,96105,1,0,2,7,0
3952,12247755,2,3,2,1240,5977,33862486,-118293502,1954,67682,12447,3101,96105,1,0,7,7,0
3953,12248001,2,3,2,1481,5771,33862922,-118291335,1957,420000,12447,3101,96105,1,0,2,7,1
3954,12248062,8,9,8,4459,6900,33880365,-118292148,1989,633534,45398,3101,96104,4,0,2,4,0
3955,12248100,1,2,1,988,4756,33880947,-118292717,1930,360000,45398,3101,96104,1,0,7,7,0
3956,12248244,3,3,3,1483,10328,33879300,-118297000,1991,204600,45398,3101,96104,1,0,2,4,0
3957,12248427,2,3,2,1371,5560,33878836,-118292731,1949,360810,45398,3101,96104,1,0,7,7,0
3958,12248749,2,3,2,1325,5247,33866856,-118293140,1957,397791,45398,3101,96105,1,0,2,4,0
3959,12249714,1,2,1,784,5406,33883919,-118294306,1947,233531,45398,3101,96104,1,0,7,7,0
3960,12250082,2,2,2,1018,37090,33889700,-118296000,1962,151220,45398,3101,96104,1,0,2,4,1
3961,12250242,2,3,2,1280,6285,33898405,-118297917,1954,350000,45398,3101,96104,1,0,7,7,0
3962,12250265,3,5,3,2219,5186,33898129,-118298252,1966,106555,45398,3101,96104,1,0,2,4,0
