zpid,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,yearbuilt,latitude,longitude,cityid,countyid,zipcpde,rooms,units,airconditiontype,heatsystemtype,buildingquality,pools,amount
12894861,3,5,3,2862,,2012,34095803,-117737931,20008,3101,96507,0,1,1,2,4,,470294
11302247,2,3,2,1990,8126,2013,34686841,-118073175,5534,3101,97318,0,1,1,2,4,,251539
11612922,2,2,2,1544,,2008,34048900,-118432000,12447,3101,96006,0,1,1,2,10,,328377
12117052,2,3,2,1834,,1947,34167310,-118106297,47019,3101,96292,0,1,1,2,7,,647604
11025260,3,3,3,1557,,2012,34244234,-118408321,12447,3101,96361,0,1,1,2,4,,276951
12990236,3,4,3,1444,,2011,34082390,-117972501,10241,3101,96465,0,1,1,2,4,,274594
11898542,2,2,2,1410,,2012,34092500,-118132000,50677,3101,96531,0,1,,20,4,,563079
10933496,0,0,,,,,34132930,-118352131,12447,3101,96049,0,,,,,,541190
11746683,2,2,2,1290,,2009,34049300,-118289000,12447,3101,95987,0,1,1,2,4,,469190
13026251,3,4,3,3016,,2011,34141922,-117896736,37015,3101,96464,0,1,1,2,4,,651097
12535216,6,6,6,2670,,1992,33771410,-118148539,46298,3101,96246,0,2,1,2,7,,452515
10828099,3,4,3,2211,,1953,34202932,-118440716,12447,3101,96414,0,1,1,2,4,,414438
14358596,0,0,,,,,33696310,-117731806,52650,1286,96952,0,,,,,,1250493
14358717,0,0,,,,,33699168,-117725762,52650,1286,96952,0,,,,,,843259
14672564,2.5,3,2,1646,,2012,33912931,-117901799,17150,1286,97035,0,,,,,,474453
14358005,4,4,4,3019,4250,2013,33700587,-117716394,52650,1286,96952,0,,,,,,1086683
14747303,3.5,4,3,2044,,2011,33773041,-117941743,24832,1286,97050,0,,,,,,451472
14672571,3,3,3,1591,,2012,33910483,-117869802,17150,1286,97035,0,,,,,,461074
14358781,4.5,5,4,2937,4680,2014,33699055,-117726973,52650,1286,96952,0,,,,,,1016741
14526019,0,0,,,,,33811100,-117839000,33252,1286,97065,0,,,,,,6759
14156542,4.5,5,4,3709,6210,2013,33927906,-117863152,17150,1286,97035,0,,,,,1,1137819
14358841,2,3,2,1746,5018,2013,33699596,-117724452,52650,1286,96952,0,,,,,,850113
14526295,0,0,,,,,33740870,-117839306,27491,1286,97016,0,,,,,,49484
17123536,3,4,3,2783,41825,1940,34239862,-119043571,51239,2061,97089,8,,,,,,527759
17185885,2.5,3,2,1672,,2014,34150875,-119173341,13150,2061,97104,6,,,,,,373822
12246234,4,3,4,2300,,2012,33871600,-118304000,45398,3101,96104,0,1,1,2,1,,537875
12879064,3,4,3,2700,,2014,34036843,-117740171,20008,3101,96506,0,1,1,2,4,,244795
17266066,2.5,3,2,1734,,2015,34178794,-118908369,34278,2061,96351,6,,,,,,273067
17205661,0,0,,,4385,,34300853,-118867168,25974,2061,97097,0,,,,,,10899
11491205,4,3,4,2100,,2013,33870266,-118365326,33612,3101,96124,0,1,,2,1,,810000
13027193,3,2,3,1440,,2014,34137900,-117896000,37015,3101,96464,0,1,1,2,4,,391365
12658329,1,1,1,841,,1919,33342181,-118324604,3491,3101,96207,0,1,,7,7,,387592
12072522,2,4,2,1936,,1966,34171384,-118242134,45457,3101,96326,0,1,,2,4,,841482
13027244,3,3,3,1481,,2014,34138300,-117890000,11626,3101,96464,0,1,1,2,4,,416800
14366600,2.5,3,2,1621,2178,2014,33668907,-117679417,32380,1286,96962,0,,,,,,627373
10931116,4,5,4,2812,,2012,34153808,-118363081,12447,3101,96447,0,1,1,2,1,,932394
12768396,3,4,3,2285,,2013,34047889,-118015900,51861,3101,96479,0,1,1,2,4,,202723
12246242,4,3,4,2090,,2012,33871600,-118304000,45398,3101,96104,0,1,1,2,1,,530593
11617720,4,3,4,2020,,2011,34056609,-118437233,12447,3101,96005,0,1,1,2,4,,461073
12666644,7,8,7,6217,,2015,33826871,-118383093,33612,3101,96123,0,2,1,7,10,,1350179
11143386,3,3,3,2368,,2014,34396886,-118483119,54311,3101,96352,0,1,1,2,4,,487500
11790209,0,0,,,,,34060133,-118269092,12447,3101,96038,0,,,,,,3772036
14366597,2.5,3,2,1621,2193,2014,33668777,-117679025,32380,1286,96962,0,,,,,,616823
14672204,3,4,3,2418,,2013,33490418,-117641576,33840,1286,96985,0,,,,,,680000
14683256,2,2,2,1378,,2013,33707789,-117746978,52650,1286,96954,0,,,,,,533337
14674999,3,3,3,1652,,2013,33698058,-117714352,52650,1286,96952,0,,,,,,606091
14366909,0,0,,,,,33670514,-117683079,32380,1286,96962,0,,,,,,265303
14355801,2.5,3,2,2417,3600,2014,33710801,-117744353,52650,1286,96954,0,,,,,,404296
14618473,2.5,3,2,2021,,2014,33690935,-117755665,52650,1286,96954,0,,,,,,811652
14518448,0,0,,,,,33509400,-117647000,33840,1286,96985,0,,,,,,12367
14460122,3,4,3,2695,4621,2013,33552772,-117722119,33840,1286,96998,0,,,,,,936601
14608519,2,3,2,1549,,2013,33526574,-117625317,33840,1286,96998,0,,,,,,545860
14672163,3,4,3,2418,,2013,33489968,-117640999,33840,1286,96985,0,,,,,,721171
14675010,3,3,3,1631,,2013,33698193,-117714557,52650,1286,96952,0,,,,,,610440
14600782,3,3,3,2290,,2013,33677065,-117848124,52650,1286,96947,0,,,,,,827193
13027325,0,0,,,,,34130992,-117902704,37015,3101,96464,0,,,,,,390000
13055982,4,5,4,5894,,1989,34151700,-117873852,11626,3101,96486,0,1,1,2,1,,1849829
11683879,3,3,3,3232,,2010,34030656,-118763886,12520,3101,96116,0,1,,20,10,,1733966
12865992,4,3,4,1848,,2014,34127591,-117727910,30908,3101,96469,0,1,1,2,4,,103485
11077012,3,3,3,2399,,1963,34267965,-118608932,12447,3101,96346,0,1,1,2,4,1,1303204
12009505,3,2,3,1394,,2014,34098090,-118315990,12447,3101,96009,0,1,1,2,4,,379917
14675075,2,2,2,1318,,2013,33697748,-117713797,52650,1286,96952,0,,,,,,578240
12109773,3,3,3,1740,,2014,34138161,-118139185,47019,3101,96289,0,1,1,2,4,,387616
14601075,3,3,3,2290,,2014,33675514,-117847067,52650,1286,96947,0,,,,,,834990
14755758,0,0,,,,,33910985,-117847708,17150,1286,97037,0,,,,,,824653
14682120,4,4,4,2278,,2014,33708685,-117743169,52650,1286,96954,0,,,,,,913483
14723538,0,0,,,,,33736118,-117755511,52650,1286,96939,0,,,,,,897598
12379083,3,3,3,1495,,2014,34001186,-118114897,25953,3101,96192,0,1,1,2,4,,414560
10756455,4,3,4,2952,,2006,34130065,-118641390,37688,3101,96337,0,1,1,2,1,,667361
11817654,0,0,,,,,34084678,-118160795,12447,3101,96013,0,,,,,,
12103276,0,0,,,,,34143639,-118140887,47019,3101,96289,0,,,,,,821083
11333997,2,3,2,1320,,1979,34667383,-118390439,25468,3101,97316,0,1,,2,7,,146105
11585171,3,2,3,1320,,2012,34019600,-118476000,26964,3101,96151,0,1,1,2,1,,778718
10902460,0,0,,,,,34161377,-118401205,12447,3101,96452,0,,,,,,1305189
10737809,0,0,,,105400,,34161312,-118683143,,3101,96337,0,,,,,,9
10754409,0,0,,,45021,,34147659,-118651828,37688,3101,96337,0,,,,,,9
10780409,0,0,,2960,17380,1964,34190753,-118534793,12447,3101,96364,0,,,,7,,938279
10861209,0,0,,3960,8105,1948,34148915,-118430685,12447,3101,96424,0,,,,7,,1121977
10899209,0,0,,4996,6003,1947,34162694,-118372044,12447,3101,96446,0,,,,,,333866
10901209,0,0,,3403,8226,1940,34164410,-118387251,12447,3101,96446,0,4,,,,,925000
10928409,0,0,,1316,2625,1952,34170562,-118360332,12447,3101,96446,0,,,,,,405923
10946409,0,0,,3160,4827,1949,34186101,-118308796,396054,3101,96434,0,,,,,,419263
10972409,0,0,,,,,34308999,-118427284,12447,3101,96368,0,,,,,,155000
10990209,0,0,,6792,50849,1980,34232858,-118365343,12447,3101,96375,0,,,,7,,2126066
11101209,2,4,2,1608,10185,1958,34221093,-118541970,12447,3101,96354,0,1,,2,7,1,289982
11118609,0,0,,,64761,,34434495,-118552877,54311,3101,96377,0,,,,,,9
11119409,0,0,,,42275,,34442918,-118549423,54311,3101,96377,0,,,,,,9
11127209,0,0,,,1492,,34277161,-118597623,,3101,96346,0,,,,,,4765
11156809,0,0,,,,,34296623,-118376446,,3101,96368,0,,,,,,66626
11194209,0,0,,3576,55163,1950,34630105,-118153526,40227,3101,97329,0,1,,,,,57534
11285209,2,3,2,1838,7150,1956,34677107,-118140526,5534,3101,97317,0,1,1,2,7,,157000
11347609,0,0,,,82382,,34464535,-118555344,,3101,96377,0,,,,,,9
11395609,0,0,,4465,,1949,33961477,-118317162,12447,3101,96137,0,,,,,,277160
11416409,0,0,,2875,5892,1932,33941167,-118352126,45888,3101,96136,0,,,,,,140568
11425209,0,0,,140,5551,1948,33908046,-118333816,42150,3101,96107,0,1,,,7,,92062
11441409,0,0,,,3000,,33898783,-118352856,46178,3101,96111,0,,,,,,
11467809,0,0,,,1100,,33959528,-118400089,12447,3101,96026,0,,,,,,221
11476009,0,0,,1464,8470,1947,33919729,-118410956,55753,3101,96103,0,2,,,7,,947764
11483609,3,4,3,2064,,2013,33915086,-118372591,55753,3101,96107,0,1,1,2,4,1,932275
11485209,3,3,3,1410,22619,2006,33896300,-118377000,,3101,96107,0,1,1,2,1,,537773
11514809,0,0,,1862,2902,1940,33854758,-118396815,29712,3101,96109,0,2,,,7,,325967
11525609,0,0,,,,,33973357,-118418108,,3101,,0,,,,,,1288000
11546009,0,0,,3672,2399,1990,33989380,-118472010,12447,3101,96127,0,2,13,,4,,1128390
11547209,3,3,3,2026,3392,1922,33991370,-118467117,12447,3101,96127,0,3,,,7,,4079920
11564809,0,0,,1288,1424,1923,34043761,-118455641,12447,3101,96006,0,1,,,7,,580980
11583009,3,2,3,1486,,2007,34026000,-118495000,26964,3101,96150,0,1,1,2,1,,1095508
11608809,3,3,3,1689,11791,1991,34056400,-118424000,12447,3101,96006,0,1,1,2,1,,744584
11611609,0,0,,5207,6614,1956,34040924,-118427844,12447,3101,96045,0,,,,7,,1178539
11626809,0,0,,7553,11245,1996,34059638,-118388571,10389,3101,96087,0,,,,,,7246029
11627409,0,0,,10753,9419,1925,34055111,-118383049,12447,3101,96016,0,,,,7,,1201936
11652009,0,0,,,10552,,34114250,-118445880,12447,3101,96058,0,,,,,,505
11690409,0,0,,,38340,,34042701,-118907916,12520,3101,96116,0,,,,,,20489
11705009,0,0,,11092,6770,,34000460,-118290997,12447,3101,96018,0,,,,7,,456132
11717409,0,0,,5856,6702,1924,34017127,-118307636,12447,3101,96043,0,,,,7,,533001
11718809,0,0,,,7004,,34012930,-118281437,12447,3101,96018,0,,,,,,358612
11727209,2,4,2,2508,6251,1924,34031666,-118339916,12447,3101,95997,0,2,,,7,,158544
11734009,0,0,,3444,6650,1951,34033003,-118304015,12447,3101,95999,0,1,,,7,,465172
11746009,0,0,,4680,5679,1922,34039675,-118298322,12447,3101,95988,0,,,,7,,184738
11748409,0,0,,9116,7109,1925,34050112,-118307871,12447,3101,95987,0,4,,,7,,1937962
11775009,0,0,,1222,4006,1915,34021854,-118265252,12447,3101,95992,0,1,,,7,,130186
11780209,0,0,,,,,34046011,-118261452,12447,3101,95996,0,,,,,,475328
11808809,0,0,,2779,4281,1904,34076307,-118216070,12447,3101,96012,0,,,,7,,419756
11811809,0,0,,2918,9074,1922,34065690,-118208733,12447,3101,96012,0,,,,7,,520718
11844009,0,0,,1584,5336,1950,34066043,-118107492,6021,3101,96497,0,1,,7,7,,272299
11860409,0,0,,,55012,,34042269,-118082133,54212,3101,96510,0,,,,,,9
11886609,3,2,3,1440,23470,2004,34127146,-118143545,47019,3101,96294,0,1,1,2,4,,674000
11915609,0,0,,2369,5095,1924,34091913,-118093181,33837,3101,96515,0,1,,,7,,498707
11938209,0,0,,2182,1440,1949,34065369,-118237554,12447,3101,95993,0,,,,7,,108887
11938809,0,0,,,5991,,34068160,-118238320,12447,3101,95993,0,,,,,,23845
11939609,0,0,,,334,,34077251,-118253470,12447,3101,96007,0,,,,,,480
11965809,1,2,1,962,4498,1924,34106053,-118203520,12447,3101,96023,0,1,,7,7,,545784
11966409,0,0,,4119,6336,1935,34110593,-118195270,12447,3101,96023,0,1,,,7,,78897
11972609,0,0,,1449,3340,1921,34120235,-118198627,12447,3101,96023,0,,,,7,,193498
11981809,0,0,,17708,8872,1923,34064617,-118306558,12447,3101,96001,0,,,,7,,1007559
11984809,3,3,3,1460,,2009,34064721,-118349210,12447,3101,96017,0,1,1,2,4,,721120
11986609,0,0,,5420,8803,1941,34071704,-118363880,12447,3101,96029,0,,,,7,,250822
11993009,0,0,,20900,13930,1921,34081866,-118308574,12447,3101,95985,0,10,,,,,2855944
12001009,0,0,,9136,10404,1955,34090446,-118368624,48424,3101,96027,0,4,,,7,,1269418
12005409,0,0,,5310,7151,1927,34083786,-118309894,12447,3101,96019,0,4,,,7,,143295
12006209,0,0,,18141,10015,1923,34090519,-118307148,12447,3101,96010,0,,,,7,,2070254
12011009,0,0,,8623,12774,1926,34102433,-118327655,12447,3101,96009,0,,,,,,1168436
12011609,0,0,,,3389,,34103553,-118325451,12447,3101,96009,0,,,,,,876041
12012009,0,0,,18201,11999,1919,34101272,-118331814,12447,3101,96009,0,,,,,,628702
12051809,0,0,,7788,10549,1957,34173617,-118291554,45457,3101,96320,0,5,,,7,,242097
12076809,0,0,,,10994,,34171135,-118196631,45457,3101,96325,0,,,,,,19789
12089009,0,0,,2716,7737,1936,34139233,-118216676,12447,3101,96022,0,,,,7,,542279
12103209,0,0,,9350,9409,1895,34145503,-118147485,47019,3101,96293,0,,,,,,293605
12103609,0,0,,12037,4886,1926,34149757,-118148529,47019,3101,96291,0,,13,,7,,1369639
12104209,0,0,,10300,5514,1907,34147256,-118148312,47019,3101,96291,0,,13,,4,,1953261
12179009,0,0,,,7409,,34244066,-118224213,396551,3101,96330,0,,,,,,542500
12196809,0,0,,7262,5195,1925,33973102,-118272717,12447,3101,95984,0,1,,,,,473194
12220609,0,0,,3230,10375,1923,33948965,-118268909,12447,3101,95984,0,2,,,7,,381884
12229609,0,0,,2500,7202,1962,33939008,-118228489,,3101,95983,0,2,,7,7,,215095
12234609,0,0,,1284,3375,1925,33942413,-118273303,12447,3101,95984,0,1,,,10,,31404
12268409,2,4,2,1668,9714,1957,33920186,-118240067,118994,3101,96092,0,2,,,7,,303078
12364209,0,0,,3468,8821,1948,33972033,-118200981,30399,3101,96083,0,2,,,7,,388897
12374809,0,0,,6531,7618,1956,34021617,-118132962,25953,3101,96192,0,,,,,,331552
12379209,0,0,,8466,9762,1962,34014156,-118128080,25953,3101,96192,0,,13,,7,,1215635
12400809,0,0,,7310,30721,1957,33947279,-118114583,4406,3101,96100,0,,,,,,1213005
12416409,0,0,,,6499,,33874170,-118072555,10774,3101,96206,0,,,,,,9
12429609,0,0,,,,,33845340,-118094967,12292,3101,96215,0,,,,,,9
12449809,0,0,,,2548,,33867622,-118167389,46298,3101,96239,0,,,,,,81597
12454609,0,0,,1658,4099,1923,33858667,-118184363,46298,3101,96239,0,2,,,7,,286890
12507609,0,0,,2553,7637,1946,33795931,-118158828,27103,3101,96234,0,2,,7,7,,365000
12509009,0,0,,,,,33791308,-118157036,27103,3101,96234,0,,,,,,508999
12521209,0,0,,,130572,,33773189,-118114792,46298,3101,96237,0,,,,,,9
12536809,0,0,,178,,1970,33761288,-118144740,46298,3101,96237,0,,,,,,4
12545009,0,0,,1920,4277,1928,33765431,-118156668,46298,3101,96237,0,2,,,7,,401196
12551809,0,0,,,422,,33784628,-118189617,46298,3101,96245,0,,,,,,10
12562009,1,0,1,360,8541,1922,33766700,-118185000,46298,3101,96236,0,1,,7,,,142000
12593009,0,0,,,94724,,33818381,-118299795,12447,3101,96159,0,,,,,,5899604
12660809,0,0,,15570,,1957,33847518,-118390434,33612,3101,96123,0,,,,4,,755289
12786409,0,0,,3631,19393,1909,33983005,-118042615,14634,3101,96169,0,4,,7,7,,602291
12855009,2,3,2,1300,7906,1963,33976699,-117835373,24384,3101,96505,0,1,1,2,4,,409519
12872809,0,0,,,5072,,34077560,-117721157,20008,3101,96507,0,,,,,,18
12957809,0,0,,450,6798,1924,34152211,-118019070,32923,3101,96273,0,,,,,,31569
12980209,0,0,,,15825,,34079915,-118008109,51861,3101,96479,0,,,,,,9
13011609,0,0,,2580,6546,1946,34080776,-118064828,54212,3101,96510,0,,,,,,226455
13029209,0,0,,,,,34107860,-117872945,11626,3101,96485,0,,,,,,124
13036009,0,0,,,11055,1960,34113007,-117856089,11626,3101,96485,0,,,,,,18111
13087409,0,0,,,11035,,34015052,-117901755,14542,3101,96525,0,,,,,,9
13113209,0,0,,1422,,,33985192,-118452314,53162,3101,96128,0,,,,,,222236
13113409,0,0,,1722,,,33984604,-118452603,53162,3101,96128,0,,,,,,311017
13113609,0,0,,1422,,,33984100,-118454000,53162,3101,96128,0,,,,,,258320
13114009,0,0,,1732,,1980,34106186,-118763387,9840,3101,96336,0,,,,,,1010806
13114209,0,0,,1440,,1982,34762584,-118088306,5534,3101,97318,0,,,,,,
13114409,0,0,,1440,,1987,34110324,-118790054,9840,3101,96336,0,,,,,,
13114609,0,0,,1344,,2006,34145385,-118608148,,3101,96387,0,,,,,,
13114809,0,0,,736,,1972,34204074,-118418377,12447,3101,96450,0,,,,,,
13115009,0,0,,1070,,2002,34309416,-118468275,12447,3101,96368,0,,,,,,
13115209,0,0,,1040,,1980,34287193,-118402599,,3101,96368,0,,,,,,
13115409,0,0,,960,,1984,34276078,-118405926,12447,3101,96361,0,,,,,,
13115609,0,0,,528,,1982,34259942,-118397689,12447,3101,96361,0,,,,,,
13115809,0,0,,880,,1982,34327059,-118465727,12447,3101,96368,0,,,,,,
13116009,0,0,,1272,,2012,34327059,-118465727,12447,3101,96368,0,,,,,,
13116209,0,0,,1152,,2002,34267740,-118464835,12447,3101,96371,0,,,,,,
13116409,0,0,,1152,,1981,34276300,-118605678,12447,3101,96346,0,,,,,,
13116609,0,0,,624,,1970,34243760,-118590326,12447,3101,96346,0,,,,,,
13116809,0,0,,1344,,1971,34229232,-118595376,12447,3101,96339,0,,,,,,
13117009,0,0,,1392,,1969,34231163,-118599049,12447,3101,96339,0,,,,,,
13117209,0,0,,1056,,1989,34233366,-118549198,12447,3101,96354,0,,,,,,
13117409,0,0,,1568,,2004,34422603,-118490620,54311,3101,96374,0,,,,,,
13117609,0,0,,1456,,2000,34421000,-118486000,54311,3101,96374,0,,,,,,
13117809,0,0,,1056,,1989,34465250,-118481033,,3101,96403,0,,,,,,
13118009,0,0,,960,,1977,34373425,-118516359,54311,3101,96352,0,,,,,,
13118209,0,0,,1040,,1998,34410234,-118461971,54311,3101,96374,0,,,,,,
13118409,0,0,,720,,1978,34436564,-118434926,54311,3101,96374,0,,,,,,
13118609,0,0,,1344,,1988,34416138,-118451035,54311,3101,96401,0,,,,,,
13118809,0,0,,1152,,1977,34571089,-118065097,40227,3101,97328,0,,,,,,
13119009,0,0,,1344,,1999,34571089,-118065097,40227,3101,97328,0,,,,,,
13119209,0,0,,1344,,1982,34575492,-118067368,40227,3101,97328,0,,,,,,
13119409,0,0,,2064,,1989,34483355,-117829507,25621,3101,97324,0,,,,,,
13119609,0,0,,1584,,1986,34556011,-118108992,40227,3101,97328,0,,,,,,
13119809,0,0,,1568,,2005,34647495,-118231883,5534,3101,97319,0,,,,,,
13120009,0,0,,960,,1971,34701454,-118104512,5534,3101,97318,0,,,,,,
13120209,0,0,,1848,,1989,34706119,-118090613,5534,3101,97318,0,,,,,,
13120409,0,0,,1144,,2002,34706358,-118101844,5534,3101,97318,0,,,,,,
13120609,0,0,,1248,,2001,34707984,-118083448,5534,3101,97318,0,,,,,,
13120809,0,0,,1568,,1989,34709046,-118087037,5534,3101,97318,0,,,,,,
13121009,0,0,,1680,,1990,34702455,-118085622,5534,3101,97318,0,,,,,,
13121209,0,0,,1248,,1977,34716989,-118109192,5534,3101,97318,0,,,,,,
13121409,0,0,,854,,1983,34708502,-118105065,5534,3101,97318,0,,,,,,
13121609,0,0,,720,,1973,34478933,-118168039,16677,3101,97298,0,,,,,,
13121809,0,0,,960,,2006,34461884,-118660985,10734,3101,96398,0,,,,,,
13122009,0,0,,1160,,2006,33821191,-118296804,118878,3101,96160,0,,,,,,
13122209,0,0,,1040,,1999,34038161,-118534785,12447,3101,96120,0,,,,,,
13122409,0,0,,460,,1963,33991055,-118390536,51617,3101,96095,0,,,,,,
13122609,0,0,,1392,,1972,34574899,-118690109,10734,3101,96398,0,,,,,,
13122809,0,0,,1568,,2003,33883230,-118170459,6395,3101,96220,0,,,,,,
13123009,0,0,,2560,,1991,34019770,-118789549,12520,3101,96116,0,,,,,,
13123209,0,0,,1800,,1978,34014239,-118087191,26483,3101,96197,0,,,,,,
13123409,0,0,,1440,,1995,34420240,-118507726,54311,3101,96374,0,,,,,,
13123609,0,0,,1248,,1980,34485544,-118620750,10734,3101,96398,0,,,,,,
13123809,0,0,,672,,1986,33912105,-118304402,45398,3101,96106,0,,,,,,
13124009,0,0,,1392,,1969,33891681,-118248235,24174,3101,96090,0,,,,,,
13124209,0,0,,1212,,2005,33942163,-118171443,47762,3101,96125,0,,,,,,
13124409,0,0,,1056,,1998,33906121,-118174218,6395,3101,96220,0,,,,,,
13124609,0,0,,960,,1979,34140881,-117958960,24435,3101,96270,0,,,,,,
13124809,0,0,,960,,1973,33896588,-118108068,53636,3101,96208,0,,,,,,
13125009,0,0,,840,,1981,33884462,-118082703,53636,3101,96193,0,,,,,,
13125209,0,0,,1056,,2004,33767836,-118111948,46298,3101,96237,0,,,,,,
13125409,0,0,,1248,,1978,33867865,-118221492,24174,3101,96090,0,,,,,,
13125609,0,0,,1740,,1978,33867865,-118221492,24174,3101,96090,0,,,,,,
13125809,0,0,,1224,,1997,33836867,-118271728,10723,3101,96229,0,,,,,,
13126009,0,0,,1536,,1989,33856461,-118083541,30267,3101,96204,0,,,,,,
13126209,0,0,,1120,,2001,33883656,-118174822,6395,3101,96220,0,,,,,,
13126409,0,0,,1080,,1969,33884007,-118149978,6395,3101,96220,0,,,,,,
13126609,0,0,,1040,,1981,33843311,-118199464,46298,3101,96239,0,,,,,,
13126809,0,0,,1160,,1967,33870913,-118188258,46298,3101,96239,0,,,,,,
13127009,0,0,,920,,1966,33875259,-118203901,46298,3101,96239,0,,,,,,
13127209,0,0,,1440,,1988,33820454,-118217277,46298,3101,96244,0,,,,,,
13127409,0,0,,1040,,2005,33869548,-118262569,10723,3101,96230,0,,,,,,
13127609,0,0,,784,,1969,33830451,-118260689,10723,3101,96229,0,,,,,,
13127809,0,0,,1152,,1978,33869206,-118268576,10723,3101,96230,0,,,,,,
13128009,0,0,,1708,,1995,33869206,-118268576,10723,3101,96230,0,,,,,,
13128209,0,0,,1392,,1970,33855462,-118156681,46298,3101,96239,0,,,,,,
13128409,0,0,,800,,1997,33821924,-118295175,118878,3101,96160,0,,,,,,
13128609,0,0,,8960,,2006,33809822,-118309254,54722,3101,96159,0,,,,,,
13128809,0,0,,1200,,1990,33800045,-118293567,118878,3101,96210,0,,,,,,
13129009,0,0,,1628,,1971,33795403,-118286025,12447,3101,96210,0,,,,,,
13129209,0,0,,800,,2000,33878848,-118144401,44116,3101,96208,0,,,,,,
13129409,0,0,,480,,1973,34706052,-118097827,5534,3101,97318,0,,,,,,
13129609,0,0,,1056,,1984,34016245,-118085296,26483,3101,96197,0,,,,,,
13129809,0,0,,1536,,1974,34044644,-117817066,20008,3101,96522,0,,,,,,
13130009,0,0,,1152,,1971,33991203,-117892272,22827,3101,96492,0,,,,,,
13130209,0,0,,1488,,1973,33991203,-117892272,22827,3101,96492,0,,,,,,
13130409,0,0,,1152,,1981,34238623,-118655270,,3101,96339,0,,,,,,
13130609,0,0,,800,,1967,33932624,-118073122,13716,3101,96201,0,,,,,,
13130809,0,0,,688,,1971,33880862,-118082980,53636,3101,96193,0,,,,,,
13131009,0,0,,1080,,2002,34047198,-118013567,51861,3101,96479,0,,,,,,
13131209,0,0,,888,,1968,34047794,-118051528,36502,3101,96480,0,,,,,,
13131409,0,0,,1368,,1999,34031186,-118003857,45602,3101,96489,0,,,,,,
13131609,0,0,,1392,,1977,34031186,-118003857,45602,3101,96489,0,,,,,,
13131809,0,0,,1792,,2006,33990153,-117881843,22827,3101,96492,0,,,,,,
13132009,0,0,,1040,,1964,34109441,-117743381,20008,3101,96507,0,,,,,,
13132209,0,0,,1440,,1979,34042184,-117750828,20008,3101,96506,0,,,,,,
13132409,0,0,,672,,1967,34093984,-117756436,39308,3101,96494,0,,,,,,
13132609,0,0,,1056,,1993,34116031,-117778863,39308,3101,96494,0,,,,,,
13132809,0,0,,1652,,2004,34104010,-117832104,33836,3101,96513,0,,,,,,
13133009,0,0,,1392,,1968,34097300,-117830650,33836,3101,96513,0,,,,,,
13133209,0,0,,1224,,2003,34114031,-117782191,39308,3101,96494,0,,,,,,
13133409,0,0,,960,,1987,34100372,-117840039,33836,3101,96513,0,,,,,,
13133609,0,0,,1080,,2004,34098273,-117840018,33836,3101,96513,0,,,,,,
13133809,0,0,,1440,,1970,34104731,-117887977,24245,3101,96473,0,,,,,,
13134009,0,0,,756,,1980,34098516,-117909131,24245,3101,96473,0,,,,,,
13134209,0,0,,704,,1981,34091487,-117945684,14542,3101,96523,0,,,,,,
13134409,0,0,,1120,,2002,34066310,-117967373,10241,3101,96465,0,,,,,,
13134609,0,0,,390,,1962,34063062,-118049034,51861,3101,96480,0,,,,,,
13134809,0,0,,800,,1980,34136465,-117906237,37015,3101,96464,0,,,,,,
13135009,0,0,,1568,,1994,34109389,-117878184,11626,3101,96485,0,,,,,,
13135209,0,0,,800,,1979,34129842,-117867917,11626,3101,96485,0,,,,,,
13135409,0,0,,1344,,1973,34115403,-117764012,39308,3101,96494,0,,,,,,
13135609,0,0,,1440,,1973,34111966,-117755447,39308,3101,96494,0,,,,,,
13135809,0,0,,960,,1982,34046387,-117815445,20008,3101,96508,0,,,,,,
13136009,0,0,,1344,,1972,34003154,-117877947,14542,3101,96525,0,,,,,,
13136209,0,0,,1162,,2000,34021582,-117915892,118217,3101,96488,0,,,,,,
13136409,0,0,,1344,,1988,34024753,-117915266,118217,3101,96488,0,,,,,,
13136609,0,0,,1874,,1981,33856782,-118220772,24174,3101,96090,0,,,,,,
13136809,0,0,,1768,,1981,33856782,-118220772,24174,3101,96090,0,,,,,,
13137009,0,0,,1440,,1981,33856782,-118220772,24174,3101,96090,0,,,,,,
13137209,0,0,,1756,,2000,34621824,-118224390,40227,3101,97329,0,,,,,,
13137409,0,0,,1248,,1985,34619963,-118221259,40227,3101,97329,0,,,,,,
13137609,0,0,,960,,1986,34619963,-118221259,40227,3101,97329,0,,,,,,
13137809,0,0,,1680,,1989,34316857,-118401876,12447,3101,96368,0,,,,,,
13138009,0,0,,1344,,2005,34044786,-117930002,118694,3101,96488,0,,,,,,
13138409,0,0,,1752,,1994,34430175,-118484832,54311,3101,96374,0,,,,,,61295
13138609,0,0,,1311,,1990,34431262,-118485584,54311,3101,96374,0,,,,,,73471
13922409,2,3,2,1325,6030,1955,33832537,-117888683,16764,1286,97025,7,,,,,,237578
14068609,0,0,,45597,99766,1976,33714436,-118041165,25218,1286,96967,0,20,,,,,5854259
14135609,0,0,,,,,33880129,-117956871,24812,1286,97041,0,,,,,,745756
14145009,0,0,,,50638,,33897591,-117940288,24812,1286,97043,0,,,,,,228749
14156009,2.5,3,2,2059,4186,2013,33924615,-117861554,17150,1286,97035,0,,,,,,626374
14173609,3.5,4,3,3765,8554,2001,33906281,-117865705,,1286,97043,0,,,,,,1245874
14250809,0,0,,3960,2033,1988,33747736,-117867305,47568,1286,97001,0,,,,,,686242
